Gene	start	end	description	database_name	transposons	transposons_normalized
YAL067C	7345	8638	Name=MFS general substrate transporter	SSF103473	920	0.712
YAL062W	31576	32128	Name=Aminoacid dehydrogenase-like, N-terminal domain	SSF53223	3505	6.35
YAL062W	32122	32929	Name=NAD(P)-binding Rossmann-fold domains	SSF51735	5784	7.167
YAL061W	33451	34042	Name=GroES-like	SSF50129	1716	2.904
YAL061W	33943	34459	Name=NAD(P)-binding Rossmann-fold domains	SSF51735	2149	4.165
YAL060W	35158	35752	Name=GroES-like	SSF50129	1307	2.2
YAL060W	35647	36160	Name=NAD(P)-binding Rossmann-fold domains	SSF51735	1230	2.398
YAL058W	37554	38160	Name=Concanavalin A-like lectins/glucanases	SSF49899	1229	2.028
YAL058W	38187	38607	Name=P-domain of calnexin/calreticulin	SSF63887	549	1.307
YAL056W	40036	40528	Name=Galactose oxidase, central domain	SSF50965	114	0.232
YAL056W	40477	41674	Name=Galactose oxidase, central domain	SSF50965	119	0.099
YAL054C	42898	44797	Name=Acetyl-CoA synthetase-like	SSF56801	4287	2.258
YAL051W	48729	48864	Name=Zn2/Cys6 DNA-binding domain	SSF57701	226	1.674
YAL049C	51875	52514	Name=alpha/beta-Hydrolases	SSF53474	956	1.496
YAL048C	52950	53454	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	983	1.95
YAL048C	53598	54234	Name=EF-hand	SSF47473	680	1.069
YAL048C	54138	54780	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	509	0.793
YAL046C	57061	57331	Name=BolA-like	SSF82657	258	0.956
YAL044W-A	57530	57842	Name=BolA-like	SSF82657	496	1.59
YAL044C	57964	58336	Name=Single hybrid motif	SSF51230	919	2.47
YAL041W	63644	64265	Name=DBL homology domain (DH-domain)	SSF48065	7	0.011
YAL041W	64259	64844	Name=PH domain-like	SSF50729	6	0.01
YAL041W	65093	65399	Name=CAD & PB1 domains	SSF54277	3	0.01
YAL040C	66902	67313	Name=Cyclin-like	SSF47954	9	0.022
YAL038W	71834	72869	Name=Phosphoenolpyruvate/pyruvate domain	SSF51621	9	0.009
YAL038W	72050	72350	Name=PK beta-barrel domain-like	SSF50800	9	0.03
YAL038W	72893	73286	Name=PK C-terminal domain-like	SSF52935	10	0.025
YAL036C	75048	75288	Name=TGS-like	SSF81271	279	1.163
YAL036C	75231	75948	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	1317	1.837
YAL035W	77639	78515	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	4	0.005
YAL035W	78620	78998	Name=Initiation factor IF2/eIF5b, domain 3	SSF52156	8	0.021
YAL035W	79016	79430	Name=Translation proteins	SSF50447	211	0.51
YAL034C	80733	81018	Name=Homeodomain-like	SSF46689	615	2.158
YAL033W	82709	83111	Name=Rnp2-like	SSF160350	14	0.035
YAL030W	87361	87553	Name=SNARE fusion complex	SSF58038	441	2.297
YAL029C	89804	92090	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	1605	0.702
YAL029C	92078	92267	Name=Myosin S1 fragment, N-terminal domain	SSF50084	349	1.847
YAL026C	96001	99103	Name=Calcium ATPase, transmembrane domain M	SSF81665	1112	0.358
YAL026C	96706	98059	Name=HAD-like	SSF56784	612	0.452
YAL026C	97270	98002	Name=Metal cation-transporting ATPase, ATP-binding domain N	SSF81660	500	0.683
YAL026C	98410	98821	Name=Calcium ATPase, transduction domain A	SSF81653	291	0.708
YAL024C	101570	105848	Name=Ras GEF	SSF48366	341	0.08
YAL023C	106976	107513	Name=MIR domain	SSF82109	74	0.138
YAL022C	108903	110205	Name=MFS general substrate transporter	SSF103473	1655	1.271
YAL021C	110881	111850	Name=DNase I-like	SSF56219	147	0.152
YAL021C	111973	112363	Name=L domain-like	SSF52058	54	0.138
