Gene	start	end	description	database_name	transposons	transposons_normalized
YHL050C	2831	3296	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	736	1.583
YHL047C	8683	9994	Name=MFS general substrate transporter	SSF103473	1478	1.127
YHL040C	19426	20761	Name=MFS general substrate transporter	SSF103473	1072	0.803
YHL039W	21801	22680	Name=SET domain	SSF82199	728	0.828
YHL035C	28043	28808	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	1098	1.435
YHL035C	28859	29846	Name=ABC transporter transmembrane region	SSF90123	483	0.489
YHL035C	30059	30791	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	428	0.585
YHL035C	30821	31769	Name=ABC transporter transmembrane region	SSF90123	582	0.614
YHL034C	33261	33642	Name=RNA-binding domain, RBD	SSF54928	39	0.102
YHL034C	33627	33999	Name=RNA-binding domain, RBD	SSF54928	8	0.022
YHL033C	35365	35764	Name=L30e-like	SSF55315	76	0.19
YHL032C	36429	37320	Name=Actin-like ATPase domain	SSF53067	990	1.111
YHL032C	37323	38079	Name=Actin-like ATPase domain	SSF53067	723	0.956
YHL030W	40156	42367	Name=ARM repeat	SSF48371	760	0.344
YHL030W	42895	45640	Name=ARM repeat	SSF48371	2380	0.867
YHL029C	46195	46843	Name=Ypt/Rab-GAP domain of gyp1p	SSF47923	486	0.75
YHL027W	51549	51636	Name=beta-beta-alpha zinc fingers	SSF57667	76	0.874
YHL027W	51702	51816	Name=beta-beta-alpha zinc fingers	SSF57667	42	0.368
YHL024W	56922	57375	Name=RNA-binding domain, RBD	SSF54928	578	1.276
YHL024W	57675	57960	Name=RNA-binding domain, RBD	SSF54928	271	0.951
YHL022C	62972	63842	Name=DNA topoisomerase IV, alpha subunit	SSF56726	428	0.492
YHL021C	64479	65373	Name=Clavaminate synthase-like	SSF51197	1033	1.155
YHL019C	67745	68774	Name=Second domain of Mu2 adaptin subunit (ap50) of ap2 adaptor	SSF49447	1037	1.008
YHL019C	69131	69545	Name=SNARE-like	SSF64356	456	1.101
YHL018W	69744	70059	Name=PCD-like	SSF55248	889	2.822
YHL015W	75475	75763	Name=Ribosomal protein S10	SSF54999	0	0
YHL014C	76123	76375	Name=TGS-like	SSF81271	1024	4.063
YHL014C	76309	77254	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	1032	1.092
YHL013C	77435	77909	Name=Cysteine proteinases	SSF54001	483	1.019
YHL012W	79173	80319	Name=Nucleotide-diphospho-sugar transferases	SSF53448	1776	1.55
YHL011C	80692	81400	Name=PRTase-like	SSF53271	44	0.062
YHL010C	82626	82953	Name=RING/U-box	SSF57850	285	0.872
YHL010C	82872	83055	Name=RING/U-box	SSF57850	256	1.399
YHL009C	84448	84625	Name=Leucine zipper domain	SSF57959	17	0.096
YHL007C	95315	96089	Name=Protein kinase-like (PK-like)	SSF56112	3194	4.127
YHL004W	99774	100386	Name=Ribosomal protein S2	SSF52313	226	0.369
YHL002W	102645	103053	Name=ENTH/VHS domain	SSF48464	1325	3.248
YHL002W	103200	103452	Name=SH3-domain	SSF50044	878	3.484
YHL001W	104313	104589	Name=Translation proteins SH3-like domain	SSF50104	761	2.757
YHR001W	106187	107345	Name=Oxysterol-binding protein-like	SSF144000	1824	1.575
YHR002W	108908	109862	Name=Mitochondrial carrier	SSF103506	1704	1.786
YHR003C	110330	111155	Name=Activating enzymes of the ubiquitin-like proteins	SSF69572	2135	2.588
YHR004C	111792	112371	Name=HAD-like	SSF56784	149	0.257
YHR005C	113510	114803	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	310	0.24
YHR005C	114023	114710	Name=Transducin (alpha subunit), insertion domain	SSF47895	50	0.073
YHR005C-A	115637	115823	Name=Tim10-like	SSF144122	32	0.172
YHR006W	118420	118528	Name=beta-beta-alpha zinc fingers	SSF57667	90	0.833
YHR007C	120111	121527	Name=Cytochrome P450	SSF48264	22	0.016
YHR008C	122903	123230	Name=Fe,Mn superoxide dismutase (SOD), C-terminal domain	SSF54719	773	2.364
YHR008C	123242	123530	Name=Fe,Mn superoxide dismutase (SOD), N-terminal domain	SSF46609	369	1.281
YHR009C	124177	125617	Name=Nucleotide-binding domain	SSF51971	1397	0.97
YHR010W	126530	126929	Name=Translation proteins SH3-like domain	SSF50104	35	0.088
YHR011W	127894	128182	Name=tRNA-binding arm	SSF46589	31	0.108
YHR011W	128224	129103	Name=Class II aaRS and biotin synthetases	SSF55681	143	0.163
YHR012W	129484	130321	Name=Metallo-dependent phosphatases	SSF56300	8	0.01
YHR013C	130864	131443	Name=Acyl-CoA N-acyltransferases (Nat)	SSF55729	7	0.012
YHR015W	134887	135385	Name=RNA-binding domain, RBD	SSF54928	228	0.458
YHR015W	135490	136000	Name=RNA-binding domain, RBD	SSF54928	344	0.675
YHR016C	137054	137225	Name=SH3-domain	SSF50044	132	0.772
YHR018C	140016	141369	Name=L-aspartase-like	SSF48557	23	0.017
YHR019C	141914	142865	Name=Class II aaRS and biotin synthetases	SSF55681	20	0.021
YHR019C	142916	143195	Name=Nucleic acid-binding proteins	SSF50249	1	0.004
YHR020W	144059	144431	Name=YbaK/ProRS associated domain	SSF55826	81	0.218
YHR020W	144578	145379	Name=Class II aaRS and biotin synthetases	SSF55681	10	0.012
YHR020W	145385	145778	Name=Class II aaRS ABD-related	SSF52954	7	0.018
YHR020W	145787	146060	Name=C-terminal domain of ProRS	SSF64586	15	0.055
YHR021C	148423	148585	Name=Zn-binding ribosomal proteins	SSF57829	15	0.093
YHR022C	149601	150273	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	676	1.006
YHR023W	151837	154207	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	175	0.074
