Gene	start	end	description	database_name	transposons	transposons_normalized
YNL339C	2477	3506	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	2494	2.424
YNL339C	5738	5990	Name=ORC1-binding domain	SSF144005	179	0.71
YNL335W	11554	12016	Name=HD-domain/PDEase-like	SSF109604	556	1.203
YNL334C	12231	12867	Name=Class I glutamine amidotransferase-like	SSF52317	1209	1.901
YNL333W	13312	14050	Name=Ribulose-phoshate binding barrel	SSF51366	920	1.247
YNL332W	14847	15549	Name=Periplasmic binding protein-like II	SSF53850	1109	1.58
YNL331C	16225	17173	Name=NAD(P)-linked oxidoreductase	SSF51430	466	0.492
YNL330C	18159	19245	Name=Arginase/deacetylase	SSF52768	13	0.012
YNL329C	19558	20452	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	356	0.398
YNL329C	20482	21175	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	105	0.152
YNL328C	22854	23049	Name=Chaperone J-domain	SSF46565	276	1.415
YNL320W	37739	38534	Name=alpha/beta-Hydrolases	SSF53474	674	0.848
YNL318C	38724	40137	Name=MFS general substrate transporter	SSF103473	944	0.668
YNL317W	40841	41750	Name=WD40 repeat-like	SSF50978	16	0.018
YNL316C	42094	42373	Name=ACT-like	SSF55021	209	0.749
YNL316C	42391	43054	Name=Periplasmic binding protein-like II	SSF53850	310	0.468
YNL313C	45541	46120	Name=TPR-like	SSF48452	13	0.022
YNL312W	48404	48815	Name=Nucleic acid-binding proteins	SSF50249	2	0.005
YNL312W	48905	49106	Name=Winged helix DNA-binding domain	SSF46785	28	0.139
YNL311C	51382	51538	Name=F-box domain	SSF81383	82	0.526
YNL307C	56538	57459	Name=Protein kinase-like (PK-like)	SSF56112	4479	4.863
YNL306W	58371	58806	Name=Translational machinery components	SSF53137	73	0.168
YNL304W	60567	61338	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	1113	1.444
YNL302C	62517	62931	Name=Winged helix DNA-binding domain	SSF46785	10	0.024
YNL301C	64139	64502	Name=Ribosomal proteins L15p and L18e	SSF52080	146	0.402
YNL299W	66955	67492	Name=Nucleotidyltransferase	SSF81301	272	0.507
YNL299W	67456	67885	Name=PAP/OAS1 substrate-binding domain	SSF81631	84	0.196
YNL298W	69107	69440	Name=PH domain-like	SSF50729	8	0.024
YNL298W	70544	71399	Name=Protein kinase-like (PK-like)	SSF56112	15	0.018
YNL293W	81261	81792	Name=Ypt/Rab-GAP domain of gyp1p	SSF47923	225	0.424
YNL293W	81918	82071	Name=Ypt/Rab-GAP domain of gyp1p	SSF47923	155	1.013
YNL292W	82809	83829	Name=Pseudouridine synthase	SSF55120	939	0.921
YNL290W	86254	86923	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	20	0.03
YNL290W	86935	87208	Name=post-AAA+ oligomerization domain-like	SSF48019	2	0.007
YNL289W	87930	88350	Name=Cyclin-like	SSF47954	71	0.169
YNL288W	90762	91320	Name=ARM repeat	SSF48371	832	1.491
YNL287W	92069	93725	Name=ARM repeat	SSF48371	24	0.014
YNL287W	93974	94460	Name=Clathrin adaptor appendage domain	SSF49348	48	0.099
YNL287W	94463	94790	Name=Subdomain of clathrin and coatomer appendage domain	SSF55711	52	0.159
YNL286W	95340	95628	Name=RNA-binding domain, RBD	SSF54928	149	0.517
YNL286W	95811	96009	Name=RNA-binding domain, RBD	SSF54928	79	0.399
YNL284C	103463	103910	Name=Ribosomal proteins L15p and L18e	SSF52080	15	0.034
YNL281W	108479	108917	Name=Activator of Hsp90 ATPase, Aha1	SSF103111	340	0.776
YNL278W	113502	113913	Name=PH domain-like	SSF50729	313	0.762
YNL277W	117427	118696	Name=alpha/beta-Hydrolases	SSF53474	548	0.432
YNL274C	121261	121822	Name=NAD(P)-binding Rossmann-fold domains	SSF51735	538	0.959
YNL274C	121717	122149	Name=Formate/glycerate dehydrogenase catalytic domain-like	SSF52283	420	0.972
YNL272C	128601	129036	Name=Sec2 N-terminal region	SSF144284	7	0.016
YNL271C	130106	131300	Name=Formin homology 2 domain (FH2 domain)	SSF101447	98	0.082
YNL271C	133307	134837	Name=ARM repeat	SSF48371	65	0.042
YNL267W	140914	141211	Name=ARM repeat	SSF48371	7	0.024
YNL267W	142183	144052	Name=Protein kinase-like (PK-like)	SSF56112	11	0.006
YNL264C	145649	146201	Name=CRAL/TRIO domain	SSF52087	445	0.806
YNL264C	146237	146537	Name=CRAL/TRIO N-terminal domain	SSF46938	233	0.777
YNL262W	148563	149808	Name=Ribonuclease H-like	SSF53098	28	0.022
YNL262W	149745	151791	Name=DNA/RNA polymerases	SSF56672	32	0.016
YNL261W	155121	155706	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	7	0.012
YNL259C	157661	157841	Name=HMA, heavy metal-associated domain	SSF55008	19	0.106
YNL257C	163051	163399	Name=PH domain-like	SSF50729	108	0.31
YNL257C	163315	164266	Name=BAR/IMD domain-like	SSF103657	305	0.321
