Gene	start	end	description	database_name
YCL073C	6547	8308	Name=GLUTATHIONE EXCHANGER 1-RELATED	PTHR23501:SF92
YCL069W	9709	11050	Name=AZOLE RESISTANCE PROTEIN 1-RELATED	PTHR23501:SF181
YCL067C	12433	12790	Name=HOMEOBOX PROTEIN HOMOTHORAX	PTHR11850:SF266
YCL064C	15851	16868	Name=CATABOLIC L-SERINE/THREONINE DEHYDRATASE	PTHR48078:SF2
YCL059C	22443	23367	Name=HIV-1 REV BINDING PROTEIN 2, 3	PTHR12581
YCL057C-A	24046	24250	Name=MICOS COMPLEX SUBUNIT MIC10	PTHR21304:SF0
YCL057W	24873	26898	Name=PROTEASE M3 THIMET OLIGOPEPTIDASE-RELATED	PTHR11804
YCL055W	28007	28934	Name=N6-ADENOSINE-METHYLTRANSFERASE NON-CATALYTIC SUBUNIT	PTHR13107
YCL054W	31467	33945	Name=PRE-RRNA 2'-O-RIBOSE RNA METHYLTRANSFERASE FTSJ3	PTHR10920:SF13
YCL052C	34151	35381	Name=PROTEIN PBN1	PTHR28533
YCL050C	37850	38795	Name=AP-4-A PHOSPHORYLASE II	PTHR38420
YCL048W	42252	43554	Name=SPORULATION-SPECIFIC PROTEIN 2-RELATED	PTHR31018:SF8
YCL047C	43738	44389	Name=NICOTINAMIDE MONONUCLEOTIDE ADENYLYLTRANSFERASE	PTHR31285
YCL045C	44634	46356	Name=UNCHARACTERIZED	PTHR21573
YCL045C	46395	46875	Name=UNCHARACTERIZED	PTHR21573
YCL043C	48772	50179	Name=PROTEIN DISULFIDE ISOMERASE	PTHR18929
YCL040W	50847	52338	Name=GLUCOKINASE-1-RELATED	PTHR19443:SF30
YCL039W	52681	54874	Name=WD REPEAT-CONTAINING PROTEIN 26	PTHR22838:SF0
YCL038C	54949	56506	Name=AUTOPHAGY-RELATED PROTEIN 22	PTHR11360:SF264
YCL037C	57436	58666	Name=LA-RELATED PROTEIN 1	PTHR22792:SF76
YCL036W	59053	60718	Name=GOOD FOR FULL DBP5 ACTIVITY PROTEIN 2	PTHR28083
YCL035C	60861	61158	Name=GLUTAREDOXIN 2	PTHR45694
YCL034W	61661	62618	Name=LAS SEVENTEEN-BINDING PROTEIN 5	PTHR47789
YCL033C	62784	63183	Name=PEPTIDE METHIONINE SULFOXIDE REDUCTASE 2	PTHR46081:SF1
YCL032W	63840	64416	Name=SEXUAL DIFFERENTIATION PROTEIN STE4	PTHR24135:SF28
YCL031C	64680	65547	Name=RIBOSOMAL RNA-PROCESSING PROTEIN 7 HOMOLOG A-RELATED	PTHR13191:SF0
YCL030C	65963	68192	Name=HISTIDINE BIOSYNTHESIS TRIFUNCTIONAL PROTEIN	PTHR21256:SF2
YCL029C	68760	69903	Name=DYNACTIN 1-RELATED MICROTUBULE-BINDING	PTHR18916
YCL026C-B	73413	73983	Name=FATTY ACID REPRESSION MUTANT PROTEIN 2-RELATED	PTHR43035
YCL026C-A	74712	75282	Name=FATTY ACID REPRESSION MUTANT PROTEIN 2-RELATED	PTHR43035
YCL025C	76020	77868	Name=AMINO ACID PERMEASE	PTHR43341
YCL024W	79171	82165	Name=SERINE/THREONINE KINASE	PTHR24343
YCL018W	91327	92410	Name=3-ISOPROPYLMALATE DEHYDROGENASE	PTHR42979
YCL017C	92821	93988	Name=CYSTEINE DESULFURASE, MITOCHONDRIAL	PTHR11601:SF34
YCL016C	94623	95727	Name=SISTER CHROMATID COHESION PROTEIN DCC1-RELATED	PTHR13395
YCL012C	101395	101785	Name=UPF0357 PROTEIN YCL012C	PTHR28023
YCL011C	102080	102728	Name=FI21236P1	PTHR23003:SF3
YCL011C	102734	103028	Name=FI21236P1	PTHR23003:SF3
YCL010C	103597	104212	Name=SAGA-ASSOCIATED FACTOR 29	PTHR21539:SF0
YCL009C	104621	105533	Name=ACETOLACTATE SYNTHASE SMALL SUBUNIT, MITOCHONDRIAL	PTHR31242
YCL008C	105710	106388	Name=TUMOR SUPPRESSOR PROTEIN 101	PTHR23306:SF3
YCL008C	106244	106829	Name=TUMOR SUPPRESSOR PROTEIN 101	PTHR23306:SF3
YCL005W-A	107026	107239	Name=VACUOLAR ATP SYNTHASE SUBUNIT H	PTHR12263
YCL004W	109198	110665	Name=CDP-DIACYLGLYCEROL--SERINE O-PHOSPHATIDYLTRANSFERASE	PTHR12586
YCL001W	111961	112471	Name=PROTEIN RER1	PTHR10743
YCL001W-B	113773	114013	Name=PELOTA	PTHR10853
YCR002C	117403	118327	Name=CELL DIVISION CONTROL PROTEIN 10	PTHR18884:SF57
YCR003W	118647	119091	Name=39S RIBOSOMAL PROTEIN L32, MITOCHONDRIAL	PTHR21026
YCR004C	119634	120315	Name=FLAVODOXIN-RELATED PROTEIN WRBA-RELATED	PTHR30546
YCR005C	120957	122301	Name=CITRATE SYNTHASE	PTHR11739
YCR008W	129280	130273	Name=SERINE/THREONINE KINASE	PTHR24343
YCR009C	130759	131539	Name=BRIDGING INTEGRATOR 3	PTHR47174
YCR010C	132287	133043	Name=ACCUMULATION OF DYADS PROTEIN 2-RELATED	PTHR31123
YCR011C	133735	136576	Name=ABC TRANSPORTER G FAMILY MEMBER 28	PTHR48041
YCR012W	137749	138994	Name=PHOSPHOGLYCERATE KINASE	PTHR11406
YCR014C	139211	140825	Name=DNA POLYMERASE IV	PTHR11276:SF1
YCR015C	141231	142164	Name=UPF0655 PROTEIN YCR015C	PTHR28181
