Gene	start	end	description	database_name
YKL224C	1815	2178	Name=SERIPAUPERIN	PTHR31002
YKL222C	3529	5617	Name=TRANSCRIPTION FACTOR PDR8-RELATED	PTHR31405
YKL221W	6200	7502	Name=MONOCARBOXYLATE TRANSPORTER	PTHR11360
YKL220C	9093	11196	Name=FERRIC/CUPRIC REDUCTASE TRANSMEMBRANE COMPONENT	PTHR32361
YKL218C	17403	18315	Name=SERINE / THREONINE RACEMASE FAMILY MEMBER	PTHR43050
YKL217W	22591	24010	Name=CARBOXYLIC ACID TRANSPORTER PROTEIN HOMOLOG	PTHR23508
YKL216W	25230	26145	Name=DIHYDROOROTATE DEHYDROGENASE (FUMARATE)	PTHR48109:SF1
YKL215C	26838	30684	Name=5-OXOPROLINASE	PTHR11365:SF2
YKL213C	31989	34098	Name=PHOSPHOLIPASE A-2-ACTIVATING PROTEIN	PTHR19849
YKL212W	34642	36301	Name=PHOSPHATIDYLINOSITIDE PHOSPHATASE SAC1	PTHR45662
YKL211C	36701	38117	Name=MULTIFUNCTIONAL TRYPTOPHAN BIOSYNTHESIS PROTEIN	PTHR43418:SF4
YKL210W	39214	42205	Name=GH24511P	PTHR10953:SF4
YKL209C	42434	46292	Name=ALPHA-FACTOR-TRANSPORTING ATPASE	PTHR24223:SF372
YKL207W	48200	48950	Name=ER MEMBRANE PROTEIN COMPLEX SUBUNIT 3	PTHR13116:SF5
YKL206C	49044	49803	Name=PROTEASOME ASSEMBLY CHAPERONE 2	PTHR12970
YKL205W	50060	53324	Name=EXPORTIN-T	PTHR15952:SF11
YKL203C	55946	63059	Name=ATAXIA TELANGIECTASIA MUTATED  ATM -RELATED	PTHR11139
YKL201C	64223	67412	Name=FUKUTIN	PTHR15407:SF28
YKL198C	68693	69689	Name=SERINE/THREONINE KINASE	PTHR24343
YKL197C	70808	73691	Name=AAA-FAMILY ATPASE	PTHR23077
YKL196C	74934	75531	Name=SYNAPTOBREVIN HOMOLOG YKT6	PTHR45806
YKL195W	76532	76991	Name=AU015836 PROTEIN-RELATED	PTHR21622:SF0
YKL194C	77260	78610	Name=THREONINE-TRNA LIGASE	PTHR11451
YKL193C	78871	79351	Name=PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT SDS22	PTHR45973:SF4
YKL193C	79306	79783	Name=PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT SDS22	PTHR45973:SF4
YKL192C	80165	80489	Name=ACYL CARRIER PROTEIN	PTHR20863
YKL191W	81146	82607	Name=2-(3-AMINO-3-CARBOXYPROPYL)HISTIDINE SYNTHASE SUBUNIT 2	PTHR10762:SF2
YKL190W	82974	83466	Name=PROTEIN PHOSPATASE 3 REGULATORY SUBUNIT B ALPHA ISOFORM TYPE 1	PTHR45942
YKL189W	84740	85766	Name=CALCIUM-BINDING PROTEIN 39-RELATED	PTHR10182
YKL188C	86599	88546	Name=ATP-BINDING CASSETTE, SUB-FAMILY D MEMBER	PTHR11384
YKL187C	89448	91491	Name=CELL MEMBRANE PROTEIN YLR413W-RELATED	PTHR28019
YKL186C	92773	93295	Name=MRNA TRANSPORT REGULATOR MTR2	PTHR12612:SF24
YKL184W	96916	98146	Name=ARGININE/DIAMINOPIMELATE/ORNITHINE DECARBOXYLASE	PTHR11482
YKL183W	98892	99591	Name=CHLORIDE CONDUCTANCE REGULATORY PROTEIN ICLN	PTHR21399
YKL182W	100680	106821	Name=FATTY ACID SYNTHASE SUBUNIT BETA	PTHR10982:SF21
YKL181W	107319	107955	Name=RIBOSE-PHOSPHATE DIPHOSPHOKINASE FAMILY MEMBER	PTHR10210
YKL181W	108138	108588	Name=RIBOSE-PHOSPHATE DIPHOSPHOKINASE FAMILY MEMBER	PTHR10210
YKL180W	109278	109779	Name=60S RIBOSOMAL PROTEIN L17	PTHR11593
YKL179C	110559	112482	Name=CCAAT DISPLACEMENT PROTEIN-RELATED	PTHR14043
YKL178C	113226	114615	Name=PHEROMONE A FACTOR RECEPTOR	PTHR28097
YKL175W	118814	120293	Name=ZINC/IRON TRANSPORTER	PTHR11040
YKL174C	120421	122233	Name=AMINO-ACID PERMEASE BAT1	PTHR45649
YKL173W	122712	125520	Name=116 KDA U5 SMALL NUCLEAR RIBONUCLEOPROTEIN COMPONENT	PTHR42908:SF6
YKL172W	126161	127034	Name=RRNA PROCESSING PROTEIN EBNA1-BINDING PROTEIN-RELATED	PTHR13028
YKL171W	127481	129899	Name=NITROGEN NETWORK KINASE 1	PTHR24349:SF433
YKL170W	130637	131045	Name=50S/60S RIBOSOMAL PROTEIN L14/L23	PTHR11761
YKL168C	131290	133129	Name=SERINE/THREONINE KINASE	PTHR24343
YKL167C	133753	134125	Name=MITOCHONDRIAL RIBOSOMAL PROTEIN S25	PTHR13274
YKL166C	134511	135702	Name=CAMP-DEPENDENT PROTEIN KINASE TYPE 1-RELATED	PTHR24353:SF73
YKL165C	137952	140679	Name=PHOSPHATIDYLINOSITOL GLYCAN, CLASS N	PTHR12250
YKL164C	141799	142432	Name=CELL WALL MANNOPROTEIN CIS3-RELATED	PTHR47254
YKL164C	142522	142816	Name=CELL WALL MANNOPROTEIN CIS3-RELATED	PTHR47254
YKL163W	144404	145373	Name=CELL WALL MANNOPROTEIN CIS3-RELATED	PTHR47254
YKL162C	147650	148685	Name=PROTEIN ARGININE METHYLTRANSFERASE NDUFAF7 HOMOLOG, MITOCHONDRIAL	PTHR12049:SF5
YKL161C	149622	150651	Name=MITOGEN-ACTIVATED PROTEIN KINASE	PTHR24055
YKL160W	153272	153608	Name=UNCHARACTERIZED	PTHR20934
YKL159C	153839	154442	Name=CALCIPRESSIN	PTHR10300
YKL157W	155267	157835	Name=PROTEASE M1 ZINC METALLOPROTEASE	PTHR11533
