Gene	start	end	description	database_name
YIL177C	873	4542	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074
YIL176C	8798	9152	Name=SERIPAUPERIN	PTHR31002
YIL173W	11495	13568	Name=SORTILIN RELATED	PTHR12106
YIL173W	13691	16109	Name=SORTILIN RELATED	PTHR12106
YIL172C	16789	18550	Name=ALPHA-AMYLASE FAMILY MEMBER	PTHR10357
YIL169C	23196	25323	Name=4.1 G PROTEIN	PTHR23280
YIL166C	30958	32515	Name=PERMEASE-RELATED	PTHR43791
YIL165C	33723	34074	Name=NITRILASE	PTHR46044
YIL164C	34092	34668	Name=NITRILASE	PTHR46044
YIL162W	37394	38981	Name=EXOINULINASE INUD (AFU_ORTHOLOGUE AFUA_5G00480)	PTHR42800
YIL160C	40196	41348	Name=3-KETOACYL-COA THIOLASE, PEROXISOMAL	PTHR43853
YIL159W	41849	45950	Name=BNI1-RELATED PROTEIN 1	PTHR47102:SF1
YIL157C	46957	47503	Name=CYTOCHROME C OXIDASE ASSEMBLY FACTOR 1	PTHR28523
YIL156W-B	47693	47909	Name=CHROMOSOME 16, WHOLE GENOME SHOTGUN SEQUENCE	PTHR28075
YIL156W	48355	51286	Name=UBIQUITIN CARBOXYL-TERMINAL HYDROLASE	PTHR24006
YIL155C	51767	53687	Name=GLYCEROL-3-PHOSPHATE DEHYDROGENASE	PTHR11985
YIL153W	55210	56326	Name=SERINE/THREONINE-PROTEIN PHOSPHATASE 2A ACTIVATOR 1	PTHR10012:SF3
YIL151C	57364	60646	Name=EST/SMG-LIKE PROTEIN 1-RELATED	PTHR15696:SF17
YIL150C	61186	62653	Name=PROTEIN MCM10 HOMOLOG	PTHR13454
YIL149C	63117	67992	Name=NUCLEOPROTEIN TPR	PTHR18898:SF2
YIL148W	68711	69083	Name=UBIQUITIN	PTHR10666
YIL147C	69817	73405	Name=TWO-COMPONENT HISTIDINE KINASE	PTHR43719
YIL145C	76356	77277	Name=CYTIDYLATE KINASE/PANTOATE-BETA-ALANINE LIGASE	PTHR21299
YIL144W	78077	80135	Name=KINETOCHORE PROTEIN NDC80	PTHR10643
YIL143C	80587	82741	Name=GENERAL TRANSCRIPTION AND DNA REPAIR FACTOR IIH HELICASE SUBUNIT XPB	PTHR11274:SF0
YIL142W	83323	84871	Name=CHAPERONIN	PTHR11353
YIL139C	88062	88701	Name=MITOTIC SPINDLE ASSEMBLY CHECKPOINT PROTEIN MAD2	PTHR11842
YIL138C	89232	89712	Name=TROPOMYOSIN	PTHR19269
YIL137C	89959	92764	Name=PROTEASE M1 ZINC METALLOPROTEASE	PTHR11533
YIL134W	97425	98322	Name=MITOCHONDRIAL FOLATE TRANSPORTER/CARRIER	PTHR45683:SF3
YIL133C	98837	99401	Name=60S RIBOSOMAL PROTEIN L13A-RELATED	PTHR11545:SF3
YIL131C	100873	102193	Name=CHECKPOINT SUPPRESSOR 1-LIKE, ISOFORM A-RELATED	PTHR45881
YIL130W	102791	105359	Name=ACTIVATOR OF STRESS GENES 1-RELATED	PTHR47540:SF1
YIL129C	106256	112772	Name=FURRY-RELATED	PTHR12295
YIL128W	113833	116872	Name=DNA REPAIR/TRANSCRIPTION PROTEIN MET18/MMS19	PTHR12891
YIL126W	118643	122060	Name=SNF2/RAD54 HELICASE FAMILY	PTHR10799
YIL125W	122824	125725	Name=2-OXOGLUTARATE DEHYDROGENASE	PTHR23152
YIL124W	126228	127065	Name=NADPH-DEPENDENT 1-ACYLDIHYDROXYACETONE PHOSPHATE REDUCTASE	PTHR44169
