Gene	start	end	description	database_name
YML133C	562	3859	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074
YML131W	10207	11287	Name=AGL360WP	PTHR43205:SF19
YML130C	11875	13099	Name=ERO1-LIKE PROTEIN	PTHR12613:SF0
YML127W	17067	18522	Name=CHROMATIN STRUCTURE-REMODELING COMPLEX SUBUNIT RSC9	PTHR13964:SF38
YML127W	18522	18804	Name=CHROMATIN STRUCTURE-REMODELING COMPLEX SUBUNIT RSC9	PTHR13964:SF38
YML126C	19062	20409	Name=3-HYDROXY-3-METHYLGLUTARYL COENZYME A SYNTHASE	PTHR43323
YML125C	20763	21687	Name=NADH-CYTOCHROME B5 REDUCTASE	PTHR19370
YML124C	22360	23677	Name=TUBULIN	PTHR11588
YML123C	24135	25650	Name=INORGANIC PHOSPHATE TRANSPORTER PHO84	PTHR24064:SF570
YML121W	26936	27860	Name=RAS-RELATED GTP-BINDING A	PTHR11259:SF1
YML120C	28271	29783	Name=NADH DEHYDROGENASE	PTHR43706
YML118W	32640	33816	Name=CARBON CATABOLITE REPRESSOR PROTEIN 4	PTHR12121
YML117W	34246	37645	Name=PRE-MRNA-SPLICING FACTOR RBM22	PTHR14089
YML116W	38256	39819	Name=AMINOTRIAZOLE RESISTANCE PROTEIN	PTHR42718:SF14
YML115C	40189	41680	Name=MANNAN POLYMERASE I COMPLEX VAN1 SUBUNIT	PTHR43083:SF5
YML114C	42048	43554	Name=TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 8	PTHR46338
YML112W	45066	45951	Name=CTD KINASE SUBUNIT GAMMA	PTHR28291
YML111W	47035	49693	Name=BYPASS OF STOP CODON PROTEIN 5-RELATED	PTHR31904
YML110C	50036	50849	Name=2-METHOXY-6-POLYPRENYL-1,4-BENZOQUINOL METHYLASE, MITOCHONDRIAL	PTHR43591:SF24
YML109W	51706	54367	Name=PROTEIN ZDS1-RELATED	PTHR28089
YML106W	56785	57445	Name=OROTATE PHOSPHORIBOSYLTRANSFERASE 1-RELATED	PTHR46683
YML105C	58006	58441	Name=SIGNAL RECOGNITION PARTICLE 19 KDA PROTEIN	PTHR17453:SF0
YML104C	58950	62295	Name=SORTING NEXIN	PTHR22775
YML103C	62650	67432	Name=NUCLEOPORIN NUP188 HOMOLOG	PTHR31431
YML102W	68297	69599	Name=CHROMATIN ASSEMBLY FACTOR 1 SUBUNIT B	PTHR15271
