Gene	start	end	description	database_name
YPL283C	430	3823	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074
YPL282C	7935	8304	Name=SERIPAUPERIN	PTHR31002
YPL281C	9574	10867	Name=ENOLASE	PTHR11902
YPL280W	11905	12592	Name=GLUTAMINE AMIDOTRANSFERASE-LIKE CLASS 1 DOMAIN-CONTAINING PROTEIN 1	PTHR48094:SF11
YPL279C	13278	14331	Name=FLUORIDE EXPORT PROTEIN 1-RELATED	PTHR28259
YPL278C	15055	15349	Name=YALI0A21131P	PTHR35204
YPL277C	15488	16853	Name=YALI0A21131P	PTHR35204
YPL274W	22944	24699	Name=AMINO ACID PERMEASE	PTHR43341
YPL273W	25090	26059	Name=HOMOCYSTEINE S-METHYLTRANSFERASE 1-RELATED	PTHR11103:SF10
YPL272C	26613	28161	Name=ACR018CP	PTHR28037:SF2
YPL271W	30082	30250	Name=ATP SYNTHASE EPSILON CHAIN, MITOCHONDRIAL	PTHR12448
YPL270W	30485	32801	Name=ATP-DEPENDENT PERMEASE MDL1, MITOCHONDRIAL	PTHR43394
YPL269W	33016	34378	Name=KARYOGAMY PROTEIN KAR9	PTHR37271
YPL269W	34447	34930	Name=KARYOGAMY PROTEIN KAR9	PTHR37271
YPL268W	35689	37840	Name=PHOSPHOINOSITIDE PHOSPHOLIPASE C	PTHR10336:SF36
YPL266W	39157	40057	Name=DIMETHYLADENOSINE TRANSFERASE	PTHR11727
YPL265W	41184	42864	Name=AMINO ACID PERMEASE	PTHR43341
YPL264C	43372	44314	Name=ACYL-MALONYL CONDENSING ENZYME-RELATED	PTHR22911
YPL263C	44589	46503	Name=KELCH DOMAIN-CONTAINING PROTEIN	PTHR46063
YPL262W	47402	48797	Name=ASPARTATEAMMONIA/ARGININOSUCCINATE/ADENYLOSUCCINATE LYASE	PTHR11444
YPL260W	49327	50890	Name=UPF0662 PROTEIN YPL260W; Uncharacterised protein family UPF0662	PTHR28086
YPL259C	51249	52668	Name=ADAPTOR PROTEIN COMPLEX 1, MU SUBUNIT	PTHR10529:SF262
YPL258C	53506	55096	Name=HYDROXYMETHYLPYRIMIDINE/PHOSPHOMETHYLPYRIMIDINE KINASE THI20-RELATED	PTHR20858:SF17
YPL256C	65186	66611	Name=CYCLINS	PTHR10177
YPL254W	69629	70760	Name=TRANSCRIPTIONAL ADAPTER 1	PTHR21277
YPL252C	73380	73782	Name=FERREDOXIN/ADRENODOXIN	PTHR23426
YPL249C-A	75942	76230	Name=60S RIBOSOMAL PROTEIN L36	PTHR10114
YPL249C	76896	78375	Name=GTPASE ACTIVATING PROTEIN AND CENTROSOME-ASSOCIATED, ISOFORM B	PTHR22957:SF497
YPL248C	79956	82332	Name=REGULATORY PROTEIN GAL4	PTHR47424
YPL247C	82630	83842	Name=DDB1- AND CUL4-ASSOCIATED FACTOR 7	PTHR19919:SF0
YPL246C	84652	85246	Name=RHOMBOID PROTEIN 2	PTHR43066:SF1
YPL244C	87043	88015	Name=SOLUTE CARRIER FAMILY 35 MEMBER B	PTHR10778
YPL243W	88529	90305	Name=SIGNAL RECOGNITION PARTICLE 68 KDA PROTEIN	PTHR12860
YPL242C	90636	94887	Name=PATTERNED EXPRESSION SITE	PTHR14149:SF14
YPL241C	95487	96249	Name=TUBULIN FOLDING COFACTOR C; Tubulin-specific chaperone C	PTHR15139
YPL240C	96564	98616	Name=HEAT SHOCK PROTEIN 83	PTHR11528:SF34
YPL239W	99487	100078	Name=ANKYRIN REPEAT-CONTAINING PROTEIN YAR1	PTHR43828:SF10
YPL237W	100535	101345	Name=EUKARYOTIC TRANSLATION INITIATION FACTOR	PTHR23001
YPL236C	101616	102672	Name=SERINE/THREONINE-PROTEIN KINASE 16	PTHR45998
YPL235W	103256	104594	Name=RUVB-LIKE 2	PTHR11093:SF2
YPL234C	104951	105419	Name=V-TYPE PROTON ATPASE PROTEOLIPID SUBUNIT	PTHR10263
