Gene	start	end	description	database_name
YDL247W	6102	7653	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879
YDL245C	11800	13189	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879
YDL238C	29128	30193	Name=guan_deamin: guanine deaminase	TIGR02967
YDL236W	32368	33205	Name=PGP_euk: phosphoglycolate/pyridoxal phosphate phosphatase family	TIGR01452
YDL236W	32377	33127	Name=HAD-SF-IIA: HAD hydrolase, family IIA	TIGR01460
YDL219W	65245	65689	Name=TIGR00256: D-tyrosyl-tRNA(Tyr) deacylase	TIGR00256
YDL205C	92809	93727	Name=hemC: hydroxymethylbilane synthase	TIGR00212
YDL201W	99792	100401	Name=TIGR00091: tRNA (guanine-N(7)-)-methyltransferase	TIGR00091
YDL200C	100533	100770	Name=ogt: methylated-DNA--[protein]-cysteine S-methyltransferase	TIGR00589
YDL194W	111733	113236	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879
YDL192W	116369	116801	Name=small_GTP: small GTP-binding protein domain	TIGR00231
YDL191W	117688	117847	Name=L29: ribosomal protein uL29	TIGR00012
YDL182W	133512	134550	Name=LysS_fung_arch: homocitrate synthase	TIGR02146
YDL171C	149265	150720	Name=GOGAT_sm_gam: glutamate synthase, NADH/NADPH, small subunit	TIGR01317
YDL168W	159640	160747	Name=adh_III_F_hyde: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	TIGR02818
YDL164C	165010	166636	Name=dnl1: DNA ligase I, ATP-dependent (dnl1)	TIGR00574
YDL143W	200029	201580	Name=chap_CCT_delta: T-complex protein 1, delta subunit	TIGR02342
YDL138W	213492	215016	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879
YDL137W	216577	217009	Name=small_GTP: small GTP-binding protein domain	TIGR00231
YDL136W	217624	217783	Name=L29: ribosomal protein uL29	TIGR00012
YDL131W	227510	228548	Name=LysS_fung_arch: homocitrate synthase	TIGR02146
YDL128W	232745	233840	Name=caca2: calcium/proton exchanger	TIGR00846
YDL128W	232781	233840	Name=cax: calcium/proton exchanger	TIGR00378
YDL126C	236309	238526	Name=CDC48: AAA family ATPase, CDC48 subfamily	TIGR01243
YDL120W	246139	246424	Name=mito_frataxin: frataxin	TIGR03422
YDL120W	246139	246436	Name=FeS_CyaY: iron donor protein CyaY	TIGR03421
YDL104C	273775	274768	Name=gcp_kae1: metallohydrolase, glycoprotease/Kae1 family	TIGR00329
YDL102W	278615	279782	Name=pol2: DNA polymerase (pol2)	TIGR00592
YDL100C	282171	283110	Name=GET3_arsA_TRC40: transport-energizing ATPase, TRC40/GET3/ArsA family	TIGR00345
YDL078C	315374	316379	Name=MDH_euk_gproteo: malate dehydrogenase, NAD-dependent	TIGR01772
YDL066W	334889	336110	Name=nadp_idh_euk: isocitrate dehydrogenase, NADP-dependent	TIGR00127
YDL052C	363010	363403	Name=AGP_acyltrn: 1-acylglycerol-3-phosphate O-acyltransferases	TIGR00530
YDL036C	387602	388538	Name=rluA_subfam: pseudouridine synthase, RluA family	TIGR00005
YDL033C	392691	393828	Name=trmU: tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	TIGR00420
YDL022W	411933	412971	Name=glycerol3P_DH: glycerol-3-phosphate dehydrogenase (NAD(+))	TIGR03376
YDL021W	414283	414871	Name=pgm_1: phosphoglycerate mutase 1 family	TIGR01258
YDL010W	432714	432963	Name=GRX_euk: glutaredoxin	TIGR02180
YDL007W	438296	439319	Name=26Sp45: 26S proteasome subunit P45 family	TIGR01242
YDR009W	463506	464982	Name=gal_kin: galactokinase	TIGR00131
YDR011W	466228	470359	Name=3a01205: pleiotropic drug resistance family protein	TIGR00956
YDR019C	484183	485317	Name=gcvT: glycine cleavage system T protein	TIGR00528
YDR023W	489511	490813	Name=serS: serine--tRNA ligase	TIGR00414
YDR025W	491677	491941	Name=uS17_arch: ribosomal protein uS17	TIGR03630
