Gene	start	end	description	database_name
YFL066C	1439	1961	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YOL165C	1712	2075	Name=NADP-dependent oxidoreductase domain superfamily	G3DSA:3.20.20.100
YPL283C	2062	2764	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YFL066C	2075	2612	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YNL339C	2153	2855	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YML133C	2197	2899	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YLL067C	2321	3023	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YEL077C	2363	2921	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YBL112C	2707	2896	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YHL050C	2777	3308	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YJL225C	3058	3613	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YIL177C	3075	3630	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YBL111C	3344	3941	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YKL222C	5290	5557	Name=Zn(2)-C6 fungal-type DNA-binding domain superfamily	G3DSA:4.10.240.10
YOL164W	6217	7291	Name=-	G3DSA:3.60.15.30
YKL221W	6224	6803	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YDL247W	6261	7671	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YCL073C	6607	7300	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YKL221W	6836	7397	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YOL164W	7294	7714	Name=Alkyl sulfatase, dimerisation domain	G3DSA:1.25.40.880
YAL067C	7318	7906	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YCL073C	7549	8164	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YOL164W	7720	8101	Name=SCP2 sterol-binding domain superfamily	G3DSA:3.30.1050.10
YLL066C	7856	8558	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YAL067C	8029	8629	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YHL047C	8596	9172	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YGL259W	8635	8950	Name=Acid Proteases	G3DSA:2.40.70.10
YDL246C	8739	9711	Name=-	G3DSA:3.90.180.10
YDL246C	8856	9282	Name=-	G3DSA:3.40.50.720
YKL220C	9102	9645	Name=Ferredoxin-NADP reductase (FNR), nucleotide-binding domain	G3DSA:3.40.50.80
YGL258W-A	9168	9390	Name=Acid Proteases	G3DSA:2.40.70.10
YHL047C	9421	10015	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YPL281C	9559	10486	Name=Enolase-like, C-terminal domain superfamily	G3DSA:3.20.20.120
YOL163W	9600	9954	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YFL061W	9644	10127	Name=Hypothetical protein af1432	G3DSA:1.10.3210.10
YKL220C	9648	9918	Name=Translation factors	G3DSA:2.40.30.10
YCL069W	9709	10282	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YML131W	10285	11272	Name=-	G3DSA:3.90.180.10
YFL060C	10306	10966	Name=Class I glutamine amidotransferase-like	G3DSA:3.40.50.880
YCL069W	10324	11032	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YPL281C	10489	10867	Name=Enolase-like, N-terminal	G3DSA:3.30.390.10
YML131W	10621	11176	Name=-	G3DSA:3.40.50.720
YFL059W	11366	12236	Name=Aldolase class I	G3DSA:3.20.20.70
YNL335W	11551	12034	Name=Hypothetical protein af1432	G3DSA:1.10.3210.10
YJL222W	11586	12207	Name=WD40/YVTN repeat-like-containing domain superfamily	G3DSA:2.130.10.10
YIL173W	11603	12224	Name=WD40/YVTN repeat-like-containing domain superfamily	G3DSA:2.130.10.10
YDL245C	11779	13192	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20
YPL280W	11890	12598	Name=Class I glutamine amidotransferase-like	G3DSA:3.40.50.880
YBL106C	11905	12571	Name=WD40/YVTN repeat-like-containing domain superfamily	G3DSA:2.130.10.10
YNL334C	12213	12873	Name=Class I glutamine amidotransferase-like	G3DSA:3.40.50.880
YJL222W	12357	13140	Name=-	G3DSA:2.120.10.10
YIL173W	12374	13157	Name=-	G3DSA:2.120.10.10
YCL067C	12451	12709	Name=-	G3DSA:1.10.10.60
YFL058W	12959	13832	Name=-	G3DSA:3.40.190.10
YBL106C	12961	13831	Name=WD40/YVTN repeat-like-containing domain superfamily	G3DSA:2.130.10.10
YFL058W	13190	13523	Name=-	G3DSA:3.40.190.10
YJL222W	13194	13344	Name=-	G3DSA:2.10.70.80
YIL173W	13211	13361	Name=-	G3DSA:2.10.70.80
YNL333W	13270	14140	Name=Aldolase class I	G3DSA:3.20.20.70
YJL222W	13350	13557	Name=-	G3DSA:3.30.60.270
YIL173W	13367	13574	Name=-	G3DSA:3.30.60.270
YAL064C-A	13368	13740	Name=-	G3DSA:2.60.120.1560
Q0065	13821	14592	Name=Cytochrome C Oxidase; Cytochrome c oxidase-like, subunit I  superfamily	G3DSA:1.20.210.10
Q0070	13821	14844	Name=Cytochrome C Oxidase; Cytochrome c oxidase-like, subunit I  superfamily	G3DSA:1.20.210.10
Q0045	13821	15420	Name=Cytochrome C Oxidase; Cytochrome c oxidase-like, subunit I  superfamily	G3DSA:1.20.210.10
Q0060	13824	14067	Name=Cytochrome C Oxidase; Cytochrome c oxidase-like, subunit I  superfamily	G3DSA:1.20.210.10
Q0055	13824	14253	Name=Cytochrome C Oxidase; Cytochrome c oxidase-like, subunit I  superfamily	G3DSA:1.20.210.10
Q0050	13824	14316	Name=Cytochrome C Oxidase; Cytochrome c oxidase-like, subunit I  superfamily	G3DSA:1.20.210.10
Q0060	14148	14520	Name=Homing endonucleases	G3DSA:3.10.28.10
YBL105C	14276	15233	Name=Phosphorylase Kinase; domain 1	G3DSA:3.30.200.20
YBL105C	14354	14966	Name=Transferase(Phosphotransferase) domain 1	G3DSA:1.10.510.10
Q0060	14523	15018	Name=Homing endonucleases	G3DSA:3.10.28.10
YLL063C	14650	15406	Name=Chloramphenicol acetyltransferase-like domain superfamily	G3DSA:3.30.559.10
YJL222W	14733	15075	Name=WD40/YVTN repeat-like-containing domain superfamily	G3DSA:2.130.10.10
Q0065	14739	15087	Name=Homing endonucleases	G3DSA:3.10.28.10
YIL173W	14750	15092	Name=WD40/YVTN repeat-like-containing domain superfamily	G3DSA:2.130.10.10
YLL063C	14782	16000	Name=Chloramphenicol acetyltransferase-like domain superfamily	G3DSA:3.30.559.10
YNL332W	14862	15735	Name=-	G3DSA:3.40.190.10
Q0070	15015	15384	Name=Homing endonucleases	G3DSA:3.10.28.10
YNL332W	15093	15426	Name=-	G3DSA:3.40.190.10
Q0065	15096	15486	Name=Homing endonucleases	G3DSA:3.10.28.10
YGL256W	15171	15714	Name=-	G3DSA:3.40.50.1970
YJL222W	15318	15564	Name=-	G3DSA:3.30.60.270
YIL173W	15335	15581	Name=-	G3DSA:3.30.60.270
Q0070	15387	15684	Name=Homing endonucleases	G3DSA:3.10.28.10
YGL256W	15720	16302	Name=-	G3DSA:1.20.1090.10
YCL064C	15920	16826	Name=Tryptophan synthase beta subunit-like PLP-dependent enzyme	G3DSA:3.40.50.1100
YBL105C	16097	16271	Name=-	G3DSA:3.30.60.20
YNL331C	16165	17191	Name=NADP-dependent oxidoreductase domain superfamily	G3DSA:3.20.20.100
YDL244W	16234	17107	Name=-	G3DSA:3.40.190.10
YBL105C	16304	16505	Name=-	G3DSA:3.30.60.20
YEL071W	16409	16715	Name=FAD-binding, type PCMH, subdomain 1	G3DSA:3.30.43.10
YCL064C	16451	16766	Name=Tryptophan synthase beta subunit-like PLP-dependent enzyme	G3DSA:3.40.50.1100
YDL244W	16465	16798	Name=-	G3DSA:3.40.190.10
YLL062C	16656	17589	Name=Homocysteine-binding domain superfamily	G3DSA:3.20.20.330
YEL071W	16721	17075	Name=FAD-binding, type PCMH, subdomain 2	G3DSA:3.30.465.10
YBL105C	16721	17081	Name=C2 domain	G3DSA:2.60.40.150
YJL221C	16769	16997	Name=Glycosyl hydrolase, all-beta	G3DSA:2.60.40.1180
YIL172C	16786	17014	Name=Glycosyl hydrolase, all-beta	G3DSA:2.60.40.1180
YJL221C	17000	17972	Name=Glycosidases	G3DSA:3.20.20.80
YIL172C	17017	17989	Name=Glycosidases	G3DSA:3.20.20.80
YEL071W	17087	17447	Name=-	G3DSA:3.30.70.2190
YFL055W	17148	18540	Name=Amino acid/polyamine transporter I	G3DSA:1.20.1740.10
YKL218C	17412	18294	Name=Tryptophan synthase beta subunit-like PLP-dependent enzyme	G3DSA:3.40.50.1100
YEL071W	17456	17720	Name=-	G3DSA:3.30.70.2740
YDL243C	17618	18563	Name=NADP-dependent oxidoreductase domain superfamily	G3DSA:3.20.20.100
YEL071W	17723	17843	Name=Vanillyl-alcohol oxidase, C-terminal subdomain 2	G3DSA:1.10.45.10
YKL218C	17895	18183	Name=Tryptophan synthase beta subunit-like PLP-dependent enzyme	G3DSA:3.40.50.1100
YJL221C	17975	18179	Name=Oligo-1,6-glucosidase, domain 2	G3DSA:3.90.400.10
YIL172C	17992	18196	Name=Oligo-1,6-glucosidase, domain 2	G3DSA:3.90.400.10
YNL330C	18114	19272	Name=Histone deacetylase domain	G3DSA:3.40.800.20
YLL061W	18160	19564	Name=Amino acid/polyamine transporter I	G3DSA:1.20.1740.10
YJL221C	18182	18530	Name=Glycosidases	G3DSA:3.20.20.80
