Gene	start	end	description	database_name	transposons	transposons_normalized
YNL339C	2498	2738	Name=helicmild6	SM00490	221	0.921
YNL339C	2918	3557	Name=ultradead3	SM00487	3056	4.782
YNL335W	11596	11974	Name=hd_13	SM00471	397	1.05
YNL329C	19924	20341	Name=AAA_5	SM00382	120	0.288
YNL328C	22848	23022	Name=dnaj_3	SM00271	239	1.374
YNL317W	40886	40982	Name=WD40_4	SM00320	5	0.052
YNL317W	40991	41108	Name=WD40_4	SM00320	3	0.026
YNL317W	41114	41234	Name=WD40_4	SM00320	0	0
YNL317W	41243	41360	Name=WD40_4	SM00320	1	0.009
YNL317W	41369	41489	Name=WD40_4	SM00320	1	0.008
YNL317W	41501	41618	Name=WD40_4	SM00320	3	0.026
YNL317W	41633	41753	Name=WD40_4	SM00320	3	0.025
YNL313C	45547	45646	Name=tpr_5	SM00028	0	0
YNL313C	45910	46009	Name=tpr_5	SM00028	2	0.02
YNL313C	46012	46111	Name=tpr_5	SM00028	0	0
YNL311C	51388	51508	Name=fbox_2	SM00256	82	0.683
YNL307C	56592	57468	Name=serkin_6	SM00220	3883	4.433
YNL304W	60576	61314	Name=rho_sub_3	SM00174	1104	1.496
YNL304W	60891	61347	Name=rab_sub_5	SM00175	916	2.009
YNL304W	60897	61347	Name=ras_sub_4	SM00173	916	2.036
YNL302C	62517	62928	Name=Ribosomal_S19e_2	SM01413	10	0.024
YNL298W	69101	69458	Name=PH_update	SM00233	9	0.025
YNL298W	69467	69572	Name=PBD_5	SM00285	0	0
YNL298W	70553	71390	Name=serkin_6	SM00220	14	0.017
YNL293W	81300	82077	Name=tbc_4	SM00164	370	0.476
YNL290W	86353	86734	Name=AAA_5	SM00382	13	0.034
YNL289W	88077	88332	Name=cyclin_7	SM00385	49	0.192
YNL286W	95361	95601	Name=rrm1_1	SM00360	136	0.567
YNL286W	95775	96006	Name=rrm1_1	SM00360	79	0.342
YNL283C	106341	106620	Name=SLG_2	SM00321	54	0.194
YNL281W	108506	108914	Name=Aha1_N_2	SM01000	311	0.762
YNL278W	113499	113889	Name=PH_update	SM00233	284	0.728
YNL271C	129911	131339	Name=it6_source	SM00498	127	0.089
YNL271C	133256	133871	Name=Drf_FH3_2	SM01139	85	0.138
YNL271C	134006	134864	Name=Drf_GBD_2	SM01140	1	0.001
YNL267W	143254	144067	Name=pi3k_hr1_6	SM00146	6	0.007
YNL264C	145733	146186	Name=sec14_4	SM00516	444	0.98
YNL264C	146267	146342	Name=CRAL_TRIO_N_2	SM01100	81	1.08
YNL262W	149058	150867	Name=polmehr3	SM00486	41	0.023
YNL262W	152793	153972	Name=DUF1744_2	SM01159	43	0.036
YNL257C	163045	163390	Name=PH_update	SM00233	108	0.313
YNL256W	164695	165031	Name=FolB_2	SM00905	6	0.018
YNL256W	165070	165394	Name=FolB_2	SM00905	1	0.003
