Gene	start	end	description	database_name	transposons	transposons_normalized
YBL112C	2725	2893	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	91	0.542
YBL111C	3050	3875	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	1585	1.921
YBL106C	11914	13144	Name=WD40 repeat-like	SSF50978	684	0.556
YBL106C	13045	13825	Name=WD40 repeat-like	SSF50978	419	0.537
YBL105C	14282	15233	Name=Protein kinase-like (PK-like)	SSF56112	17	0.018
YBL105C	16091	16277	Name=Cysteine-rich domain	SSF57889	4	0.022
YBL105C	16307	16478	Name=Cysteine-rich domain	SSF57889	2	0.012
YBL105C	16550	17081	Name=C2 domain (Calcium/lipid-binding domain, CaLB)	SSF49562	4	0.008
YBL105C	17138	17357	Name=HR1 repeat	SSF46585	2	0.009
YBL104C	20111	21164	Name=WD40 repeat-like	SSF50978	554	0.526
YBL103C	22441	22678	Name=HLH, helix-loop-helix DNA-binding domain	SSF47459	13	0.055
YBL099W	37194	37446	Name=N-terminal domain of alpha and beta subunits of F1 ATP synthase	SSF50615	17	0.067
YBL099W	37452	38298	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	97	0.115
YBL099W	38307	38688	Name=C-terminal domain of alpha and beta subunits of F1 ATP synthase	SSF47917	4	0.01
YBL098W	39157	40333	Name=FAD/NAD(P)-binding domain	SSF51905	908	0.772
YBL095W	43304	43922	Name=Thioesterase/thiol ester dehydrase-isomerase	SSF54637	727	1.176
YBL092W	45990	46359	Name=Ribosomal protein L32e	SSF52042	2	0.005
YBL091C-A	46784	47174	Name=PapD-like	SSF49354	256	0.656
YBL091C	47368	48463	Name=Creatinase/aminopeptidase	SSF55920	1011	0.923
YBL091C	47458	47668	Name=Winged helix DNA-binding domain	SSF46785	989	4.71
YBL088C	51252	52296	Name=Protein kinase-like (PK-like)	SSF56112	808	0.774
YBL087C	60328	60718	Name=Ribosomal protein L14	SSF50193	494	1.267
YBL085W	63921	64101	Name=SH3-domain	SSF50044	35	0.194
YBL085W	64545	64755	Name=SAM/Pointed domain	SSF47769	3	0.014
YBL085W	66198	66561	Name=PH domain-like	SSF50729	1327	3.656
YBL084C	67216	67834	Name=TPR-like	SSF48452	27	0.044
YBL084C	67702	68143	Name=HCP-like	SSF81901	14	0.032
YBL080C	73357	73717	Name=GatB/YqeY motif	SSF89095	49	0.136
YBL080C	73723	74620	Name=Glutamine synthetase/guanido kinase	SSF55931	96	0.107
YBL078C	80383	80728	Name=Ubiquitin-like	SSF54236	5	0.014
YBL076C	81519	82290	Name=Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	SSF47323	11	0.014
YBL076C	82311	84240	Name=Nucleotidylyl transferase	SSF52374	39	0.02
YBL076C	83067	83667	Name=ValRS/IleRS/LeuRS editing domain	SSF50677	29	0.048
YBL075C	84600	84843	Name=Heat shock protein 70kD (HSP70), C-terminal subdomain	SSF100934	1598	6.576
YBL075C	84825	85293	Name=Heat shock protein 70kD (HSP70), peptide-binding domain	SSF100920	670	1.432
YBL075C	85308	85878	Name=Actin-like ATPase domain	SSF53067	349	0.612
YBL075C	85893	86445	Name=Actin-like ATPase domain	SSF53067	345	0.625
YBL071W-A	89984	90212	Name=CSL zinc finger	SSF144217	25	0.11
YBL069W	90894	91311	Name=GroES-like	SSF50129	502	1.204
YBL069W	91245	92007	Name=NAD(P)-binding Rossmann-fold domains	SSF51735	339	0.445
YBL068W	92657	93356	Name=PRTase-like	SSF53271	469	0.671
YBL067C	93878	95471	Name=Cysteine proteinases	SSF54001	358	0.225
