Gene	start	end	description	database_name	transposons	transposons_normalized
YLL067C	2645	3674	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	1767	1.717
YLL066C	8180	9209	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	1832	1.78
YLL062C	16644	17571	Name=Homocysteine S-methyltransferase	SSF82282	1265	1.365
YLL060C	21158	21542	Name=GST C-terminal domain-like	SSF47616	777	2.023
YLL060C	21512	21782	Name=Thioredoxin-like	SSF52833	1236	4.578
YLL058W	24190	25264	Name=PLP-dependent transferases	SSF53383	507	0.472
YLL057C	25812	26655	Name=Clavaminate synthase-like	SSF51197	1376	1.632
YLL056C	27429	28302	Name=NAD(P)-binding Rossmann-fold domains	SSF51735	672	0.77
YLL055W	30235	31534	Name=MFS general substrate transporter	SSF103473	637	0.49
YLL054C	35054	35189	Name=Zn2/Cys6 DNA-binding domain	SSF57701	26	0.193
YLL053C	35538	35955	Name=Aquaporin-like	SSF81338	436	1.046
YLL052C	36034	36235	Name=Aquaporin-like	SSF81338	111	0.552
YLL051C	37392	37869	Name=Ferredoxin reductase-like, C-terminal NADP-linked domain	SSF52343	320	0.671
YLL050C	39994	40408	Name=Actin depolymerizing proteins	SSF55753	3	0.007
YLL048C	41360	42146	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	405	0.515
YLL048C	42179	43214	Name=ABC transporter transmembrane region	SSF90123	438	0.423
YLL048C	43490	44207	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	535	0.746
YLL048C	44249	45248	Name=ABC transporter transmembrane region	SSF90123	175	0.175
YLL046C	46764	47364	Name=RNA-binding domain, RBD	SSF54928	319	0.532
YLL045C	47969	48368	Name=L30e-like	SSF55315	268	0.672
YLL043W	50694	51537	Name=Aquaporin-like	SSF81338	161	0.191
YLL041C	53142	53517	Name=alpha-helical ferredoxin	SSF46548	136	0.363
YLL041C	53523	53835	Name=2Fe-2S ferredoxin-like	SSF54292	120	0.385
YLL039C	64067	64295	Name=Ubiquitin-like	SSF54236	289	1.268
YLL039C	64295	64523	Name=Ubiquitin-like	SSF54236	95	0.417
YLL039C	64523	64754	Name=Ubiquitin-like	SSF54236	62	0.268
YLL039C	64751	64979	Name=Ubiquitin-like	SSF54236	30	0.132
YLL039C	64979	65204	Name=Ubiquitin-like	SSF54236	6	0.027
YLL038C	66041	66479	Name=ENTH/VHS domain	SSF48464	3223	7.358
YLL036C	66798	67641	Name=Quinoprotein alcohol dehydrogenase-like	SSF50998	3	0.004
YLL036C	68097	68253	Name=RING/U-box	SSF57850	3	0.019
YLL034C	70683	71562	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	25	0.028
YLL034C	71841	72546	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	7	0.01
YLL032C	75058	75295	Name=Eukaryotic type KH-domain (KH-domain type I)	SSF54791	20	0.084
YLL031C	79104	79962	Name=Alkaline phosphatase-like	SSF53649	16	0.019
YLL029W	81797	82217	Name=Creatinase/prolidase N-terminal domain	SSF53092	853	2.031
YLL029W	82832	83600	Name=Creatinase/aminopeptidase	SSF55920	1829	2.382
YLL028W	85197	86520	Name=MFS general substrate transporter	SSF103473	1856	1.403
YLL027W	87841	88120	Name=HesB-like domain	SSF89360	3	0.011
YLL026W	88641	89100	Name=Double Clp-N motif	SSF81923	157	0.342
YLL026W	89118	90204	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	1072	0.987
YLL026W	90291	91203	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	2231	2.446
YLL024C	95646	95880	Name=Heat shock protein 70kD (HSP70), C-terminal subdomain	SSF100934	313	1.338
YLL024C	95865	96333	Name=Heat shock protein 70kD (HSP70), peptide-binding domain	SSF100920	794	1.697
YLL024C	96348	96921	Name=Actin-like ATPase domain	SSF53067	592	1.033
YLL024C	96930	97482	Name=Actin-like ATPase domain	SSF53067	837	1.516
YLL019C	105736	106984	Name=Protein kinase-like (PK-like)	SSF56112	1083	0.868
YLL018C	109907	110921	Name=Class II aaRS and biotin synthetases	SSF55681	33	0.033
YLL018C	110969	111359	Name=Nucleic acid-binding proteins	SSF50249	5	0.013
YLL015W	117248	118190	Name=ABC transporter transmembrane region	SSF90123	313	0.332
YLL015W	118382	119024	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	298	0.464
YLL015W	119372	120296	Name=ABC transporter transmembrane region	SSF90123	436	0.472
YLL015W	120314	121085	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	443	0.575
YLL013C	122122	123133	Name=ARM repeat	SSF48371	786	0.777
YLL012W	126038	127157	Name=alpha/beta-Hydrolases	SSF53474	1207	1.079
YLL011W	127562	128651	Name=WD40 repeat-like	SSF50978	35	0.032
YLL010C	129377	129881	Name=HAD-like	SSF56784	1439	2.855
YLL009C	131213	131405	Name=Cysteine alpha-hairpin motif	SSF47072	54	0.281
YLL008W	132638	133493	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	16	0.019
YLL001W	147902	148913	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	1806	1.786
YLR001C	151745	152132	Name=FAS1 domain	SSF82153	419	1.083
YLR001C	152156	152651	Name=FAS1 domain	SSF82153	644	1.301
YLR001C	152603	153038	Name=FAS1 domain	SSF82153	638	1.467
YLR001C	153488	153890	Name=FAS1 domain	SSF82153	430	1.07
YLR002C	154534	155875	Name=ARM repeat	SSF48371	26	0.019
YLR004C	158008	159316	Name=MFS general substrate transporter	SSF103473	2908	2.223
YLR005W	160409	160955	Name=vWA-like	SSF53300	10	0.018
YLR005W	161192	161414	Name=Cysteine-rich domain	SSF57889	25	0.113
YLR006C	161952	162387	Name=CheY-like	SSF52172	1692	3.89
YLR008C	165594	165777	Name=Chaperone J-domain	SSF46565	1	0.005
YLR009W	166552	166705	Name=Glucocorticoid receptor-like (DNA-binding domain)	SSF57716	3	0.02
YLR011W	169106	169637	Name=Flavoproteins	SSF52218	652	1.228
YLR013W	171531	171705	Name=Glucocorticoid receptor-like (DNA-binding domain)	SSF57716	87	0.5
YLR014C	174634	174766	Name=Leucine zipper domain	SSF57959	133	1.008
YLR014C	174775	174901	Name=Zn2/Cys6 DNA-binding domain	SSF57701	205	1.627
YLR015W	175758	176385	Name=Concanavalin A-like lectins/glucanases	SSF49899	13	0.021
YLR016C	176846	177182	Name=SMAD/FHA domain	SSF49879	536	1.595
YLR017W	177707	178493	Name=Purine and uridine phosphorylases	SSF53167	898	1.142
YLR019W	180930	181434	Name=HAD-like	SSF56784	1901	3.772
YLR020C	181809	182982	Name=alpha/beta-Hydrolases	SSF53474	1036	0.883
YLR022C	184440	184656	Name=Hypothetical protein AF0491, middle domain	SSF109728	4	0.019
YLR022C	184644	184896	Name=FYSH domain	SSF89895	20	0.079
YLR026C	195560	196322	Name=t-snare proteins	SSF47661	14	0.018
YLR027C	196855	198076	Name=PLP-dependent transferases	SSF53383	75	0.061
YLR028C	199542	200712	Name=Cytidine deaminase-like	SSF53927	1930	1.65
YLR028C	200727	201300	Name=Methylglyoxal synthase-like	SSF52335	494	0.862
YLR029C	202011	202587	Name=Ribosomal proteins S24e, L23 and L15e	SSF54189	39	0.068
YLR032W	206254	207298	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	170	0.163
YLR032W	207328	208498	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540	423	0.362
YLR032W	207688	207886	Name=RING/U-box	SSF57850	374	1.889
YLR035C	213382	213769	Name=Ribosomal protein S5 domain 2-like	SSF54211	106	0.274
YLR035C	213856	214396	Name=ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	SSF55874	120	0.222
YLR038C	224932	225148	Name=Cytochrome c oxidase subunit h	SSF47694	82	0.38
YLR043C	231716	232007	Name=Thioredoxin-like	SSF52833	104	0.357
YLR044C	232422	232995	Name=Thiamin diphosphate-binding fold (THDP-binding)	SSF52518	571	0.997
YLR044C	233064	233529	Name=DHS-like NAD/FAD-binding domain	SSF52467	461	0.991
YLR044C	233532	234069	Name=Thiamin diphosphate-binding fold (THDP-binding)	SSF52518	284	0.529
YLR045C	236068	237631	Name=ARM repeat	SSF48371	282	0.18
YLR048W	242268	242802	Name=Ribosomal protein S2	SSF52313	31	0.058
YLR055C	251331	252552	Name=WD40 repeat-like	SSF50978	115	0.094
YLR057W	255777	257847	Name=Seven-hairpin glycosidases	SSF48225	1485	0.717
YLR058C	258000	259365	Name=PLP-dependent transferases	SSF53383	41	0.03
YLR059C	259842	260385	Name=Ribonuclease H-like	SSF53098	3398	6.258
YLR060W	260994	261195	Name=Putative DNA-binding domain	SSF46955	7	0.035
YLR060W	261864	262086	Name=Putative DNA-binding domain	SSF46955	3	0.014
