Gene	start	end	description	database_name
YCL067C	12436	12634	Name=HOX_1	SM00389
YCL059C	22803	23013	Name=kh_6	SM00322
YCL052C	34175	34721	Name=pig_x_1	SM00780
YCL039W	53584	53713	Name=WD40_4	SM00320
YCL039W	53725	53842	Name=WD40_4	SM00320
YCL039W	53980	54106	Name=WD40_4	SM00320
YCL039W	54583	54706	Name=WD40_4	SM00320
YCL039W	54715	54868	Name=WD40_4	SM00320
YCL037C	57646	57901	Name=la	SM00715
YCL032W	64146	64422	Name=RA_5	SM00314
YCL029C	69699	69897	Name=CAP_GLY_2	SM01052
YCL027W	73120	73339	Name=SH3_2	SM00326
YCL024W	79225	80017	Name=serkin_6	SM00220
YCL018W	91342	92389	Name=Iso_dh_2	SM01329
YCL014W	97076	97610	Name=RhoGEF_3	SM00325
YCL011C	102092	102308	Name=rrm1_1	SM00360
YCL011C	102482	102698	Name=rrm1_1	SM00360
YCL011C	102776	102989	Name=rrm1_1	SM00360
YCL008C	106106	106745	Name=ubc_7	SM00212
YCL004W	109636	109714	Name=pld_4	SM00155
YCL004W	110362	110476	Name=pld_4	SM00155
YCR008W	129418	130240	Name=serkin_6	SM00220
YCR009C	130846	131527	Name=5bar	SM00721
YCR011C	135049	135628	Name=AAA_5	SM00382
YCR014C	139211	140378	Name=polxneu3	SM00483
YCR018C	148261	148417	Name=GATA_3	SM00401
YCR020C-A	154892	155084	Name=Sm3	SM00651
YCR021C	156252	157002	Name=Bac_rhodopsin_2	SM01021
YCR027C	167423	167957	Name=ras_sub_4	SM00173
YCR027C	167423	167945	Name=rab_sub_5	SM00175
YCR027C	167423	167942	Name=rho_sub_3	SM00174
YCR032W	184191	185037	Name=Beach_2	SM01026
YCR033W	188496	188643	Name=sant	SM00717
YCR033W	189153	189297	Name=sant	SM00717
YCR038C	197626	198325	Name=RasGEF_3	SM00147
YCR038C	198532	198880	Name=rasgefn_5	SM00229
YCR039C	199596	199794	Name=HOX_1	SM00389
YCR051W	214179	214269	Name=ANK_2a	SM00248
YCR051W	214281	214362	Name=ANK_2a	SM00248
YCR057C	221113	221224	Name=WD40_4	SM00320
YCR057C	221413	221530	Name=WD40_4	SM00320
YCR057C	221599	221704	Name=WD40_4	SM00320
YCR057C	221725	221842	Name=WD40_4	SM00320
YCR057C	221851	221974	Name=WD40_4	SM00320
YCR057C	221983	222100	Name=WD40_4	SM00320
YCR057C	222109	222226	Name=WD40_4	SM00320
YCR057C	222235	222355	Name=WD40_4	SM00320
YCR057C	222364	222481	Name=WD40_4	SM00320
YCR057C	222571	222688	Name=WD40_4	SM00320
YCR057C	222706	222823	Name=WD40_4	SM00320
YCR057C	222859	222970	Name=WD40_4	SM00320
YCR057C	222979	223093	Name=WD40_4	SM00320
YCR059C	223888	224200	Name=RWD2001b	SM00591
YCR060W	224411	224510	Name=tpr_5	SM00028
YCR060W	224513	224612	Name=tpr_5	SM00028
YCR065W	229631	229895	Name=forkneu4	SM00339
YCR066W	231584	231695	Name=ring_2	SM00184
YCR066W	232061	232133	Name=c2hc_5	SM00734
YCR066W	232334	232436	Name=sap_9	SM00513
YCR067C	235326	235446	Name=WD40_4	SM00320
YCR067C	235455	235560	Name=WD40_4	SM00320
YCR072C	240810	240927	Name=WD40_4	SM00320
YCR072C	240936	241053	Name=WD40_4	SM00320
YCR072C	241062	241179	Name=WD40_4	SM00320
YCR072C	241191	241425	Name=WD40_4	SM00320
YCR072C	241437	241551	Name=WD40_4	SM00320
YCR072C	241560	241698	Name=WD40_4	SM00320
YCR072C	241710	241827	Name=WD40_4	SM00320
YCR072C	241836	241956	Name=WD40_4	SM00320
YCR073C	242653	243481	Name=serkin_6	SM00220
YCR075C	248218	248311	Name=ctns	SM00679
YCR075C	248668	248761	Name=ctns	SM00679
YCR079W	252884	254072	Name=PP2C_4	SM00332
YCR081W	254707	254896	Name=Med12_2	SM01281
YCR084C	260334	260469	Name=WD40_4	SM00320
YCR084C	260478	260595	Name=WD40_4	SM00320
YCR084C	260640	260778	Name=WD40_4	SM00320
YCR084C	260787	260904	Name=WD40_4	SM00320
YCR084C	260913	261030	Name=WD40_4	SM00320
YCR084C	261039	261162	Name=WD40_4	SM00320
YCR084C	261339	261450	Name=WD40_4	SM00320
YCR088W	265098	265476	Name=adf_2	SM00102
YCR088W	266673	266844	Name=SH3_2	SM00326
YCR091W	275376	276210	Name=serkin_6	SM00220
YCR092C	276892	277468	Name=mutATP5	SM00534
YCR092C	277516	278515	Name=DNAend	SM00533
YCR096C	293229	293427	Name=HOX_1	SM00389
YCR097W	294045	294213	Name=HOX_1	SM00389
YCR102C	304372	305440	Name=PKS_ER_names_mod	SM00829
YCR105W	309118	310108	Name=PKS_ER_names_mod	SM00829
YCR106W	310985	311117	Name=gal4_2	SM00066
