Gene	start	end	description	database_name
YGL254W	22340	22412	Name=c2h2final6	SM00355
YGL254W	22430	22502	Name=c2h2final6	SM00355
YGL254W	22520	22586	Name=c2h2final6	SM00355
YGL254W	22769	22841	Name=c2h2final6	SM00355
YGL254W	23042	23123	Name=c2h2final6	SM00355
YGL251C	28822	29788	Name=Sec63_2	SM00973
YGL251C	30145	30403	Name=helicmild6	SM00490
YGL251C	30634	31231	Name=ultradead3	SM00487
YGL247W	37074	37482	Name=Brr6_like_C_C_2	SM01042
YGL244W	42212	42539	Name=rtf1	SM00719
YGL243W	43373	44507	Name=adara_8	SM00552
YGL242C	44837	44942	Name=ANK_2a	SM00248
YGL242C	44963	45050	Name=ANK_2a	SM00248
YGL241W	45508	45745	Name=IBN_N_2	SM00913
YGL240W	48856	49324	Name=APC10_2	SM01337
YGL238W	49621	49840	Name=IBN_N_2	SM00913
YGL237C	52877	53060	Name=cbf3	SM00521
YGL236C	53819	54032	Name=GIDA_assoc_3_2	SM01228
YGL234W	56806	57406	Name=GARS_A_3	SM01209
YGL234W	57517	57802	Name=GARS_C_2	SM01210
YGL232W	62555	62852	Name=THUMP_a_2	SM00981
YGL227W	70868	71444	Name=SPRY_3	SM00449
YGL227W	71978	72149	Name=ctlh	SM00668
YGL227W	72155	72476	Name=toby_final6	SM00757
YGL216W	84909	86223	Name=kinesin_4	SM00129
YGL213C	90290	90404	Name=WD40_4	SM00320
YGL213C	90455	90581	Name=WD40_4	SM00320
YGL213C	90608	90719	Name=WD40_4	SM00320
YGL213C	91121	91241	Name=WD40_4	SM00320
YGL212W	91444	91795	Name=PX_2	SM00312
YGL212W	92167	92368	Name=tSNARE_6	SM00397
YGL210W	93825	94323	Name=ras_sub_4	SM00173
YGL210W	93834	94323	Name=rab_sub_5	SM00175
YGL210W	93840	94323	Name=rho_sub_3	SM00174
YGL210W	93849	94440	Name=ran_sub_2	SM00176
YGL209W	95909	95975	Name=c2h2final6	SM00355
YGL209W	95993	96065	Name=c2h2final6	SM00355
YGL208W	98232	98574	Name=AMPKBI_2	SM01010
YGL207W	98987	99476	Name=FACT_Spt16_Nlob_2	SM01285
YGL207W	100628	101090	Name=SPT16_2	SM01286
YGL207W	101471	101741	Name=Rtt106_2	SM01287
YGL206C	102740	103217	Name=CLH_2	SM00299
YGL206C	103226	103664	Name=CLH_2	SM00299
YGL206C	103679	104102	Name=CLH_2	SM00299
YGL206C	104114	104549	Name=CLH_2	SM00299
YGL206C	104570	104987	Name=CLH_2	SM00299
YGL206C	105002	105428	Name=CLH_2	SM00299
YGL206C	105449	105875	Name=CLH_2	SM00299
YGL201C	118399	120091	Name=mcm	SM00350
YGL200C	122711	123245	Name=EMP24_GP25L_2	SM01190
YGL196W	130804	131122	Name=D_ser_dehydrat_2	SM01119
YGL195W	135500	136169	Name=TOG_3	SM01349
YGL190C	146432	146546	Name=WD40_4	SM00320
YGL190C	146603	146714	Name=WD40_4	SM00320
YGL190C	146756	146873	Name=WD40_4	SM00320
YGL190C	147047	147167	Name=WD40_4	SM00320
YGL190C	147230	147344	Name=WD40_4	SM00320
YGL181W	157948	158329	Name=arf_gap_3	SM00105
YGL181W	158491	158605	Name=uba_6	SM00165
YGL180W	160137	161040	Name=serkin_6	SM00220
YGL179C	164059	164941	Name=serkin_6	SM00220
YGL178W	167982	168093	Name=pum_5	SM00025
YGL178W	168096	168201	Name=pum_5	SM00025
YGL178W	168204	168312	Name=pum_5	SM00025
YGL178W	168333	168438	Name=pum_5	SM00025
YGL178W	168447	168552	Name=pum_5	SM00025
YGL178W	168555	168666	Name=pum_5	SM00025
YGL178W	168669	168774	Name=pum_5	SM00025
YGL178W	168864	168969	Name=pum_5	SM00025
YGL171W	182813	183434	Name=ultradead3	SM00487
YGL171W	183548	183791	Name=helicmild6	SM00490
YGL167C	190129	190357	Name=Cation_ATPase_N_a_2	SM00831
YGL166W	191132	191249	Name=copper1	SM00412
YGL163C	194093	194345	Name=helicmild6	SM00490
YGL163C	194855	195602	Name=ultradead3	SM00487
YGL158W	207396	208275	Name=serkin_6	SM00220
YGL156W	212111	212351	Name=Alpha_mann_mid_2	SM00872
YGL150C	221337	221586	Name=helicmild6	SM00490
YGL150C	222870	223467	Name=ultradead3	SM00487
YGL143C	235289	235628	Name=PCRF_a_2	SM00937
YGL141W	240069	241083	Name=hect_3	SM00119
YGL139W	245806	246220	Name=TRP_N_2	SM01320
YGL137W	249875	249992	Name=WD40_4	SM00320
YGL137W	250001	250118	Name=WD40_4	SM00320
