Gene	start	end	description	database_name	transposons	transposons_normalized
YOL156W	25378	26839	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879	1717	1.175
YOL143C	54615	55050	Name=lumazine-synth: 6,7-dimethyl-8-ribityllumazine synthase	TIGR00114	10	0.023
YOL140W	58831	60016	Name=argD: transaminase, acetylornithine/succinylornithine family	TIGR00707	25	0.021
YOL126C	81804	82875	Name=MDH_euk_gproteo: malate dehydrogenase, NAD-dependent	TIGR01772	1030	0.962
YOL122C	89949	91194	Name=nramp: metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family	TIGR01197	1223	0.982
YOL103W	124205	125696	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879	984	0.66
YOL097C	136553	137522	Name=trpS: tryptophan--tRNA ligase	TIGR00233	62	0.064
YOL096C	138130	138925	Name=UbiG: 3-demethylubiquinone-9 3-O-methyltransferase	TIGR01983	111	0.14
YOL066C	203253	204189	Name=rluA_subfam: pseudouridine synthase, RluA family	TIGR00005	284	0.303
YOL064C	206105	207170	Name=bisphos_HAL2: 3'(2'),5'-bisphosphate nucleotidase	TIGR01330	156	0.146
YOL059W	217381	218419	Name=glycerol3P_DH: glycerol-3-phosphate dehydrogenase (NAD(+))	TIGR03376	1461	1.408
YOL058W	219226	220447	Name=argG: argininosuccinate synthase	TIGR00032	64	0.052
YOL056W	223592	224162	Name=pgm_1: phosphoglycerate mutase 1 family	TIGR01258	739	1.296
YOL055C	224425	225046	Name=salvage_TenA: thiaminase II	TIGR04306	717	1.155
YOL055C	225196	225997	Name=HMP-P_kinase: hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	TIGR00097	974	1.216
YOL052C	232448	233552	Name=SAM_DCase: S-adenosylmethionine decarboxylase proenzyme	TIGR00535	1597	1.447
YOL049W	238652	240089	Name=glut_syn_euk: glutathione synthetase	TIGR01986	614	0.427
YOL040C	253151	253538	Name=uS19_arch: ribosomal protein uS19	TIGR01025	14	0.036
YOL033W	263610	265071	Name=gltX_bact: glutamate--tRNA ligase	TIGR00464	134	0.092
YOL023W	278233	280075	Name=IF-2: translation initiation factor IF-2	TIGR00487	448	0.243
YOL023W	278494	278881	Name=small_GTP: small GTP-binding protein domain	TIGR00231	419	1.083
YOL020W	286409	287840	Name=2A0310: amino acid permease (yeast)	TIGR00913	1709	1.194
YOL010W	307968	309039	Name=18S_RNA_Rcl1p: 18S rRNA biogenesis protein RCL1	TIGR03400	254	0.237
YOR005C	335192	337091	Name=dnl1: DNA ligase I, ATP-dependent (dnl1)	TIGR00574	2010	1.058
YOR071C	459851	461189	Name=ncs1: NCS1 nucleoside transporter family	TIGR00800	685	0.512
