Gene	start	end	description	database_name	transposons	transposons_normalized
YPL283C	430	3823	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	6239	1.839
YPL282C	7935	8304	Name=SERIPAUPERIN	PTHR31002	209	0.566
YPL281C	9574	10867	Name=ENOLASE	PTHR11902	1149	0.889
YPL280W	11905	12592	Name=GLUTAMINE AMIDOTRANSFERASE-LIKE CLASS 1 DOMAIN-CONTAINING PROTEIN 1	PTHR48094:SF11	586	0.853
YPL279C	13278	14331	Name=FLUORIDE EXPORT PROTEIN 1-RELATED	PTHR28259	889	0.844
YPL278C	15055	15349	Name=YALI0A21131P	PTHR35204	84	0.286
YPL277C	15488	16853	Name=YALI0A21131P	PTHR35204	1308	0.958
YPL274W	22944	24699	Name=AMINO ACID PERMEASE	PTHR43341	1539	0.877
YPL273W	25090	26059	Name=HOMOCYSTEINE S-METHYLTRANSFERASE 1-RELATED	PTHR11103:SF10	244	0.252
YPL272C	26613	28161	Name=ACR018CP	PTHR28037:SF2	237	0.153
YPL271W	30082	30250	Name=ATP SYNTHASE EPSILON CHAIN, MITOCHONDRIAL	PTHR12448	9	0.054
YPL270W	30485	32801	Name=ATP-DEPENDENT PERMEASE MDL1, MITOCHONDRIAL	PTHR43394	1687	0.728
YPL269W	33016	34378	Name=KARYOGAMY PROTEIN KAR9	PTHR37271	682	0.501
YPL269W	34447	34930	Name=KARYOGAMY PROTEIN KAR9	PTHR37271	567	1.174
YPL268W	35689	37840	Name=PHOSPHOINOSITIDE PHOSPHOLIPASE C	PTHR10336:SF36	41	0.019
YPL266W	39157	40057	Name=DIMETHYLADENOSINE TRANSFERASE	PTHR11727	14	0.016
YPL265W	41184	42864	Name=AMINO ACID PERMEASE	PTHR43341	1384	0.824
YPL264C	43372	44314	Name=ACYL-MALONYL CONDENSING ENZYME-RELATED	PTHR22911	497	0.528
YPL263C	44589	46503	Name=KELCH DOMAIN-CONTAINING PROTEIN	PTHR46063	1757	0.918
YPL262W	47402	48797	Name=ASPARTATEAMMONIA/ARGININOSUCCINATE/ADENYLOSUCCINATE LYASE	PTHR11444	226	0.162
YPL260W	49327	50890	Name=UPF0662 PROTEIN YPL260W; Uncharacterised protein family UPF0662	PTHR28086	278	0.178
YPL259C	51249	52668	Name=ADAPTOR PROTEIN COMPLEX 1, MU SUBUNIT	PTHR10529:SF262	599	0.422
YPL258C	53506	55096	Name=HYDROXYMETHYLPYRIMIDINE/PHOSPHOMETHYLPYRIMIDINE KINASE THI20-RELATED	PTHR20858:SF17	2158	1.357
