Gene	start	end	description	database_name	transposons	transposons_normalized
YDL247W	6156	7773	Name=ALPHA-GLUCOSIDES PERMEASE MPH2-RELATED	PTHR48022:SF5	912	0.564
YDL246C	8727	9738	Name=SORBITOL DEHYDROGENASE	PTHR43161	1506	1.49
YDL245C	11698	13231	Name=GALACTOSE TRANSPORTER-RELATED	PTHR48022:SF75	1406	0.917
YDL244W	16207	17131	Name=4-AMINO-5-HYDROXYMETHYL-2-METHYLPYRIMIDINE PHOSPHATE SYNTHASE THI11-RELATED	PTHR31528	911	0.986
YDL243C	17579	18563	Name=ARYL-ALCOHOL DEHYDROGENASE AAD10-RELATED	PTHR43364:SF2	912	0.927
YDL240W	22892	25871	Name=RHO-GTPASE-ACTIVATING PROTEIN LRG1	PTHR24215	399	0.134
YDL238C	28990	30415	Name=GUANINE DEAMINASE	PTHR11271	800	0.561
YDL237W	30831	31824	Name=ALTERED INHERITANCE OF MITOCHONDRIA PROTEIN 6	PTHR31571	467	0.47
YDL236W	32350	33208	Name=4-NITROPHENYLPHOSPHATASE-RELATED	PTHR19288	392	0.457
YDL235C	33426	33903	Name=Histidine-containing phosphotransfer protein 1-5/Phosphorelay intermediate protein YPD1	PTHR28242	26	0.055
YDL234C	34416	34962	Name=RABGAP/TBC DOMAIN-CONTAINING PROTEIN	PTHR22957:SF502	262	0.48
YDL234C	35076	35946	Name=RABGAP/TBC DOMAIN-CONTAINING PROTEIN	PTHR22957:SF502	281	0.323
YDL233W	36890	38024	Name=CHIP, ISOFORM B	PTHR10378:SF19	417	0.368
YDL231C	38869	42130	Name=60S RIBOSOMAL PROTEIN L19	PTHR47804	941	0.289
YDL230W	42814	43681	Name=RECEPTOR-TYPE TYROSINE-PROTEIN PHOSPHATASE	PTHR19134	852	0.983
YDL229W	44092	45889	Name=HEAT SHOCK PROTEIN 70KDA	PTHR19375	664	0.37
YDL226C	51135	52155	Name=ADP-RIBOSYLATION FACTOR GTPASE ACTIVATING PROTEIN 3, ISOFORM H-RELATED	PTHR45686	352	0.345
YDL225W	52457	54029	Name=SEPTIN	PTHR18884	455	0.289
YDL224C	54405	55521	Name=PROTEIN COUCH POTATO	PTHR10501:SF41	819	0.734
YDL222C	60877	61798	Name=PROTEIN SUR7	PTHR36414	975	1.059
YDL220C	62339	65015	Name=PROTECTION OF TELOMERES 1	PTHR14513	1906	0.712
YDL219W	65245	65689	Name=D-AMINOACYL-TRNA DEACYLASE 1	PTHR10472:SF5	43	0.097
YDL218W	66496	67393	Name=MARVEL DOMAIN	PTHR37451	873	0.973
YDL217C	68021	68576	Name=MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM22	PTHR14110	16	0.029
YDL216C	69143	70154	Name=COP9 SIGNALOSOME COMPLEX SUBUNIT 5	PTHR10410:SF6	399	0.395
YDL215C	70732	72766	Name=GLUTAMATE DEHYDROGENASE	PTHR11606	730	0.359
YDL214C	74454	75909	Name=NITROGEN PERMEASE REACTIVATOR PROTEIN-RELATED	PTHR24343:SF113	491	0.337
