Gene	start	end	description	database_name	transposons	transposons_normalized
YLL067C	2321	3023	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	595	0.848
YLL066C	7856	8558	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	614	0.875
YLL063C	14650	15406	Name=Chloramphenicol acetyltransferase-like domain superfamily	G3DSA:3.30.559.10	548	0.725
YLL063C	14782	16000	Name=Chloramphenicol acetyltransferase-like domain superfamily	G3DSA:3.30.559.10	847	0.695
YLL062C	16656	17589	Name=Homocysteine-binding domain superfamily	G3DSA:3.20.20.330	1249	1.339
YLL061W	18160	19564	Name=Amino acid/polyamine transporter I	G3DSA:1.20.1740.10	1254	0.893
YLL060C	21182	21518	Name=-	G3DSA:1.20.1050.10	650	1.935
YLL060C	21521	21782	Name=Glutaredoxin	G3DSA:3.40.30.10	1236	4.736
YLL058W	24115	24832	Name=Pyridoxal phosphate-dependent transferase, major domain	G3DSA:3.40.640.10	358	0.499
YLL058W	24865	25291	Name=Aspartate Aminotransferase, domain 1	G3DSA:3.90.1150.10	256	0.601
YLL057C	25803	26685	Name=Taurine dioxygenase TauD-like superfamily	G3DSA:3.60.130.10	1398	1.585
YLL056C	27519	28302	Name=-	G3DSA:3.40.50.720	540	0.69
YLL055W	30256	30871	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20	257	0.418
YLL054C	34928	35162	Name=Zn(2)-C6 fungal-type DNA-binding domain superfamily	G3DSA:4.10.240.10	34	0.145
YLL053C	35523	35958	Name=Glycerol uptake facilitator protein.	G3DSA:1.20.1080.10	497	1.143
YLL052C	36025	36355	Name=Glycerol uptake facilitator protein.	G3DSA:1.20.1080.10	530	1.606
YLL051C	37350	37869	Name=Ferredoxin-NADP reductase (FNR), nucleotide-binding domain	G3DSA:3.40.50.80	402	0.775
YLL050C	39985	40411	Name=Severin	G3DSA:3.40.20.10	3	0.007
YLL048C	41354	42173	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	416	0.508
YLL048C	42176	43304	Name=ABC transporter type 1, transmembrane domain	G3DSA:1.20.1560.10	588	0.521
YLL048C	43475	44195	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	533	0.74
YLL048C	44213	45266	Name=ABC transporter type 1, transmembrane domain	G3DSA:1.20.1560.10	180	0.171
YLL046C	46740	47052	Name=Nucleotide-binding alpha-beta plait domain superfamily	G3DSA:3.30.70.330	295	0.946
YLL046C	47055	47379	Name=Nucleotide-binding alpha-beta plait domain superfamily	G3DSA:3.30.70.330	61	0.188
YLL045C	47918	48473	Name=50S ribosomal protein L30e-like	G3DSA:3.30.1330.30	341	0.614
YLL043W	50676	51558	Name=Glycerol uptake facilitator protein.	G3DSA:1.20.1080.10	161	0.183
YLL042C	52089	52587	Name=-	G3DSA:3.30.1460.50	369	0.741
YLL041C	53133	53520	Name=Alpha-helical ferredoxin	G3DSA:1.10.1060.10	136	0.351
YLL041C	53523	53862	Name=Beta-grasp domain superfamily	G3DSA:3.10.20.30	171	0.504
YLL039C	64064	64292	Name=-	G3DSA:3.10.20.90	301	1.32
YLL039C	64295	64520	Name=-	G3DSA:3.10.20.90	95	0.422
YLL039C	64523	64748	Name=-	G3DSA:3.10.20.90	54	0.24
YLL039C	64751	64976	Name=-	G3DSA:3.10.20.90	30	0.133
YLL039C	64979	65204	Name=-	G3DSA:3.10.20.90	6	0.027
YLL038C	66044	66482	Name=ENTH/VHS	G3DSA:1.25.40.90	3189	7.281
YLL036C	66840	67722	Name=WD40/YVTN repeat-like-containing domain superfamily	G3DSA:2.130.10.10	3	0.003
YLL036C	68082	68253	Name=Zinc/RING finger domain, C3HC4 (zinc finger)	G3DSA:3.30.40.10	3	0.018
YLL035W	69252	69939	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	3	0.004
YLL034C	70698	71565	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	1	0.001
YLL034C	70740	71043	Name=-	G3DSA:1.10.8.60	1	0.003
YLL034C	71595	72012	Name=-	G3DSA:1.10.8.60	6	0.014
