Gene	start	end	description	database_name	transposons	transposons_normalized
YNL339C	2153	2855	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	629	0.896
YNL335W	11551	12034	Name=Hypothetical protein af1432	G3DSA:1.10.3210.10	596	1.234
YNL334C	12213	12873	Name=Class I glutamine amidotransferase-like	G3DSA:3.40.50.880	1291	1.956
YNL333W	13270	14140	Name=Aldolase class I	G3DSA:3.20.20.70	1118	1.285
YNL332W	14862	15735	Name=-	G3DSA:3.40.190.10	1232	1.411
YNL332W	15093	15426	Name=-	G3DSA:3.40.190.10	715	2.147
YNL331C	16165	17191	Name=NADP-dependent oxidoreductase domain superfamily	G3DSA:3.20.20.100	478	0.466
YNL330C	18114	19272	Name=Histone deacetylase domain	G3DSA:3.40.800.20	16	0.014
YNL329C	19570	20455	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	356	0.402
YNL329C	19615	19927	Name=-	G3DSA:1.10.8.60	355	1.138
YNL329C	20473	20773	Name=-	G3DSA:1.10.8.60	40	0.133
YNL329C	20776	21283	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	128	0.252
YNL328C	22848	23058	Name=DnaJ domain	G3DSA:1.10.287.110	281	1.338
YNL321W	36367	37396	Name=NCX, central ion-binding domain superfamily	G3DSA:1.20.1420.30	906	0.88
YNL320W	37874	38510	Name=alpha/beta hydrolase	G3DSA:3.40.50.1820	201	0.316
YNL318C	38709	40167	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20	946	0.649
YNL317W	40832	41255	Name=WD40/YVTN repeat-like-containing domain superfamily	G3DSA:2.130.10.10	8	0.019
YNL317W	41258	41507	Name=WD40/YVTN repeat-like-containing domain superfamily	G3DSA:2.130.10.10	2	0.008
YNL317W	41525	41777	Name=WD40/YVTN repeat-like-containing domain superfamily	G3DSA:2.130.10.10	6	0.024
YNL316C	42091	42355	Name=-	G3DSA:3.30.70.260	209	0.792
YNL316C	42439	42733	Name=-	G3DSA:3.40.190.10	166	0.565
YNL316C	42736	43072	Name=-	G3DSA:3.40.190.10	126	0.375
YNL313C	45445	46498	Name=Tetratricopeptide repeat domain	G3DSA:1.25.40.10	21	0.02
YNL312W	48383	48818	Name=-	G3DSA:2.40.50.140	2	0.005
YNL312W	48896	49106	Name=Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	28	0.133
YNL311C	51253	51559	Name=-	G3DSA:1.20.1280.50	137	0.448
YNL307C	56454	57210	Name=Transferase(Phosphotransferase) domain 1	G3DSA:1.10.510.10	3698	4.892
YNL307C	57216	57513	Name=Phosphorylase Kinase; domain 1	G3DSA:3.30.200.20	922	3.104
YNL306W	58320	58806	Name=Ribosomal protein S11	G3DSA:3.30.420.80	74	0.152
YNL304W	60537	61365	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	1185	1.431
YNL302C	62514	62940	Name=Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	10	0.023
YNL301C	64004	64559	Name=-	G3DSA:3.100.10.10	180	0.324
YNL299W	67021	67879	Name=-	G3DSA:1.10.1410.10	355	0.414
YNL299W	67084	67411	Name=Beta Polymerase, domain 2	G3DSA:3.30.460.10	323	0.988
YNL298W	69086	69452	Name=PH-like domain superfamily	G3DSA:2.30.29.30	9	0.025
YNL298W	69461	69674	Name=CRIB domain	G3DSA:3.90.810.10	0	0
YNL298W	70334	70841	Name=Phosphorylase Kinase; domain 1	G3DSA:3.30.200.20	5	0.01
YNL298W	70844	71432	Name=Transferase(Phosphotransferase) domain 1	G3DSA:1.10.510.10	13	0.022
YNL293W	81357	81714	Name=putative rabgap domain of human tbc1 domain family member 14 like domains	G3DSA:1.10.8.270	103	0.289
YNL293W	81717	82293	Name=-	G3DSA:1.10.472.80	238	0.413
YNL292W	82809	83850	Name=Pseudouridine synthase	G3DSA:3.30.2350.10	939	0.902
YNL290W	86221	86725	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	22	0.044
YNL290W	86728	86932	Name=-	G3DSA:1.10.8.60	1	0.005
YNL290W	86935	87238	Name=-	G3DSA:1.20.272.10	2	0.007
YNL289W	87933	88566	Name=-	G3DSA:1.10.472.10	236	0.373
YNL288W	90609	91422	Name=Armadillo-like helical	G3DSA:1.25.10.10	1019	1.253
YNL287W	92048	92981	Name=Armadillo-like helical	G3DSA:1.25.10.10	17	0.018
YNL287W	93104	93671	Name=Armadillo-like helical	G3DSA:1.25.10.10	3	0.005
YNL287W	93974	94448	Name=Coatomer, gamma subunit, appendage domain	G3DSA:2.60.40.1480	0	0
YNL287W	94454	94790	Name=TBP domain superfamily	G3DSA:3.30.310.10	52	0.155
YNL286W	95235	95655	Name=Nucleotide-binding alpha-beta plait domain superfamily	G3DSA:3.30.70.330	209	0.498
YNL286W	95760	96075	Name=Nucleotide-binding alpha-beta plait domain superfamily	G3DSA:3.30.70.330	469	1.489
YNL284C	103466	103733	Name=-	G3DSA:3.100.10.10	11	0.041
YNL281W	108476	108926	Name=Activator of Hsp90 ATPase, Aha1	G3DSA:3.15.10.20	348	0.773
YNL280C	109100	109745	Name=-	G3DSA:1.20.120.1630	7	0.011
YNL278W	113481	113877	Name=PH-like domain superfamily	G3DSA:2.30.29.30	328	0.828
YNL277W	117418	118705	Name=alpha/beta hydrolase	G3DSA:3.40.50.1820	572	0.444
YNL275W	119475	119592	Name=Helical hairpin bin	G3DSA:1.10.287.570	164	1.402
YNL274C	121162	122140	Name=-	G3DSA:3.40.50.720	976	0.998
YNL274C	121252	121822	Name=-	G3DSA:3.40.50.720	835	1.465
YNL272C	128583	129042	Name=-	G3DSA:6.10.140.910	7	0.015
YNL271C	130043	131147	Name=Formin, FH2 domain	G3DSA:1.20.58.2220	63	0.057
YNL271C	131150	131333	Name=-	G3DSA:6.10.30.50	36	0.197
YNL271C	133211	133508	Name=Formin, FH3 diaphanous domain	G3DSA:1.10.238.150	35	0.118
YNL271C	133541	134381	Name=Armadillo-like helical	G3DSA:1.25.10.10	51	0.061
YNL270C	136068	137469	Name=Amino acid/polyamine transporter I	G3DSA:1.20.1740.10	2147	1.532
YNL268W	138862	140281	Name=Amino acid/polyamine transporter I	G3DSA:1.20.1740.10	556	0.392
YNL267W	140896	141250	Name=Phosphoinositide 3-kinase, accessory (PIK) domain superfamily	G3DSA:1.25.40.70	8	0.023
YNL267W	141253	141394	Name=-	G3DSA:6.10.140.1260	2	0.014
YNL267W	142939	143413	Name=-	G3DSA:3.30.1010.10	1	0.002
YNL267W	143491	144070	Name=Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	G3DSA:1.10.1070.11	6	0.01
YNL265C	144702	145278	Name=Vacuolar protein sorting-associated protein IST1-like	G3DSA:1.20.1260.60	454	0.788
YNL264C	145574	146570	Name=CRAL-TRIO lipid binding domain superfamily	G3DSA:3.40.525.10	778	0.781
YNL262W	148533	149037	Name=DNA Polymerase, chain B, domain 1	G3DSA:3.30.342.10	12	0.024
YNL262W	149070	149664	Name=Ribonuclease H superfamily	G3DSA:3.30.420.10	8	0.013
YNL262W	150078	151149	Name=Palm domain of DNA polymerase	G3DSA:3.90.1600.10	15	0.014
YNL262W	151161	151707	Name=DNA polymerase family B, thumb domain	G3DSA:1.10.132.60	4	0.007
YNL261W	155121	155763	Name=-	G3DSA:1.10.8.60	7	0.011
YNL261W	155124	155673	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	7	0.013
YNL259C	157646	157862	Name=-	G3DSA:3.30.70.100	19	0.088
YNL258C	158114	158696	Name=-	G3DSA:1.10.357.150	111	0.191
YNL258C	158699	158990	Name=-	G3DSA:1.20.58.1440	10	0.034
YNL258C	159356	160067	Name=Dsl1, N-terminal domain superfamily	G3DSA:1.20.58.2230	164	0.231
YNL258C	160070	160370	Name=-	G3DSA:1.10.287.3290	71	0.237
YNL257C	163030	163420	Name=PH-like domain superfamily	G3DSA:2.30.29.30	121	0.31
YNL257C	163516	164275	Name=Arfaptin homology (AH) domain/BAR domain	G3DSA:1.20.1270.60	187	0.246
YNL256W	164683	165028	Name=GTP cyclohydrolase I, C-terminal/NADPH-dependent 7-cyano-7-deazaguanine reductase	G3DSA:3.30.1130.10	6	0.017
YNL256W	165031	165397	Name=GTP cyclohydrolase I, C-terminal/NADPH-dependent 7-cyano-7-deazaguanine reductase	G3DSA:3.30.1130.10	1	0.003
YNL256W	165511	166129	Name=7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase HPPK superfamily	G3DSA:3.30.70.560	3	0.005
YNL256W	166132	167095	Name=Dihydropteroate synthase-like	G3DSA:3.20.20.20	24	0.025
YNL255C	167331	167388	Name=-	G3DSA:4.10.60.10	63	1.105
YNL255C	167391	167451	Name=-	G3DSA:4.10.60.10	28	0.467
YNL255C	167454	167526	Name=-	G3DSA:4.10.60.10	40	0.556
YNL255C	167529	167655	Name=-	G3DSA:4.10.60.10	218	1.73
