Gene	start	end	description	database_name
YFL066C	1439	1961	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YFL066C	2075	2612	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300
YFL061W	9644	10127	Name=Hypothetical protein af1432	G3DSA:1.10.3210.10
YFL060C	10306	10966	Name=Class I glutamine amidotransferase-like	G3DSA:3.40.50.880
YFL059W	11366	12236	Name=Aldolase class I	G3DSA:3.20.20.70
YFL058W	12959	13832	Name=-	G3DSA:3.40.190.10
YFL058W	13190	13523	Name=-	G3DSA:3.40.190.10
YFL055W	17148	18540	Name=Amino acid/polyamine transporter I	G3DSA:1.20.1740.10
YFL054C	21014	21761	Name=Glycerol uptake facilitator protein.	G3DSA:1.20.1080.10
YFL053W	23462	23990	Name=Dihydroxyacetone kinase; domain 1	G3DSA:3.40.50.10440
YFL053W	23993	24479	Name=Dihydroxyacetone kinase; domain 2	G3DSA:3.30.1180.20
YFL053W	24563	25190	Name=DhaL domain superfamily	G3DSA:1.25.40.340
YFL052W	28235	28409	Name=Zn(2)-C6 fungal-type DNA-binding domain superfamily	G3DSA:4.10.240.10
YFL051C	30078	30246	Name=-	G3DSA:2.60.120.1560
YFL051C	30249	30498	Name=-	G3DSA:2.60.120.1560
YFL050C	33451	33676	Name=Magnesium transport protein CorA, transmembrane region	G3DSA:1.20.58.340
YFL050C	33709	34210	Name=Magnesium transport protein CorA, transmembrane region	G3DSA:1.20.58.340
YFL050C	34213	34594	Name=-	G3DSA:3.30.460.20
YFL048C	39415	40078	Name=-	G3DSA:2.60.120.200
YFL047W	40424	41150	Name=Arfaptin homology (AH) domain/BAR domain	G3DSA:1.20.1270.60
YFL047W	41393	41822	Name=Arfaptin homology (AH) domain/BAR domain	G3DSA:1.20.1270.60
YFL047W	41825	42539	Name=Rho GTPase activation protein	G3DSA:1.10.555.10
YFL046W	42914	43202	Name=-	G3DSA:1.20.5.340
YFL045C	43648	44347	Name=HAD superfamily	G3DSA:3.40.50.1000
YFL045C	43810	44113	Name=Phosphomannomutase, cap domain	G3DSA:3.30.1240.20
