Gene	start	end	description	database_name	transposons	transposons_normalized
YAL068W-A	541	790	Name=Protein of unknown function (DUF468)	PF04318	6352	25.51
YKL225W	547	796	Name=Protein of unknown function (DUF468)	PF04318	6078	24.41
YOL166W-A	588	726	Name=Protein of unknown function (DUF468)	PF04318	4994	36.188
YCL076W	1425	1854	Name=Ty5 Gag N-terminal region	PF17241	4774	11.128
YFL066C	1613	1922	Name=Helicase conserved C-terminal domain	PF00271	3243	10.495
YOL165C	1727	2075	Name=Aldo/keto reductase family	PF00248	3734	10.73
YAL068C	1827	2103	Name=Seripauperin and TIP1 family	PF00660	2800	10.145
YKL224C	1830	2103	Name=Seripauperin and TIP1 family	PF00660	2789	10.216
YDL248W	2009	2303	Name=DUP family	PF00674	3526	11.993
YFL066C	2129	2597	Name=DEAD/DEAH box helicase	PF00270	6959	14.87
YPL283C	2416	2725	Name=Helicase conserved C-terminal domain	PF00271	4988	16.142
YEL077C	2423	2732	Name=Helicase conserved C-terminal domain	PF00271	5151	16.67
YNL339C	2507	2816	Name=Helicase conserved C-terminal domain	PF00271	5906	19.113
YML133C	2551	2860	Name=Helicase conserved C-terminal domain	PF00271	5899	19.091
YDL248W	2570	2861	Name=DUP family	PF00674	5353	18.395
YLL067C	2675	2984	Name=Helicase conserved C-terminal domain	PF00271	5612	18.162
YBL112C	2776	2893	Name=Helicase conserved C-terminal domain	PF00271	3724	31.829
YHL050C	2825	3293	Name=DEAD/DEAH box helicase	PF00270	7662	16.372
YPL283C	2932	3409	Name=DEAD/DEAH box helicase	PF00270	11112	23.296
YGL263W	3006	3282	Name=DUP family	PF00674	9774	35.413
YNL339C	3023	3500	Name=DEAD/DEAH box helicase	PF00270	14385	30.157
YML133C	3067	3544	Name=DEAD/DEAH box helicase	PF00270	16695	35.0
YJL225C	3118	3427	Name=Helicase conserved C-terminal domain	PF00271	16153	52.275
YIL177C	3135	3444	Name=Helicase conserved C-terminal domain	PF00271	15888	51.417
YBL111C	3392	3869	Name=DEAD/DEAH box helicase	PF00270	26322	55.182
YGL263W	3567	3852	Name=DUP family	PF00674	16387	57.498
YFL064C	3582	3816	Name=Sir1, ORC-binding domain	PF11603	15790	67.479
YKL222C	4237	5020	Name=Fungal specific transcription factor domain	PF04082	23612	30.156
YHL049C	4277	4511	Name=Sir1, ORC-binding domain	PF11603	22679	96.919
YML133C	4420	4654	Name=Sir1, ORC-binding domain	PF11603	18919	80.85
YBL111C	4745	4979	Name=Sir1, ORC-binding domain	PF11603	7572	32.359
YFL063W	5270	5519	Name=Protein of unknown function (DUF468)	PF04318	10353	41.578
YGL262W	5321	5678	Name=Family of unknown function (DUF5341)	PF17276	12983	36.367
YKL222C	5449	5554	Name=Fungal Zn(2)-Cys(6) binuclear cluster domain	PF00172	8001	76.2
YEL075C	5449	5683	Name=Sir1, ORC-binding domain	PF11603	8237	35.201
YPL283C	5551	5896	Name=Sir1, ORC-binding domain	PF11603	14414	41.78
YNL339C	5642	5987	Name=Sir1, ORC-binding domain	PF11603	15102	43.774
YJL225C	5866	6100	Name=Sir1, ORC-binding domain	PF11603	6400	27.35
YIL177C	5883	6117	Name=Sir1, ORC-binding domain	PF11603	6366	27.205
YKL221W	6239	7253	Name=Major Facilitator Superfamily	PF07690	37990	37.465
YDL247W	6291	7665	Name=Sugar (and other) transporter	PF00083	42491	30.925
YGL261C	6310	6586	Name=Seripauperin and TIP1 family	PF00660	41449	150.178
YEL074W	6366	6462	Name=Protein of unknown function (DUF468)	PF04318	37801	393.76
YOL164W	6508	7186	Name=Metallo-beta-lactamase superfamily	PF00753	29241	43.128
YHL048W	6605	6902	Name=DUP family	PF00674	25817	86.926
YFL062W	6630	6927	Name=DUP family	PF00674	23740	79.933
YCL073C	6856	8116	Name=Major Facilitator Superfamily	PF07690	21989	17.452
YNL337W	7168	7417	Name=Protein of unknown function (DUF468)	PF04318	16225	65.161
YHL048W	7169	7460	Name=DUP family	PF00674	16225	55.756
YFL062W	7194	7479	Name=DUP family	PF00674	15710	55.123
YOL164W	7297	7711	Name=Alkyl sulfatase dimerisation	PF14863	13953	33.703
YML132W	7451	7745	Name=DUP family	PF00674	11506	39.136
YAL067C	7507	8584	Name=Major Facilitator Superfamily	PF07690	17207	15.977
YBL108C-A	7625	7730	Name=Seripauperin and TIP1 family	PF00660	15064	143.467
YOL164W	7735	8098	Name=Alkyl sulfatase C-terminal	PF14864	13440	37.025
YPL282C	7956	8229	Name=Seripauperin and TIP1 family	PF00660	10167	37.242
YML132W	8012	8297	Name=DUP family	PF00674	9248	32.449
YLL066C	8210	8519	Name=Helicase conserved C-terminal domain	PF00271	6100	19.741
YNL336W	8537	8831	Name=DUP family	PF00674	4229	14.384
YGL259W	8671	8806	Name=Eukaryotic aspartyl protease	PF00026	2744	20.326
YHL047C	8713	9982	Name=Major Facilitator Superfamily	PF07690	22845	18.002
YLL066C	8726	9203	Name=DEAD/DEAH box helicase	PF00270	22523	47.218
YJL223C	8796	9072	Name=Seripauperin and TIP1 family	PF00660	21378	77.457
YDL246C	8811	9213	Name=Zinc-binding dehydrogenase	PF00107	21100	52.488
YIL176C	8813	9089	Name=Seripauperin and TIP1 family	PF00660	21039	76.228
YNL336W	9101	9389	Name=DUP family	PF00674	16987	58.983
YKL220C	9156	9615	Name=Ferric reductase NAD binding domain	PF08030	16153	35.192
YGL258W-A	9177	9363	Name=Eukaryotic aspartyl protease	PF00026	15900	85.484
YDL246C	9333	9663	Name=Alcohol dehydrogenase GroES-like domain	PF08240	11231	34.033
YPL281C	9574	10435	Name=Enolase, C-terminal TIM barrel domain	PF00113	14963	17.379
YKL220C	9630	9933	Name=FAD-binding domain	PF08022	14166	46.752
YFL061W	9701	10010	Name=HD domain	PF01966	12965	41.958
YCL069W	9715	10279	Name=Major Facilitator Superfamily	PF07690	12618	22.372
YBL107C	10011	10437	Name=Caffeine-induced death protein 2	PF09774	6748	15.84
YKL220C	10035	10383	Name=Ferric reductase like transmembrane component	PF01794	6503	18.687
YML131W	10285	10561	Name=N-terminal domain of oxidoreductase	PF16884	4515	16.359
YFL060C	10321	10948	Name=SNO glutamine amidotransferase family	PF01174	16431	26.206
YPL281C	10468	10861	Name=Enolase, N-terminal domain	PF03952	13917	35.412
YML131W	10729	11134	Name=Zinc-binding dehydrogenase	PF00107	12269	30.294
YGL258W	11131	11728	Name=Yeast-specific zinc responsive	PF10339	16194	27.126
YBL106C	11131	12337	Name=Lethal giant larvae(Lgl) like, C-terminal	PF08596	27301	22.638
YFL059W	11375	11996	Name=SOR/SNZ family	PF01680	21464	34.564
YOL161C	11569	11845	Name=Seripauperin and TIP1 family	PF00660	15182	55.007
YNL335W	11608	11917	Name=HD domain	PF01966	14019	45.369
YJL222W	11640	13074	Name=Sortilin, neurotensin receptor 3,	PF15902	26669	18.598
YIL173W	11657	13091	Name=Sortilin, neurotensin receptor 3,	PF15902	26308	18.346
YDL245C	11791	13171	Name=Sugar (and other) transporter	PF00083	24345	17.641
YLL065W	11825	12074	Name=Protein of unknown function (DUF468)	PF04318	23163	93.024
YML130C	11935	12976	Name=Endoplasmic Reticulum Oxidoreductin 1 (ERO1)	PF04137	21055	20.226
YHL046C	11943	12219	Name=Seripauperin and TIP1 family	PF00660	20913	75.772
YNL334C	12228	12855	Name=SNO glutamine amidotransferase family	PF01174	16151	25.759
YCL067C	12454	12613	Name=Homeodomain	PF00046	13424	84.428
YGL257C	12807	13635	Name=Mannosyltransferase putative	PF11051	15211	18.371
