Gene	start	end	description	database_name	transposons	transposons_normalized
YFL066C	1604	1844	Name=helicmild6	SM00490	2478	10.325
YPL283C	2407	2647	Name=helicmild6	SM00490	3759	15.662
YEL077C	2414	2654	Name=helicmild6	SM00490	3712	15.467
YNL339C	2498	2738	Name=helicmild6	SM00490	4369	18.204
YML133C	2542	2782	Name=helicmild6	SM00490	4936	20.567
YLL067C	2666	2906	Name=helicmild6	SM00490	4438	18.492
YPL283C	2827	3466	Name=ultradead3	SM00487	15471	24.211
YEL077C	2834	3473	Name=ultradead3	SM00487	15763	24.668
YNL339C	2918	3557	Name=ultradead3	SM00487	20178	31.577
YML133C	2962	3601	Name=ultradead3	SM00487	21230	33.224
YLL067C	3086	3725	Name=ultradead3	SM00487	25572	40.019
YJL225C	3109	3349	Name=helicmild6	SM00490	25379	105.746
YIL177C	3126	3366	Name=helicmild6	SM00490	25169	104.871
YBL111C	3287	3926	Name=ultradead3	SM00487	38831	60.768
YJL225C	3529	4168	Name=ultradead3	SM00487	36891	57.732
YIL177C	3546	4185	Name=ultradead3	SM00487	36114	56.516
YKL222C	4435	4666	Name=Fungal_trans_2	SM00906	9595	41.537
YKL222C	5431	5566	Name=gal4_2	SM00066	4636	34.341
YOL164W	6520	7186	Name=Lactamase_B_5a	SM00849	20210	30.345
YLL066C	8201	8441	Name=helicmild6	SM00490	4069	16.954
YLL066C	8621	9260	Name=ultradead3	SM00487	9938	15.552
YDL246C	8697	9711	Name=PKS_ER_names_mod	SM00829	17646	17.402
YPL281C	9568	10438	Name=Enolase_C_3	SM01192	15072	17.324
YFL061W	9689	10067	Name=hd_13	SM00471	13306	35.201
YPL281C	10468	10861	Name=Enolase_N_3	SM01193	11740	29.873
YNL335W	11596	11974	Name=hd_13	SM00471	8571	22.675
YJL222W	11610	13587	Name=vps10	SM00602	36620	18.523
YIL173W	11627	13604	Name=vps10	SM00602	36498	18.461
YBL106C	12001	12115	Name=WD40_4	SM00320	28445	249.518
YBL106C	12412	12529	Name=WD40_4	SM00320	22285	190.47
YCL067C	12436	12634	Name=HOX_1	SM00389	22071	111.47
YBL106C	13084	13186	Name=WD40_4	SM00320	9476	92.902
YBL106C	13423	13570	Name=WD40_4	SM00320	3161	21.503
YJL222W	13659	15552	Name=vps10	SM00602	33572	17.735
YBL106C	13666	13780	Name=WD40_4	SM00320	33463	293.535
YIL173W	13676	15569	Name=vps10	SM00602	33648	17.775
YBL105C	14258	14444	Name=pkinase_C_6	SM00133	25323	136.145
YBL105C	14447	15224	Name=serkin_6	SM00220	21734	27.972
Q0050	16101	16278	Name=HNH_5; HNH nuclease	SM00507	4548	25.695
YBL105C	16103	16250	Name=c1_12	SM00109	4461	30.347
Q0055	16164	16344	Name=HNH_5; HNH nuclease	SM00507	3088	17.156
YBL105C	16313	16457	Name=c1_12	SM00109	2540	17.639
YBL105C	16781	17066	Name=C2_3c	SM00239	8904	31.242
YBL105C	17144	17342	Name=hr1_7	SM00742	2504	12.646
YJL221C	17198	18470	Name=aamy	SM00642	21865	17.189
YIL172C	17215	18487	Name=aamy	SM00642	21732	17.085
YBL105C	17492	17681	Name=hr1_7	SM00742	18357	97.127
YNL329C	19924	20341	Name=AAA_5	SM00382	7738	18.556
YJL218W	21985	22150	Name=Mac_2	SM01266	4402	26.679
YGL254W	22340	22412	Name=c2h2final6	SM00355	1691	23.486
YGL254W	22430	22502	Name=c2h2final6	SM00355	2007	27.875
YBL103C	22486	22663	Name=finulus	SM00353	4124	23.299
YML124C	22501	22936	Name=Tubulin_C_4	SM00865	12204	28.055
YGL254W	22520	22586	Name=c2h2final6	SM00355	11789	178.621
YGL254W	22769	22841	Name=c2h2final6	SM00355	5266	73.139
YCL059C	22803	23013	Name=kh_6	SM00322	5186	24.695
YNL328C	22848	23022	Name=dnaj_3	SM00271	4586	26.356
YDL240W	22904	23090	Name=lim_4	SM00132	4438	23.86
YML124C	22942	23533	Name=Tubulin_4	SM00864	12152	20.562
YOL157C	22956	24228	Name=aamy	SM00642	25686	20.193
YGL254W	23042	23123	Name=c2h2final6	SM00355	23505	290.185
YDL240W	23114	23267	Name=lim_4	SM00132	22337	145.993
YDL240W	24077	24245	Name=lim_4	SM00132	2729	16.244
YFL053W	24653	25184	Name=Dak2_2	SM01120	10346	19.484
YJL216C	24763	26035	Name=aamy	SM00642	19812	15.575
YDL240W	25079	25631	Name=RhoGAP_3	SM00324	12611	22.846
YBL101C	25665	26544	Name=Arrestin_C_2	SM01017	17622	20.048
YAL063C	27224	27668	Name=pa14_novel	SM00758	9124	20.55
YHL035C	28109	28709	Name=AAA_5	SM00382	13343	22.238
YFL052W	28238	28367	Name=gal4_2	SM00066	10198	79.054
YGL251C	28822	29788	Name=Sec63_2	SM00973	23063	23.875
YHL035C	30095	30674	Name=AAA_5	SM00382	8198	14.159
YGL251C	30145	30403	Name=helicmild6	SM00490	7547	29.252
YGL251C	30634	31231	Name=ultradead3	SM00487	6806	11.4
YKL214C	31291	31498	Name=rrm1_1	SM00360	3993	19.29
YPL270W	31901	32468	Name=AAA_5	SM00382	16558	29.203
YAL062W	32128	32929	Name=ELFV_dehydrog_3	SM00839	26055	32.528
YKL213C	33243	33357	Name=WD40_4	SM00320	1736	15.228
YHL034C	33267	33516	Name=rrm1_1	SM00360	3458	13.888
YKL213C	33366	33480	Name=WD40_4	SM00320	1855	16.272
YKL213C	33489	33606	Name=WD40_4	SM00320	1806	15.436
YDL235C	33555	33858	Name=hpt_2	SM00073	4541	14.987
YKL213C	33609	33729	Name=WD40_4	SM00320	3655	30.458
YKL213C	33732	33843	Name=WD40_4	SM00320	1977	17.811
YHL034C	33732	33963	Name=rrm1_1	SM00360	3262	14.121
YKL213C	33987	34101	Name=WD40_4	SM00320	1390	12.193
YCL052C	34175	34721	Name=pig_x_1	SM00780	12903	23.632
YDL234C	34503	35331	Name=tbc_4	SM00164	15311	18.492
YLL054C	35045	35177	Name=gal4_2	SM00066	5463	41.386
YML117W	36205	36409	Name=rrm1_1	SM00360	3420	16.765
YPL268W	36376	36796	Name=plcx_3	SM00148	13018	30.995
YML117W	36478	36742	Name=rrm1_1	SM00360	11351	42.996
YPL268W	36994	37366	Name=plcy_3	SM00149	5335	14.341
YGL247W	37074	37482	Name=Brr6_like_C_C_2	SM01042	5286	12.956
YPL268W	37438	37783	Name=C2_3c	SM00239	5047	14.629
YIL162W	37481	38861	Name=glyco_32	SM00640	22399	16.231
YEL061C	38082	39435	Name=kinesin_4	SM00129	24059	17.782
YPL266W	39253	39760	Name=rADcneu6; Ribosomal RNA adenine methylase transferase, N-terminal	SM00650	6479	12.779
YLL050C	40003	40384	Name=adf_2	SM00102	4418	11.596
YJL208C	40313	40961	Name=endoplus	SM00477	12822	19.787
YJL208C	40313	40964	Name=Endonuclease_NS_2	SM00892	12848	19.736
YFL047W	40439	40721	Name=fch_2	SM00055	10238	36.305
YNL317W	40886	40982	Name=WD40_4	SM00320	938	9.771
YNL317W	40991	41108	Name=WD40_4	SM00320	1062	9.077
YFL047W	41075	41315	Name=DEP_3	SM00049	3477	14.488
YNL317W	41114	41234	Name=WD40_4	SM00320	3007	25.058
YNL317W	41243	41360	Name=WD40_4	SM00320	2267	19.376
YNL317W	41369	41489	Name=WD40_4	SM00320	1695	14.125
YLL048C	41426	42044	Name=AAA_5	SM00382	6750	10.922
YNL317W	41501	41618	Name=WD40_4	SM00320	6073	51.906
YNL317W	41633	41753	Name=WD40_4	SM00320	4390	36.583
YKL210W	41845	42223	Name=UBA_e1_C_a_2	SM00985	6837	18.087
YFL047W	41879	42557	Name=RhoGAP_3	SM00324	11455	16.895
YIL159W	42104	42680	Name=Drf_GBD_2	SM01140	9817	17.043
YGL244W	42212	42539	Name=rtf1	SM00719	7448	22.777
YKL209C	42506	43058	Name=AAA_5	SM00382	9956	18.036
YDL230W	42766	43690	Name=PTPc_3	SM00194	16018	17.335
YDL230W	43330	43681	Name=ptp_7	SM00404	5628	16.034
YGL243W	43373	44507	Name=adara_8	SM00552	15526	13.691
YLL048C	43535	44102	Name=AAA_5	SM00382	13206	23.291
YIL159W	44429	45821	Name=it6_source	SM00498	24779	17.801
YKL209C	44537	45143	Name=AAA_5	SM00382	22964	37.894
YGL242C	44837	44942	Name=ANK_2a	SM00248	18352	174.781
YGL242C	44963	45050	Name=ANK_2a	SM00248	16095	185.0
YGL241W	45508	45745	Name=IBN_N_2	SM00913	4899	20.671
YNL313C	45547	45646	Name=tpr_5	SM00028	4481	45.263
YNL313C	45910	46009	Name=tpr_5	SM00028	1284	12.97
YAL053W	46007	46433	Name=TRP_N_2	SM01320	5340	12.535
YNL313C	46012	46111	Name=tpr_5	SM00028	5292	53.455
YBL092W	46020	46341	Name=Ribosomal_L32e_2	SM01393	5077	15.816
YHL029C	46576	47827	Name=tbc_4	SM00164	23718	18.959
YLL046C	46782	47040	Name=rrm1_1	SM00360	19010	73.682
YFL042C	46949	47150	Name=gram2001c	SM00568	16112	80.159
YLL046C	47133	47355	Name=rrm1_1	SM00360	11628	52.378
YEL056W	47492	47609	Name=WD40_4	SM00320	6727	57.496
YEL056W	47615	47735	Name=WD40_4	SM00320	5014	41.783
YDL227C	47650	48028	Name=hint_7	SM00306	7646	20.228
YEL056W	47756	47879	Name=WD40_4	SM00320	5457	44.366
YEL056W	47891	48008	Name=WD40_4	SM00320	2544	21.744
YEL056W	48020	48140	Name=WD40_4	SM00320	4696	39.133
YEL056W	48191	48311	Name=WD40_4	SM00320	2005	16.708
YKL207W	48197	48794	Name=DUF106_2	SM01415	10767	18.035
YAL051W	48744	48876	Name=gal4_2	SM00066	2672	20.242
YJL206C	48792	49011	Name=Fungal_trans_2	SM00906	3160	14.429
YHL028W	48838	49093	Name=SLG_2	SM00321	3119	12.231
YGL240W	48856	49324	Name=APC10_2	SM01337	6386	13.645
YGL238W	49621	49840	Name=IBN_N_2	SM00913	3313	15.128
YJL206C	49683	49812	Name=gal4_2	SM00066	2590	20.078
YOL145C	50385	50484	Name=tpr_5	SM00028	818	8.263
YOL145C	50496	50595	Name=tpr_5	SM00028	1300	13.131
YBL088C	51021	51117	Name=FATC_2	SM01343	1913	19.927
YBL088C	51117	51996	Name=pi3k_hr1_6	SM00146	13823	15.726
YOL145C	51186	51285	Name=tpr_5	SM00028	13180	133.131
YOL145C	51303	51402	Name=tpr_5	SM00028	11621	117.384
YNL311C	51388	51508	Name=fbox_2	SM00256	10618	88.483
YHL027W	51549	51624	Name=c2h2final6	SM00355	8244	109.92
YHL027W	51657	51729	Name=c2h2final6	SM00355	5510	76.528
YOL145C	51675	51774	Name=tpr_5	SM00028	5115	51.667
YHL027W	51747	51813	Name=c2h2final6	SM00355	4249	64.379
YDL226C	51792	52140	Name=arf_gap_3	SM00105	4908	14.103
YOL145C	52035	52134	Name=tpr_5	SM00028	1515	15.303
YOL145C	52140	52239	Name=tpr_5	SM00028	1404	14.182
YOL145C	52521	52620	Name=tpr_5	SM00028	1660	16.768
YEL054C	52786	53179	Name=rl11c	SM00649	6981	17.763
YGL237C	52877	53060	Name=cbf3	SM00521	5185	28.333
YJL203W	53368	53515	Name=surpneu2	SM00648	2262	15.388
YFL039C	53571	54681	Name=actin_3	SM00268	23542	21.209
YCL039W	53584	53713	Name=WD40_4	SM00320	23427	181.605
YJL203W	53620	53773	Name=surpneu2	SM00648	23081	150.856
YCL039W	53725	53842	Name=WD40_4	SM00320	20885	178.504
YGL236C	53819	54032	Name=GIDA_assoc_3_2	SM01228	19595	91.995
YCL039W	53980	54106	Name=WD40_4	SM00320	17389	138.008
YML109W	54196	54352	Name=Zds_C_2	SM01327	13778	88.321
YAL048C	54231	54765	Name=rho_sub_3	SM00174	16444	30.794
YAL048C	54231	54771	Name=rab_sub_5	SM00175	16540	30.63
YAL048C	54231	54780	Name=ras_sub_4	SM00173	16676	30.375
YDL224C	54507	54744	Name=rrm1_1	SM00360	9356	39.477
YCL039W	54583	54706	Name=WD40_4	SM00320	6597	53.634
YCL039W	54715	54868	Name=WD40_4	SM00320	4053	26.49
YJL201W	54949	55459	Name=RhoGAP_3	SM00324	12048	23.624
YFL038C	55368	55944	Name=ran_sub_2	SM00176	16516	28.674
YFL038C	55470	55953	Name=rho_sub_3	SM00174	11510	23.83
YFL038C	55470	55959	Name=rab_sub_5	SM00175	11557	23.634
YFL038C	55470	55968	Name=ras_sub_4	SM00173	11717	23.528
YKL203C	55937	56033	Name=FATC_2	SM01343	2434	25.354
YKL203C	56090	56987	Name=pi3k_hr1_6	SM00146	19310	21.527
YFL037W	56477	57068	Name=Tubulin_4	SM00864	9894	16.741
YNL307C	56592	57468	Name=serkin_6	SM00220	16398	18.719
YGL234W	56806	57406	Name=GARS_A_3	SM01209	12279	20.465
YHL024W	56931	57153	Name=rrm1_1	SM00360	10017	45.122
YFL037W	57074	57485	Name=Tubulin_C_4	SM00865	8023	19.521
YKL203C	57197	57494	Name=Rapamycin_bind_3	SM01345	6282	21.152
YIL151C	57433	57853	Name=PIN_9	SM00670	7557	17.993
YGL234W	57517	57802	Name=GARS_C_2	SM01210	6177	21.674
YCL037C	57646	57901	Name=la	SM00715	3158	12.384
YHL024W	57690	57897	Name=rrm1_1	SM00360	2561	12.372
YOL141W	57811	57952	Name=kelc_smart	SM00612	1096	7.773
YBL088C	58908	59379	Name=TAN_2	SM01342	6507	13.815
YML104C	59619	59976	Name=PX_2	SM00312	4259	11.93
YEL050C	59756	60146	Name=Ribosomal_L2_C_2	SM01382	4753	12.187
YFL036W	60024	60975	Name=RPOL_N_2	SM01311	13202	13.882
YEL050C	60227	60455	Name=Ribosomal_L2_2	SM01383	9528	41.789
YBL087C	60328	60691	Name=Ribosomal_L14_2	SM01374	7660	21.102
YKL203C	60374	60851	Name=DUF3385_3	SM01346	7224	15.145
YNL304W	60576	61314	Name=rho_sub_3	SM00174	14480	19.621
YNL304W	60891	61347	Name=rab_sub_5	SM00175	10648	23.351
YNL304W	60897	61347	Name=ras_sub_4	SM00173	10560	23.467
YML104C	61494	62067	Name=PXA_3	SM00313	6880	12.007
YNL302C	62517	62928	Name=Ribosomal_S19e_2	SM01413	8736	21.255
YGL232W	62555	62852	Name=THUMP_a_2	SM00981	8585	28.906
YDL220C	63023	63488	Name=Telo_bind_a_2	SM00976	8741	18.798
YFL034C-B	63180	63693	Name=Mob1_phocein_2	SM01388	11136	21.708
YAL041W	63251	63560	Name=ch_5	SM00033	10539	34.107
YAL041W	63686	64199	Name=RhoGEF_3	SM00325	7436	14.495
YBL085W	63924	64104	Name=SH3_2	SM00326	3559	19.772
YLL039C	64079	64292	Name=ubq_7	SM00213	3000	14.085
YCL032W	64146	64422	Name=RA_5	SM00314	3372	12.217
YJL197W	64153	64411	Name=dusp	SM00695	3305	12.81
YOL138C	64159	64276	Name=WD40_4	SM00320	3225	27.564
YAL041W	64277	64850	Name=PH_update	SM00233	5101	8.902
YLL039C	64307	64520	Name=ubq_7	SM00213	4834	22.695
YOL138C	64489	64609	Name=WD40_4	SM00320	2813	23.442
YLL039C	64535	64748	Name=ubq_7	SM00213	2575	12.089
YBL085W	64551	64752	Name=SAM_4	SM00454	2337	11.627
YLL039C	64763	64976	Name=ubq_7	SM00213	1199	5.629
YLL039C	64991	65204	Name=ubq_7	SM00213	3139	14.737
YAL041W	65123	65402	Name=PB1_new	SM00666	4729	16.95
YPL256C	66050	66377	Name=cyclin_7	SM00385	8803	26.92
YLL038C	66080	66479	Name=enth_2	SM00273	9810	24.586
YBL085W	66207	66567	Name=PH_update	SM00233	6973	19.369
YAL040C	66923	67181	Name=cyclin_7	SM00385	4452	17.256
YBL084C	67216	67315	Name=tpr_5	SM00028	2086	21.071
YBL084C	67318	67417	Name=tpr_5	SM00028	1134	11.455
YBL084C	67420	67519	Name=tpr_5	SM00028	543	5.485
YBL084C	67522	67621	Name=tpr_5	SM00028	2629	26.556
YBL084C	67624	67723	Name=tpr_5	SM00028	3488	35.232
YBL084C	67726	67825	Name=tpr_5	SM00028	1476	14.909
YBL084C	67930	68029	Name=tpr_5	SM00028	857	8.657
YLL036C	68064	68253	Name=Ubox_2	SM00504	4237	22.418
YML102W	68300	68423	Name=WD40_4	SM00320	3588	29.171
YML102W	68474	68591	Name=WD40_4	SM00320	4388	37.504
YML102W	68681	68813	Name=WD40_4	SM00320	3135	23.75
YIL148W	68711	68924	Name=ubq_7	SM00213	6092	28.601
YKL198C	68711	69632	Name=serkin_6	SM00220	28740	31.205
YML102W	68822	68939	Name=WD40_4	SM00320	26288	224.684
YBL084C	68884	68983	Name=tpr_5	SM00028	23932	241.737
YIL148W	68939	69092	Name=Ribosomal_L40e_3	SM01377	22112	144.523
YNL298W	69101	69458	Name=PH_update	SM00233	15765	44.16
YFL033C	69189	69522	Name=REC_2	SM00448	12867	38.64
YML102W	69377	69497	Name=WD40_4	SM00320	7242	60.35
YNL298W	69467	69572	Name=PBD_5	SM00285	5428	51.695
YJL194W	69638	70181	Name=AAA_5	SM00382	19783	36.433
YDL216C	69668	70109	Name=pad1_6	SM00232	18136	41.125
YCL029C	69699	69897	Name=CAP_GLY_2	SM01052	16309	82.369
YML101C	69743	69866	Name=cue_7	SM00546	15028	122.179
YIL147C	69835	70189	Name=REC_2	SM00448	13670	38.616
YEL044W	70099	70186	Name=YL1_C_2	SM00993	4682	53.816
YFL033C	70464	70662	Name=pkinase_C_6	SM00133	3863	19.51
YNL298W	70553	71390	Name=serkin_6	SM00220	16473	19.681
YFL033C	70665	72045	Name=serkin_6	SM00220	27695	20.069
YIL147C	70669	71413	Name=HKATPase_4	SM00387	27617	37.12
YGL227W	70868	71444	Name=SPRY_3	SM00449	24083	41.811
YDL215C	70960	71773	Name=ELFV_dehydrog_3	SM00839	22408	27.562
YLL034C	71040	71448	Name=AAA_5	SM00382	20826	51.044
YKL197C	71267	71675	Name=AAA_5	SM00382	15568	38.157
YIL147C	71560	71755	Name=HisKA_10	SM00388	7007	35.933
YGL227W	71978	72149	Name=ctlh	SM00668	1322	7.731
YKL197C	71987	72506	Name=AAA_5	SM00382	4302	8.289
YLL034C	72009	72432	Name=AAA_5	SM00382	4193	9.913
YGL227W	72155	72476	Name=toby_final6	SM00757	3005	9.361
YBL080C	73084	73576	Name=gatb_yqey_2	SM00845	10609	21.563
YCL027W	73120	73339	Name=SH3_2	SM00326	9944	45.406
YDL214C	74586	75462	Name=serkin_6	SM00220	23058	26.322
YLL032C	75064	75304	Name=kh_6	SM00322	10269	42.788
YKL196C	75150	75405	Name=Longin_2	SM01270	7564	29.663
YHL015W	75481	75763	Name=Ribosomal_S10_2	SM01403	5512	19.546
Q0255	75746	75902	Name=intein_16; Intron encoded nuclease repeat	SM00497	1897	12.16
YML099C	76863	76995	Name=gal4_2	SM00066	1643	12.447
YJL187C	76880	77930	Name=serkin_6	SM00220	15521	14.782
YPL249C	77394	78009	Name=tbc_4	SM00164	8990	14.618
YFL029C	78072	79131	Name=serkin_6	SM00220	15177	14.331
YML097C	78340	78466	Name=cue_7	SM00546	10180	80.794
YDL212W	78438	79026	Name=shr3_chaperone2	SM00786	8397	14.281
YOL128C	78492	79356	Name=serkin_6	SM00220	10224	11.833
YML097C	78727	79075	Name=vps9_2	SM00167	7646	21.971
YKL193C	78937	78997	Name=LRR_sd22_2	SM00365	5838	97.3
YKL193C	79000	79078	Name=LRR_sd22_2	SM00365	4836	62.0
YKL193C	79081	79144	Name=LRR_sd22_2	SM00365	3192	50.667
YKL193C	79144	79210	Name=LRR_typ_2	SM00369	2504	37.939
YKL193C	79147	79210	Name=LRR_sd22_2	SM00365	2503	39.73
YKL193C	79213	79276	Name=LRR_sd22_2	SM00365	1663	26.397
YCL024W	79225	80017	Name=serkin_6	SM00220	17938	22.649
YKL193C	79279	79342	Name=LRR_sd22_2	SM00365	17045	270.556
YKL193C	79345	79414	Name=LRR_typ_2	SM00369	16455	238.478
YKL193C	79351	79414	Name=LRR_sd22_2	SM00365	16439	260.937
YKL193C	79417	79480	Name=LRR_sd22_2	SM00365	15492	245.905
YKL193C	79480	79546	Name=LRR_typ_2	SM00369	14555	220.53
YKL193C	79483	79546	Name=LRR_sd22_2	SM00365	14528	230.603
YFL028C	79517	80114	Name=AAA_5	SM00382	15314	25.652
YKL193C	79549	79615	Name=LRR_sd22_2	SM00365	12214	185.061
YKL193C	79615	79687	Name=LRR_typ_2	SM00369	10473	145.458
YKL193C	79624	79687	Name=LRR_sd22_2	SM00365	10354	164.349
YKL193C	79696	79759	Name=LRR_sd22_2	SM00365	8915	141.508
YIL143C	80959	81193	Name=helicmild6	SM00490	2339	9.996
YPL248C	81108	81321	Name=Fungal_trans_2	SM00906	3922	18.413
YHL011C	81247	81598	Name=Pribosyltran_N_2	SM01400	6187	17.627
YNL293W	81300	82077	Name=tbc_4	SM00164	12954	16.672
YEL037C	81421	81532	Name=uba_6	SM00165	9921	89.378
YIL143C	81424	81967	Name=ultradead3	SM00487	9861	18.16
YEL037C	81721	81850	Name=CBM	SM00727	6860	53.178
YEL037C	82048	82159	Name=uba_6	SM00165	2245	20.225
YPL248C	82209	82341	Name=gal4_2	SM00066	1984	15.03
YEL037C	82384	82597	Name=ubq_7	SM00213	4393	20.624
YHL010C	82674	82821	Name=Zf_UBP_1	SM00290	3293	22.401
YHL010C	82884	83001	Name=ring_2	SM00184	2745	23.462
YPL247C	82927	83047	Name=WD40_4	SM00320	3011	25.092
YKL190W	83022	83106	Name=efh_1	SM00054	1279	15.226
