Gene	start	end	description	database_name	transposons	transposons_normalized
YFL066C	1439	1961	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	5775	11.063
YOL165C	1712	2075	Name=NADP-dependent oxidoreductase domain superfamily	G3DSA:3.20.20.100	3848	10.601
YPL283C	2062	2764	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	10445	14.879
YFL066C	2075	2612	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	10318	19.214
YNL339C	2153	2855	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	11161	15.899
YML133C	2197	2899	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	11254	16.031
YLL067C	2321	3023	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	11611	16.54
YEL077C	2363	2921	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	11262	20.183
YBL112C	2707	2896	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	5856	30.984
YHL050C	2777	3308	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	9349	17.606
YJL225C	3058	3613	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	19955	35.955
YIL177C	3075	3630	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	20848	37.564
YBL111C	3344	3941	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	39593	66.32
YKL222C	5290	5557	Name=Zn(2)-C6 fungal-type DNA-binding domain superfamily	G3DSA:4.10.240.10	10752	40.27
YOL164W	6217	7291	Name=-	G3DSA:3.60.15.30	39652	36.92
YKL221W	6224	6803	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20	39172	67.655
YDL247W	6261	7671	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20	43923	31.151
YCL073C	6607	7300	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20	25685	37.063
YKL221W	6836	7397	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20	15804	28.171
YOL164W	7294	7714	Name=Alkyl sulfatase, dimerisation domain	G3DSA:1.25.40.880	7689	18.307
YAL067C	7318	7906	Name=MFS general substrate transporter like domains	G3DSA:1.20.1250.20	10175	17.304
