Gene	start	end	description	database_name	transposons	transposons_normalized
YFL066C	1472	1919	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194	4717	10.553
YAL068C	1863	1881	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	628	34.889
YKL224C	1866	1884	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	612	34.0
YPL283C	2275	2722	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194	6864	15.356
YEL077C	2282	2735	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194	7271	16.051
YNL339C	2366	2813	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194	7856	17.575
YML133C	2410	2857	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194	7646	17.105
YLL067C	2534	2981	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194	8116	18.157
YJL225C	2977	3430	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194	11253	24.841
YIL177C	2994	3447	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194	11876	26.216
YKL222C	4543	4609	Name=Leucine-rich repeat profile.	PS51450	5934	89.909
YKL222C	5458	5551	Name=Zn(2)-C6 fungal-type DNA-binding domain profile.	PS50048	3656	39.312
YKL222C	5464	5551	Name=Zn(2)-C6 fungal-type DNA-binding domain signature.	PS00463	3588	41.241
YDL247W	6285	7632	Name=Major facilitator superfamily (MFS) profile.	PS50850	42179	31.313
YGL261C	6346	6364	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	39267	2181.5
YDL247W	6609	6684	Name=Sugar transport proteins signature 2.	PS00217	25100	334.667
YBL108C-A	7661	7679	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	250	13.889
YPL282C	7992	8010	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	233	12.944
YLL066C	8069	8516	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194	7270	16.264
YHL047C	8467	9997	Name=Major facilitator superfamily (MFS) profile.	PS50850	26238	17.149
YGL259W	8671	8965	Name=Peptidase family A1 domain profile.	PS51767	23752	80.789
YJL223C	8832	8850	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	21008	1167.111
YIL176C	8849	8867	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	20853	1158.5
YGL258W-A	9165	9393	Name=Peptidase family A1 domain profile.	PS51767	16220	71.14
YDL246C	9513	9555	Name=Zinc-containing alcohol dehydrogenases signature.	PS00059	9060	215.714
YKL220C	9624	9981	Name=Ferredoxin reductase-type FAD binding domain profile.	PS51384	7385	20.686
YFL061W	9701	10031	Name=HD domain profile.	PS51831	6428	19.479
YCL069W	9709	11032	Name=Major facilitator superfamily (MFS) profile.	PS50850	29380	22.207
YPL281C	9802	9841	Name=Enolase signature.	PS00164	27612	708.0
YFL060C	10303	10948	Name=Glutamine amidotransferase type 1 domain profile.	PS51273	18862	29.243
YFL060C	10321	10957	Name=PdxT/SNO family profile.	PS51130	18769	29.511
YFL060C	10783	10813	Name=PdxT/SNO family family signature.	PS01236	6765	225.5
YFL059W	11381	12257	Name=PdxS/SNZ family profile.	PS51129	20220	23.082
YOL161C	11605	11623	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	12950	719.444
YNL335W	11608	11938	Name=HD domain profile.	PS51831	12895	39.076
YDL245C	11821	13171	Name=Major facilitator superfamily (MFS) profile.	PS50850	23183	17.173
YFL059W	11975	12029	Name=PdxS/SNZ family signature.	PS01235	20283	375.611
YHL046C	11979	11997	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	20221	1123.389
YDL245C	12190	12241	Name=Sugar transport proteins signature 1.	PS00216	17083	334.961
YNL334C	12210	12855	Name=Glutamine amidotransferase type 1 domain profile.	PS51273	16742	25.957
YNL334C	12228	12864	Name=PdxT/SNO family profile.	PS51130	16151	25.395
YBL106C	12385	12508	Name=Trp-Asp (WD) repeats profile.	PS50082	14088	114.537
YCL067C	12448	12637	Name='Homeobox' domain profile.	PS50071	13537	71.624
YNL334C	12690	12720	Name=PdxT/SNO family family signature.	PS01236	8386	279.533
YDL245C	12769	12844	Name=Sugar transport proteins signature 2.	PS00217	7272	96.96
YBL106C	13057	13144	Name=Trp-Asp (WD) repeats profile.	PS50082	1587	18.241
YLL064C	13139	13157	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	432	24.0
YNL333W	13285	14161	Name=PdxS/SNZ family profile.	PS51129	14764	16.854
YAL064C-A	13413	13740	Name=PA14 domain profile.	PS51820	11884	36.343
YCL066W	13546	13714	Name=Alpha box DNA-binding domain profile.	PS51325	9252	55.071
Q0060	13821	14061	Name=Cytochrome oxidase subunit I  profile.; Cytochrome c oxidase-like, subunit I domain	PS50855	4844	20.183
Q0055	13821	14181	Name=Cytochrome oxidase subunit I  profile.; Cytochrome c oxidase-like, subunit I domain	PS50855	4986	13.85
Q0065	13821	14574	Name=Cytochrome oxidase subunit I  profile.; Cytochrome c oxidase-like, subunit I domain	PS50855	14552	19.325
Q0070	13821	14796	Name=Cytochrome oxidase subunit I  profile.; Cytochrome c oxidase-like, subunit I domain	PS50855	19590	20.092
Q0045	13821	15420	Name=Cytochrome oxidase subunit I  profile.; Cytochrome c oxidase-like, subunit I domain	PS50855	29762	18.613
YNL333W	13879	13933	Name=PdxS/SNZ family signature.	PS01235	28554	528.778
