Gene	start	end	description	database_name	transposons	transposons_normalized
YEL077C	266	3830	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	81244	22.796
YBL113C	282	1866	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	78703	49.686
YPL283C	430	3823	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	71986	21.216
YNL339C	521	3914	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	78080	23.012
YML133C	562	3859	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	76363	23.161
YLL067C	695	3992	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	81763	24.799
YJL225C	856	4525	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	89774	24.468
YIL177C	873	4542	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	90018	24.535
YHL050C	1220	2660	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	85712	59.522
YFL066C	1655	2606	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	81385	85.578
YOL165C	1688	2075	Name=ARYL-ALCOHOL DEHYDROGENASE AAD10-RELATED	PTHR43364:SF2	81137	209.656
YAL068C	1812	2166	Name=SERIPAUPERIN	PTHR31002	79683	225.093
YKL224C	1815	2178	Name=SERIPAUPERIN	PTHR31002	79607	219.303
YBL113C	1884	2604	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	78992	109.711
YHL050C	2651	3302	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	68789	105.667
YFL065C	3047	3191	Name=-	PTHR31583	61754	428.847
YFL065C	3239	3335	Name=-	PTHR31583	58817	612.677
YFL064C	3324	3843	Name=-	PTHR31583	57011	109.848
YKL222C	3529	5617	Name=TRANSCRIPTION FACTOR PDR8-RELATED	PTHR31405	85467	40.932
YHL049C	3740	3887	Name=-	PTHR31583	75041	510.483
YHL049C	3935	4538	Name=-	PTHR31583	57805	95.862
YBL111C	4214	4355	Name=-	PTHR31583	47937	339.979
YBL111C	4403	5006	Name=-	PTHR31583	43512	72.159
YEL076C	4466	5111	Name=-	PTHR31583	41804	64.812
YEL076C-A	4466	5111	Name=-	PTHR31583	41804	64.812
YEL075C	5398	5710	Name=-	PTHR31583	12671	40.612
YDL247W	6156	7773	Name=ALPHA-GLUCOSIDES PERMEASE MPH2-RELATED	PTHR48022:SF5	50777	31.402
YKL221W	6200	7502	Name=MONOCARBOXYLATE TRANSPORTER	PTHR11360	49451	37.981
YLL066C	6221	9527	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	76861	23.249
YOL164W	6223	8101	Name=ALKYL/ARYL-SULFATASE	PTHR43223	76605	40.791
YGL261C	6295	6649	Name=SERIPAUPERIN	PTHR31002	72662	205.26
YCL073C	6547	8308	Name=GLUTATHIONE EXCHANGER 1-RELATED	PTHR23501:SF92	58167	33.031
YAL067C	7264	8785	Name=PERMEASE-RELATED	PTHR43791	37736	24.81
YBL108C-A	7610	7730	Name=SERIPAUPERIN	PTHR31002	31243	260.358
YPL282C	7935	8304	Name=SERIPAUPERIN	PTHR31002	26397	71.537
YHL047C	8392	10192	Name=GLUTATHIONE EXCHANGER 1-RELATED	PTHR23501:SF92	30737	17.076
YDL246C	8727	9738	Name=SORBITOL DEHYDROGENASE	PTHR43161	25793	25.512
YJL223C	8781	9135	Name=SERIPAUPERIN	PTHR31002	24993	70.602
YIL176C	8798	9152	Name=SERIPAUPERIN	PTHR31002	24634	69.588
YKL220C	9093	11196	Name=FERRIC/CUPRIC REDUCTASE TRANSMEMBRANE COMPONENT	PTHR32361	47930	22.791
YGL258W-A	9180	9381	Name=ASPARTIC PROTEINASE 3-RELATED	PTHR47965:SF25	46672	232.199
YFL061W	9551	10214	Name=-	PTHR35569	38936	58.727
YPL281C	9574	10867	Name=ENOLASE	PTHR11902	38695	29.927
YOL163W	9600	10101	Name=AGR235WP	PTHR43791:SF29	38409	76.665
YCL069W	9709	11050	Name=AZOLE RESISTANCE PROTEIN 1-RELATED	PTHR23501:SF181	36544	27.251
YBL107C	9969	10455	Name=COILED-COIL DOMAIN-CONTAINING PROTEIN 58	PTHR31905	30928	63.638
YOL162W	10122	10749	Name=AGR235WP	PTHR43791:SF29	28654	45.7
YML131W	10207	11287	Name=AGL360WP	PTHR43205:SF19	29063	26.91
YFL060C	10327	10966	Name=PYRIDOXAL 5'-PHOSPHATE SYNTHASE SUBUNIT SNO	PTHR31559	27525	43.075
YBL106C	10996	13810	Name=LETHAL 2  GIANT LARVAE PROTEIN	PTHR10241	58891	20.928
YFL059W	11369	12215	Name=PYRIDOXAL 5'-PHOSPHATE SYNTHASE SUBUNIT SNZ1-RELATED	PTHR31829	47881	56.597
YNL335W	11458	12121	Name=-	PTHR35569	45463	68.572
YJL222W	11478	13551	Name=SORTILIN RELATED	PTHR12106	44258	21.35
YIL173W	11495	13568	Name=SORTILIN RELATED	PTHR12106	43486	20.977
YOL161C	11554	11908	Name=SERIPAUPERIN	PTHR31002	41818	118.13
YDL245C	11698	13231	Name=GALACTOSE TRANSPORTER-RELATED	PTHR48022:SF75	38074	24.836
YML130C	11875	13099	Name=ERO1-LIKE PROTEIN	PTHR12613:SF0	33983	27.764
YPL280W	11905	12592	Name=GLUTAMINE AMIDOTRANSFERASE-LIKE CLASS 1 DOMAIN-CONTAINING PROTEIN 1	PTHR48094:SF11	33417	48.642
YHL046C	11931	12282	Name=SERIPAUPERIN	PTHR31002	32947	93.866
YNL334C	12234	12873	Name=PYRIDOXAL 5'-PHOSPHATE SYNTHASE SUBUNIT SNO	PTHR31559	27840	43.568
YCL067C	12433	12790	Name=HOMEOBOX PROTEIN HOMOTHORAX	PTHR11850:SF266	25531	71.515
YGL257C	12489	14145	Name=ALPHA-1,3-MANNOSYLTRANSFERASE MNN1-RELATED	PTHR31392	29655	17.908
YFL058W	12932	13856	Name=4-AMINO-5-HYDROXYMETHYL-2-METHYLPYRIMIDINE PHOSPHATE SYNTHASE THI11-RELATED	PTHR31528	21422	23.184
YLL064C	13088	13442	Name=SERIPAUPERIN	PTHR31002	17629	49.799
