Gene	start	end	description	database_name	transposons	transposons_normalized
YDL247W	6102	7653	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879	50527	32.577
YFL061W	9551	10214	Name=cyanamide_fam: HD domain protein, cyanamide hydratase family	TIGR03401	11627	17.537
YPL281C	9580	10861	Name=eno: phosphopyruvate hydratase	TIGR01060	26985	21.066
YFL060C	10333	10954	Name=PLP_synth_Pdx2: pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2	TIGR03800	16462	26.509
YFL059W	11381	12257	Name=TIGR00343: pyridoxal 5'-phosphate synthase, synthase subunit Pdx1	TIGR00343	20220	23.082
YNL335W	11458	12121	Name=cyanamide_fam: HD domain protein, cyanamide hydratase family	TIGR03401	18012	27.167
YDL245C	11800	13189	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879	24204	17.425
YNL334C	12240	12861	Name=PLP_synth_Pdx2: pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2	TIGR03800	16206	26.097
YNL333W	13285	14161	Name=TIGR00343: pyridoxal 5'-phosphate synthase, synthase subunit Pdx1	TIGR00343	14764	16.854
YLL061W	18166	19597	Name=2A0310: amino acid permease (yeast)	TIGR00913	20770	14.514
YML126C	19065	20397	Name=HMG-CoA-S_euk: hydroxymethylglutaryl-CoA synthase	TIGR01833	19308	14.495
YJL219W	19569	21063	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879	30306	20.285
YFL054C	21032	21731	Name=MIP: MIP family channel proteins	TIGR00861	20678	29.582
YGL255W	21071	22106	Name=zip: ZIP zinc/iron transport family	TIGR00820	30174	29.154
YEL069C	21680	23105	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879	36770	25.804
YKL217W	22621	23866	Name=2A0112: MFS transporter, sialate:H+ symporter (SHS) family	TIGR00891	29436	23.643
YPL274W	23160	24591	Name=2A0310: amino acid permease (yeast)	TIGR00913	27625	19.305
YFL053W	23435	25178	Name=dak_ATP: dihydroxyacetone kinase	TIGR02361	32985	18.924
YML123C	24135	25653	Name=2A0109: phosphate:H+ symporter	TIGR00887	25624	16.88
YKL216W	25230	26139	Name=pyrD_sub1_fam: dihydroorotate dehydrogenase family protein	TIGR01037	14124	15.538
YOL156W	25378	26839	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879	30197	20.669
YJL214W	27013	28465	Name=SP: MFS transporter, sugar porter (SP) family	TIGR00879	27790	19.139
Q0085	28526	29252	Name=ATP_synt_6_or_A: ATP synthase F0, A subunit; ATP synthase, F0 complex, subunit A	TIGR01131	16209	22.326
YDL238C	29128	30193	Name=guan_deamin: guanine deaminase	TIGR02967	26405	24.793
YPL270W	30485	32534	Name=3a01208: antigen peptide transporter 2	TIGR00958	40870	19.946
YEL063C	31780	33211	Name=2A0310: amino acid permease (yeast)	TIGR00913	39943	27.913
YDL236W	32368	33205	Name=PGP_euk: phosphoglycolate/pyridoxal phosphate phosphatase family	TIGR01452	21724	25.955
