Gene	start	end	description	database_name	transposons	transposons_normalized
YFL054C	21023	21083	Name=Major intrinsic protein family signature	PR00783	82	1.367
YFL054C	21164	21230	Name=Major intrinsic protein family signature	PR00783	107	1.621
YFL054C	21275	21329	Name=Major intrinsic protein family signature	PR00783	146	2.704
YFL054C	21455	21512	Name=Major intrinsic protein family signature	PR00783	21	0.368
YFL054C	21551	21623	Name=Major intrinsic protein family signature	PR00783	105	1.458
YFL054C	21686	21743	Name=Major intrinsic protein family signature	PR00783	41	0.719
YFL052W	28253	28271	Name=Fungal Zn-Cys binuclear cluster signature	PR00054	0	0
YFL052W	28274	28292	Name=Fungal Zn-Cys binuclear cluster signature	PR00054	10	0.556
YFL052W	28298	28328	Name=Fungal Zn-Cys binuclear cluster signature	PR00054	17	0.567
YFL052W	28334	28367	Name=Fungal Zn-Cys binuclear cluster signature	PR00054	48	1.455
YFL039C	53940	53988	Name=Actin signature	PR00190	0	0
YFL039C	54219	54276	Name=Actin signature	PR00190	1	0.018
YFL039C	54312	54351	Name=Actin signature	PR00190	0	0
YFL039C	54447	54513	Name=Actin signature	PR00190	1	0.015
YFL039C	54516	54549	Name=Actin signature	PR00190	0	0
YFL039C	54591	54618	Name=Actin signature	PR00190	2	0.074
YFL038C	55479	55545	Name=Transforming protein P21 ras signature	PR00449	4	0.061
YFL038C	55611	55650	Name=Transforming protein P21 ras signature	PR00449	3	0.077
YFL038C	55770	55836	Name=Transforming protein P21 ras signature	PR00449	1	0.015
YFL038C	55842	55890	Name=Transforming protein P21 ras signature	PR00449	2	0.042
YFL038C	55896	55959	Name=Transforming protein P21 ras signature	PR00449	2	0.032
YFL037W	56366	56426	Name=Tubulin signature	PR01161	4	0.067
YFL037W	56459	56510	Name=Beta-tubulin signature	PR01163	0	0
YFL037W	56489	56546	Name=Tubulin signature	PR01161	1	0.018
YFL037W	56600	56633	Name=Beta-tubulin signature	PR01163	0	0
YFL037W	56615	56648	Name=Tubulin signature	PR01161	0	0
YFL037W	56654	56726	Name=Tubulin signature	PR01161	2	0.028
YFL037W	56660	56714	Name=Beta-tubulin signature	PR01163	2	0.037
YFL037W	56732	56786	Name=Tubulin signature	PR01161	5	0.093
YFL037W	56789	56852	Name=Tubulin signature	PR01161	2	0.032
YFL037W	56792	56828	Name=Beta-tubulin signature	PR01163	0	0
YFL037W	56864	56903	Name=Tubulin signature	PR01161	0	0
YFL037W	56906	56966	Name=Tubulin signature	PR01161	1	0.017
YFL037W	56972	57008	Name=Beta-tubulin signature	PR01163	0	0
YFL037W	57026	57053	Name=Beta-tubulin signature	PR01163	1	0.037
YFL037W	57071	57110	Name=Beta-tubulin signature	PR01163	0	0
YFL037W	57131	57179	Name=Beta-tubulin signature	PR01163	3	0.062
YFL037W	57269	57323	Name=Beta-tubulin signature	PR01163	4	0.074
YFL037W	57323	57365	Name=Beta-tubulin signature	PR01163	3	0.071
YFL037W	57377	57446	Name=Beta-tubulin signature	PR01163	2	0.029
YFL037W	57446	57530	Name=Tubulin signature	PR01161	0	0
YFL037W	57467	57500	Name=Beta-tubulin signature	PR01163	0	0
YFL037W	57572	57626	Name=Beta-tubulin signature	PR01163	1	0.019
YFL026W	82736	82799	Name=Fungal pheromone mating factor STE2 GPCR signature	PR00250	36	0.571
YFL026W	82817	82889	Name=Fungal pheromone mating factor STE2 GPCR signature	PR00250	221	3.069
YFL026W	82970	83039	Name=Fungal pheromone mating factor STE2 GPCR signature	PR00250	89	1.29
YFL026W	83069	83138	Name=Fungal pheromone mating factor STE2 GPCR signature	PR00250	49	0.71
YFL026W	83198	83270	Name=Fungal pheromone mating factor STE2 GPCR signature	PR00250	119	1.653
YFL026W	83318	83387	Name=Fungal pheromone mating factor STE2 GPCR signature	PR00250	14	0.203
YFL026W	83414	83477	Name=Fungal pheromone mating factor STE2 GPCR signature	PR00250	100	1.587
YFL021W	96884	96935	Name=Transcription factor GATA zinc finger signature	PR00619	17	0.333
YFL021W	96938	96989	Name=Transcription factor GATA zinc finger signature	PR00619	19	0.373
YFL018C	101678	101738	Name=Pyridine nucleotide disulphide reductase class-I signature	PR00411	117	1.95
YFL018C	101759	101804	Name=Pyridine nucleotide disulphide reductase class-I signature	PR00411	5	0.111
YFL018C	101936	101999	Name=Pyridine nucleotide disulphide reductase class-I signature	PR00411	1	0.016
YFL018C	102083	102149	Name=FAD-dependent pyridine nucleotide reductase signature	PR00368	1	0.015
YFL018C	102083	102104	Name=Pyridine nucleotide disulphide reductase class-I signature	PR00411	1	0.048
YFL018C	102188	102236	Name=FAD-dependent pyridine nucleotide reductase signature	PR00368	23	0.479
YFL018C	102191	102233	Name=Pyridine nucleotide disulphide reductase class-I signature	PR00411	23	0.548
YFL018C	102434	102509	Name=Pyridine nucleotide disulphide reductase class-I signature	PR00411	8	0.107
YFL018C	102455	102509	Name=FAD-dependent pyridine nucleotide reductase signature	PR00368	8	0.148
YFL018C	102572	102626	Name=FAD-dependent pyridine nucleotide reductase signature	PR00368	5	0.093
YFL018C	102590	102617	Name=Pyridine nucleotide disulphide reductase class-I signature	PR00411	4	0.148
YFL018C	102899	102944	Name=Pyridine nucleotide disulphide reductase class-I signature	PR00411	34	0.756
YFL018C	102977	103043	Name=Pyridine nucleotide disulphide reductase class-I signature	PR00411	17	0.258
YFL018C	102983	103040	Name=FAD-dependent pyridine nucleotide reductase signature	PR00368	15	0.263
YFL016C	105828	105885	Name=DnaJ domain signature	PR00625	37	0.649
YFL016C	105885	105945	Name=DnaJ domain signature	PR00625	15	0.25
YFL016C	105948	105993	Name=DnaJ domain signature	PR00625	65	1.444
YFL016C	105993	106047	Name=DnaJ domain signature	PR00625	8	0.148
YFL011W	112525	112555	Name=Sugar transporter signature	PR00171	68	2.267
YFL011W	112810	112867	Name=Sugar transporter signature	PR00171	14	0.246
YFL011W	113302	113332	Name=Sugar transporter signature	PR00171	27	0.9
YFL011W	113587	113650	Name=Sugar transporter signature	PR00171	11	0.175
YFL011W	113656	113692	Name=Sugar transporter signature	PR00171	31	0.861
YFL009W	117453	117495	Name=G protein beta WD-40 repeat signature	PR00320	1	0.024
YFL009W	117774	117816	Name=G protein beta WD-40 repeat signature	PR00320	1	0.024
YFL009W	117900	117942	Name=G protein beta WD-40 repeat signature	PR00320	1	0.024
YFL005W	130397	130460	Name=Transforming protein P21 ras signature	PR00449	1	0.016
YFL005W	130466	130514	Name=Transforming protein P21 ras signature	PR00449	0	0
YFL005W	130520	130586	Name=Transforming protein P21 ras signature	PR00449	2	0.03
YFL005W	130706	130745	Name=Transforming protein P21 ras signature	PR00449	0	0
YFL005W	130808	130874	Name=Transforming protein P21 ras signature	PR00449	2	0.03
YFR024C-A	202056	202092	Name=SH3 domain signature	PR00452	18	0.5
YFR024C-A	202098	202125	Name=SH3 domain signature	PR00452	28	1.037
YFR024C-A	202137	202182	Name=SH3 domain signature	PR00452	18	0.4
YFR024C-A	202194	202224	Name=SH3 domain signature	PR00452	0	0
