Gene	start	end	description	database_name
YIL177C	3135	3444	Name=Helicase conserved C-terminal domain	PF00271
YIL177C	5883	6117	Name=Sir1, ORC-binding domain	PF11603
YIL176C	8813	9089	Name=Seripauperin and TIP1 family	PF00660
YIL173W	11657	13091	Name=Sortilin, neurotensin receptor 3,	PF15902
YIL173W	13109	13568	Name=Sortilin, neurotensin receptor 3, C-terminal	PF15901
YIL173W	13706	15044	Name=Sortilin, neurotensin receptor 3,	PF15902
YIL173W	15050	15554	Name=Sortilin, neurotensin receptor 3, C-terminal	PF15901
YIL172C	17353	18442	Name=Alpha amylase, catalytic domain	PF00128
YIL169C	24303	25170	Name=Hyphally regulated cell wall protein N-terminal	PF11765
YIL166C	31171	32296	Name=Major Facilitator Superfamily	PF07690
YIL165C	33810	34071	Name=Carbon-nitrogen hydrolase	PF00795
YIL164C	34113	34668	Name=Carbon-nitrogen hydrolase	PF00795
YIL162W	37481	38393	Name=Glycosyl hydrolases family 32 N-terminal domain	PF00251
YIL162W	38498	38903	Name=Glycosyl hydrolases family 32 C terminal	PF08244
YIL160C	40202	40550	Name=Thiolase, C-terminal domain	PF02803
YIL160C	40577	41336	Name=Thiolase, N-terminal domain	PF00108
YIL159W	44435	45620	Name=Formin Homology 2 Domain	PF02181
YIL157C	46975	47317	Name=Cytochrome oxidase complex assembly protein 1	PF08695
YIL156W-B	47702	47906	Name=Fungal protein of unknown function (DUF1748)	PF08520
YIL156W	49918	51289	Name=Ubiquitin carboxyl-terminal hydrolase	PF00443
YIL155C	51809	52244	Name=C-terminal domain of alpha-glycerophosphate oxidase	PF16901
YIL155C	52310	53501	Name=FAD dependent oxidoreductase	PF01266
YIL153W	55246	56140	Name=Phosphotyrosyl phosphate activator (PTPA) protein	PF03095
YIL151C	57403	57847	Name=PIN domain	PF13638
YIL150C	61687	61825	Name=Primase zinc finger	PF09329
YIL148W	68717	68930	Name=Ubiquitin family	PF00240
YIL148W	68942	69089	Name=Ribosomal L40e family	PF01020
YIL147C	69835	70183	Name=Response regulator receiver domain	PF00072
YIL147C	70672	70894	Name=Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	PF02518
YIL147C	71572	71752	Name=His Kinase A (phospho-acceptor) domain	PF00512
YIL145C	76362	77277	Name=Pantoate-beta-alanine ligase	PF02569
YIL144W	78356	78791	Name=HEC/Ndc80p family	PF03801
YIL144W	78881	79079	Name=Domain of unknown function (DUF5595)	PF18077
YIL143C	80707	81412	Name=ERCC3/RAD25/XPB C-terminal helicase	PF16203
YIL143C	81490	81958	Name=Type III restriction enzyme, res subunit	PF04851
YIL143C	82273	82642	Name=Helicase conserved C-terminal domain	PF13625
YIL142W	83395	84856	Name=TCP-1/cpn60 chaperonin family	PF00118
YIL140W	85468	85738	Name=Putative Ig domain	PF05345
YIL140W	85927	86098	Name=Putative Ig domain	PF05345
YIL140W	86854	86965	Name=Transmembrane alpha-helix domain	PF08693
YIL139C	88353	88689	Name=HORMA domain	PF02301
YIL138C	89268	89694	Name=Tropomyosin like	PF12718
YIL137C	90001	91093	Name=ERAP1-like C-terminal domain	PF11838
YIL137C	91330	92017	Name=Peptidase family M1 domain	PF01433
YIL137C	92134	92749	Name=Peptidase M1 N-terminal domain	PF17900
YIL134W	97410	97710	Name=Mitochondrial carrier protein	PF00153
YIL134W	97773	98025	Name=Mitochondrial carrier protein	PF00153
YIL134W	98091	98325	Name=Mitochondrial carrier protein	PF00153
YIL133C	99086	99398	Name=Ribosomal protein L13	PF00572
YIL132C	99877	100474	Name=Shu complex component Csm2, DNA-binding	PF16834
YIL131C	101074	101326	Name=Forkhead domain	PF00250
YIL131C	101749	102007	Name=FHA domain	PF00498
YIL130W	102839	102947	Name=Fungal Zn(2)-Cys(6) binuclear cluster domain	PF00172
YIL130W	103535	104294	Name=Fungal specific transcription factor domain	PF04082
YIL129C	106778	107528	Name=Cell morphogenesis C-terminal	PF14225
YIL129C	107648	108134	Name=Cell morphogenesis central region	PF14228
YIL129C	108335	109019	Name=Cell morphogenesis central region	PF14228
YIL129C	109301	110429	Name=Cell morphogenesis central region	PF14228
YIL129C	110576	112193	Name=Cell morphogenesis N-terminal	PF14222
YIL128W	113944	114745	Name=Dos2-interacting transcription regulator of RNA-Pol-II	PF14500
YIL128W	115459	116683	Name=RNAPII transcription regulator C-terminal	PF12460
YIL127C	117038	117626	Name=Regular of rDNA transcription protein 14	PF17075
YIL126W	118934	119138	Name=HSA	PF07529
YIL126W	119411	120296	Name=SNF2-related domain	PF00176
YIL126W	120368	120707	Name=Helicase conserved C-terminal domain	PF00271
YIL126W	120995	121199	Name=Snf2-ATP coupling, chromatin remodelling complex	PF14619
YIL126W	121781	122027	Name=Bromodomain	PF00439
YIL125W	122815	122929	Name=2-oxoglutarate dehydrogenase N-terminus	PF16078
YIL125W	123448	124402	Name=Dehydrogenase E1 component	PF00676
YIL125W	124624	125260	Name=Transketolase, pyrimidine binding domain	PF02779
YIL125W	125269	125722	Name=2-oxoglutarate dehydrogenase C-terminal	PF16870
