Gene	start	end	description	database_name
YEL077C	2423	2732	Name=Helicase conserved C-terminal domain	PF00271
YEL075C	5449	5683	Name=Sir1, ORC-binding domain	PF11603
YEL074W	6366	6462	Name=Protein of unknown function (DUF468)	PF04318
YEL071W	16565	16967	Name=FAD binding domain	PF01565
YEL071W	17087	17837	Name=FAD linked oxidases, C-terminal domain	PF02913
YEL070W	19697	20189	Name=Mannitol dehydrogenase Rossmann domain	PF01232
YEL070W	20276	21014	Name=Mannitol dehydrogenase C-terminal domain	PF08125
YEL069C	21671	23051	Name=Sugar (and other) transporter	PF00083
YEL066W	26853	27165	Name=Acetyltransferase (GNAT) family	PF00583
YEL064C	29838	31044	Name=Transmembrane amino acid transporter protein	PF01490
YEL063C	31804	33190	Name=Amino acid permease	PF00324
YEL062W	34437	35976	Name=Nitrogen permease regulator 2	PF06218
YEL061C	38106	38628	Name=Kinesin motor domain	PF00225
YEL061C	38865	39411	Name=Kinesin motor domain	PF00225
YEL060C	40261	41002	Name=Subtilase family	PF00082
YEL060C	41119	41407	Name=Peptidase inhibitor I9	PF05922
YEL059C-A	42414	42555	Name=Mitochondrial export protein Som1	PF11093
YEL058W	43429	43513	Name=Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	PF02878
YEL058W	44683	44911	Name=Phosphoglucomutase/phosphomannomutase, C-terminal domain	PF00408
YEL056W	47204	47411	Name=Histone-binding protein RBBP4 or subunit C of CAF1 complex	PF12265
YEL056W	48026	48140	Name=WD domain, G-beta repeat	PF00400
YEL055C	48962	51401	Name=DNA polymerase phi	PF04931
YEL054C	52789	52996	Name=Ribosomal protein L11, RNA binding domain	PF00298
YEL054C	53011	53176	Name=Ribosomal protein L11, N-terminal domain	PF03946
YEL053C	55523	55994	Name=Mak10 subunit, NatC N(alpha)-terminal acetyltransferase	PF04112
YEL052W	56919	57864	Name=AFG1-like ATPase	PF03969
YEL051W	58423	59002	Name=ATP synthase subunit D	PF01813
YEL050C	59762	60140	Name=Ribosomal Proteins L2, C-terminal domain	PF03947
YEL050C	60227	60455	Name=Ribosomal Proteins L2, RNA binding domain	PF00181
YEL049W	63794	64070	Name=Seripauperin and TIP1 family	PF00660
YEL048C	64777	65134	Name=Sedlin, N-terminal conserved region	PF04628
YEL047C	65444	66779	Name=FAD binding domain	PF00890
YEL046C	67886	68744	Name=Beta-eliminating lyase	PF01212
YEL044W	70102	70186	Name=YL1 nuclear protein C-terminal domain	PF08265
YEL042W	74026	75322	Name=GDA1/CD39 (nucleoside phosphatase) family	PF01150
YEL041W	76271	76661	Name=ATP-NAD kinase N-terminal domain	PF01513
YEL041W	76784	77162	Name=ATP-NAD kinase C-terminal domain	PF20143
YEL040W	78347	78869	Name=Glycosyl hydrolases family 16	PF00722
YEL039C	79650	79938	Name=Cytochrome c	PF00034
YEL037C	81427	81535	Name=UBA/TS-N domain	PF00627
YEL037C	81679	81811	Name=XPC-binding domain	PF09280
YEL037C	82054	82159	Name=UBA/TS-N domain	PF00627
YEL037C	82378	82591	Name=Ubiquitin family	PF00240
YEL036C	83586	84366	Name=Anp1	PF03452
YEL034W	85928	86129	Name=Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold	PF01287
YEL032W	87015	87348	Name=MCM N-terminal domain	PF14551
YEL032W	87444	87837	Name=MCM OB domain	PF17207
YEL032W	87978	88644	Name=MCM P-loop domain	PF00493
YEL032W	88902	89139	Name=MCM AAA-lid domain	PF17855
YEL031W	91014	91650	Name=E1-E2 ATPase	PF00122
YEL031W	91701	92394	Name=haloacid dehalogenase-like hydrolase	PF00702
YEL030W	94731	96531	Name=Hsp70 protein	PF00012
YEL029C	97097	97562	Name=Phosphomethylpyrimidine kinase	PF08543
YEL027W	100814	100988	Name=ATP synthase subunit C	PF00137
YEL027W	101042	101219	Name=ATP synthase subunit C	PF00137
YEL026W	102000	102273	Name=Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	PF01248
YEL024W	107356	107521	Name=Ubiquinol cytochrome reductase transmembrane region	PF02921
YEL024W	107698	107866	Name=Rieske [2Fe-2S] domain	PF00355
YEL023C	109304	110456	Name=Uncharacterized alpha/beta hydrolase domain (DUF2235)	PF09994
YEL022W	112438	112900	Name=Guanine nucleotide exchange factor in Golgi transport N-terminal	PF12783
YEL022W	113098	113689	Name=Sec7 domain	PF01369
YEL021W	116257	116920	Name=Orotidine 5'-phosphate decarboxylase / HUMPS family	PF00215
YEL020W-A	117250	117439	Name=Tim10/DDP family zinc finger	PF02953
YEL020C	118679	119120	Name=Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	PF02775
YEL020C	119318	119714	Name=Thiamine pyrophosphate enzyme, central domain	PF00205
YEL020C	119804	120287	Name=Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	PF02776
YEL019C	120620	120788	Name=Zinc-finger of the MIZ type in Nse subunit	PF11789
YEL017C-A	122800	122926	Name=ATPase proteolipid family	PF08114
YEL016C	124907	125984	Name=Type I phosphodiesterase / nucleotide pyrophosphatase	PF01663
YEL015W	126926	127232	Name=FDF domain	PF09532
YEL015W	127547	128123	Name=YjeF-related protein N-terminus	PF03853
YEL013W	129083	129164	Name=Armadillo/beta-catenin-like repeat	PF00514
YEL013W	129170	129287	Name=Armadillo/beta-catenin-like repeat	PF00514
YEL013W	129296	129410	Name=Armadillo/beta-catenin-like repeat	PF00514
YEL013W	129416	129533	Name=Armadillo/beta-catenin-like repeat	PF00514
YEL013W	129578	129665	Name=Armadillo/beta-catenin-like repeat	PF00514
YEL013W	129686	129785	Name=Armadillo/beta-catenin-like repeat	PF00514
YEL013W	129806	129914	Name=Armadillo/beta-catenin-like repeat	PF00514
YEL013W	130058	130163	Name=Armadillo/beta-catenin-like repeat	PF00514
YEL012W	131811	132198	Name=Ubiquitin-conjugating enzyme	PF00179
YEL011W	133306	133567	Name=Carbohydrate-binding module 48 (Isoamylase N-terminal domain)	PF02922
YEL011W	133783	134119	Name=Alpha amylase, catalytic domain	PF00128
YEL011W	134944	135226	Name=Alpha amylase, C-terminal all-beta domain	PF02806
YEL009C	138935	139088	Name=Basic region leucine zipper	PF07716
YEL007W	141910	142471	Name=Gti1/Pac2 family	PF09729
YEL006W	144453	144711	Name=Mitochondrial carrier protein	PF00153
YEL006W	144735	145005	Name=Mitochondrial carrier protein	PF00153
YEL006W	145053	145320	Name=Mitochondrial carrier protein	PF00153
YEL004W	146963	147926	Name=UAA transporter family	PF08449
YEL003W	148203	148506	Name=Prefoldin subunit	PF01920
YEL002C	148766	149939	Name=Oligosaccharyltransferase 48 kDa subunit beta	PF03345
YER001W	154471	155359	Name=Mannosyltransferase putative	PF11051
YER002W	156818	157472	Name=Ribosome biogenesis protein Nop16	PF09420
YER003C	157945	159103	Name=Phosphomannose isomerase type I	PF01238
YER004W	159835	160069	Name=HIM1	PF08732
YER005W	160556	161915	Name=GDA1/CD39 (nucleoside phosphatase) family	PF01150
YER006W	162765	162987	Name=GNL3L/Grn1 putative GTPase	PF08701
YER006W	163572	163833	Name=50S ribosome-binding GTPase	PF01926
YER007W	164542	164737	Name=CAP-Gly domain	PF01302
YER007W	165211	165265	Name=Leucine Rich repeat	PF13516
YER007W	165289	165325	Name=Leucine Rich repeat	PF13516
YER007C-A	166372	166612	Name=PUA domain	PF01472
YER007C-A	166624	166864	Name=Pre-PUA-like domain	PF17832
YER008C	167870	169898	Name=Exocyst complex component Sec3	PF09763
YER008C	171167	171422	Name=Exocyst complex component SEC3 N-terminal PIP2 binding PH	PF15277
YER009W	172142	172478	Name=Nuclear transport factor 2 (NTF2) domain	PF02136
YER010C	172789	173302	Name=Aldolase/RraA	PF03737
YER011W	175287	175587	Name=Seripauperin and TIP1 family	PF00660
YER011W	175884	175929	Name=Yeast PIR protein repeat	PF00399
YER012W	177847	178387	Name=Proteasome subunit	PF00227
YER013W	179375	179591	Name=S1 RNA binding domain	PF00575
YER013W	180887	181280	Name=Helicase conserved C-terminal domain	PF00271
YER013W	181466	181730	Name=Helicase associated domain (HA2)	PF04408
YER013W	181904	182132	Name=Oligonucleotide/oligosaccharide-binding (OB)-fold	PF07717
YER014W	182648	182840	Name=NAD(P)-binding Rossmann-like domain	PF13450
YER015W	184916	186329	Name=AMP-binding enzyme	PF00501
YER016W	188916	189099	Name=EB1-like C-terminal motif	PF03271
YER017C	189607	190153	Name=Peptidase family M41	PF01434
YER017C	190198	190312	Name=AAA+ lid domain	PF17862
YER017C	190414	190813	Name=ATPase family associated with various cellular activities (AAA)	PF00004
YER017C	191155	191416	Name=FtsH Extracellular	PF06480
YER019W	192923	193763	Name=Endonuclease/Exonuclease/phosphatase family	PF03372
YER019C-A	194296	194413	Name=Sec61beta family	PF03911
YER020W	195510	196479	Name=G-protein alpha subunit	PF00503
YER021W	197980	198283	Name=PCI domain	PF01399
YER021W	198298	198505	Name=Proteasome regulatory subunit C-terminal	PF08375
YER022W	198851	200516	Name=Subunit 17 of Mediator complex	PF10156
YER023W	201091	201427	Name=NADP oxidoreductase coenzyme F420-dependent	PF03807
YER023W	201607	201919	Name=Pyrroline-5-carboxylate reductase dimerisation	PF14748
YER024W	202270	204367	Name=Choline/Carnitine o-acyltransferase	PF00755
YER025W	205551	206160	Name=Elongation factor Tu GTP binding domain	PF00009
YER025W	206256	206502	Name=Elongation factor Tu domain 2	PF03144
YER025W	206538	206802	Name=Initiation factor eIF2 gamma, C terminal	PF09173
YER026C	208018	208228	Name=CDP-alcohol phosphatidyltransferase	PF01066
YER027C	208987	209194	Name=5'-AMP-activated protein kinase beta subunit, interaction domain	PF04739
YER027C	209494	209743	Name=Glycogen recognition site of AMP-activated protein kinase	PF16561
YER028C	211669	211741	Name=Zinc finger, C2H2 type	PF00096
YER029C	212889	213144	Name=LSM domain	PF01423
YER030W	213698	213797	Name=Histone chaperone domain CHZ	PF09649
YER031C	214222	214702	Name=Ras family	PF00071
YER034W	221867	222401	Name=Family of unknown function (DUF5364)	PF17322
YER036C	223567	223963	Name=ABC transporter	PF00005
YER036C	224104	224314	Name=ABC transporter	PF12848
YER036C	224434	224902	Name=ABC transporter	PF00005
YER037W	226060	226621	Name=Haloacid dehalogenase-like hydrolase	PF13419
YER038C	226896	228249	Name=DNA repair proteins Nse5 and Nse6	PF08691
YER039C	228521	228935	Name=EamA-like transporter family	PF00892
YER040W	230713	230815	Name=GATA zinc finger	PF00320
YER041W	233013	233325	Name=XPG I-region	PF00867
YER042W	234994	235462	Name=Peptide methionine sulfoxide reductase	PF01625
YER043C	236054	236537	Name=S-adenosyl-L-homocysteine hydrolase, NAD binding domain	PF00670
