Gene	start	end	description	database_name
YCL076W	1425	1854	Name=Ty5 Gag N-terminal region	PF17241
YCL073C	6856	8116	Name=Major Facilitator Superfamily	PF07690
YCL069W	9715	10279	Name=Major Facilitator Superfamily	PF07690
YCL067C	12454	12613	Name=Homeodomain	PF00046
YCL066W	13528	13711	Name=Mating-type protein MAT alpha 1 HMG-box	PF04769
YCL064C	15929	16868	Name=Pyridoxal-phosphate dependent enzyme	PF00291
YCL063W	17308	18553	Name=Vacuole-related protein 17	PF17321
YCL061C	19556	19973	Name=MRC1-like domain	PF09444
YCL059C	23022	23262	Name=Krr1 KH1 domain	PF17903
YCL057C-A	24064	24271	Name=Domain of unknown function (DUF543)	PF04418
YCL057W	25518	26895	Name=Peptidase family M3	PF01432
YCL055W	28337	28796	Name=MT-A70	PF05063
YCL054W	31524	32055	Name=FtsJ-like methyltransferase	PF01728
YCL054W	32157	32601	Name=Domain of unknown function (DUF3381)	PF11861
YCL054W	33294	33954	Name=Spb1 C-terminal domain	PF07780
YCL052C	34184	34715	Name=PIG-X / PBN1	PF08320
YCL050C	37874	38216	Name=ATP adenylyltransferase C-terminal domain	PF09830
YCL050C	38306	38780	Name=Ap4A phosphorylase N-terminal domain	PF19327
YCL047C	43753	44338	Name=Cytidylyltransferase-like	PF01467
YCL045C	44634	45288	Name=ER membrane protein complex subunit 1, C-terminal	PF07774
YCL044C	47203	47938	Name=Mgr1-like, i-AAA protease complex subunit	PF08602
YCL044C	47962	48361	Name=Mgr1-like, i-AAA protease complex subunit	PF08602
YCL043C	48775	49087	Name=Thioredoxin	PF00085
YCL043C	49237	49699	Name=Thioredoxin-like domain	PF13848
YCL043C	49813	50119	Name=Thioredoxin	PF00085
YCL040W	50892	51522	Name=Hexokinase	PF00349
YCL040W	51576	52335	Name=Hexokinase	PF03727
YCL039W	54625	54706	Name=WD domain, G-beta repeat	PF00400
YCL039W	54718	54868	Name=WD domain, G-beta repeat	PF00400
YCL038C	54985	56461	Name=Vacuole effluxer Atg22 like	PF11700
YCL037C	57709	57883	Name=La domain	PF05383
YCL035C	60918	61116	Name=Glutaredoxin	PF00462
YCL033C	62784	63156	Name=SelR domain	PF01641
YCL032W	63531	63753	Name=Ste50p, sterile alpha motif	PF09235
YCL032W	64179	64419	Name=Ras association (RalGDS/AF-6) domain	PF00788
YCL031C	64680	65037	Name=Ribosomal RNA-processing protein 7 (RRP7) C-terminal domain	PF12923
YCL031C	65076	65541	Name=Rrp7 RRM-like N-terminal domain	PF17799
YCL030C	65969	67208	Name=Histidinol dehydrogenase	PF00815
YCL030C	67352	67589	Name=Phosphoribosyl-ATP pyrophosphohydrolase	PF01503
YCL030C	67619	67835	Name=Phosphoribosyl-AMP cyclohydrolase	PF01502
YCL029C	69702	69885	Name=CAP-Gly domain	PF01302
YCL027W	73132	73255	Name=SH3 domain	PF00018
YCL026C-B	73527	73950	Name=Nitroreductase family	PF00881
YCL026C-A	74826	75252	Name=Nitroreductase family	PF00881
YCL025C	76152	77547	Name=Amino acid permease	PF00324
YCL024W	79231	80014	Name=Protein kinase domain	PF00069
YCL024W	81925	82270	Name=Fungal kinase associated-1 domain	PF16797
YCL018W	91342	92389	Name=Isocitrate/isopropylmalate dehydrogenase	PF00180
