Gene	start	end	description	database_name
YLL067C	2675	2984	Name=Helicase conserved C-terminal domain	PF00271
YLL066C	8210	8519	Name=Helicase conserved C-terminal domain	PF00271
YLL066C	8726	9203	Name=DEAD/DEAH box helicase	PF00270
YLL065W	11825	12074	Name=Protein of unknown function (DUF468)	PF04318
YLL064C	13103	13379	Name=Seripauperin and TIP1 family	PF00660
YLL063C	14677	15625	Name=Transferase family	PF02458
YLL062C	16653	17559	Name=Homocysteine S-methyltransferase	PF02574
YLL061W	18187	19573	Name=Amino acid permease	PF00324
YLL060C	21179	21386	Name=Glutathione S-transferase, C-terminal domain	PF00043
YLL060C	21542	21773	Name=Glutathione S-transferase, N-terminal domain	PF13417
YLL058W	24472	25261	Name=Cys/Met metabolism PLP-dependent enzyme	PF01053
YLL057C	25839	26649	Name=Taurine catabolism dioxygenase TauD, TfdA family	PF02668
YLL056C	27648	28296	Name=NAD dependent epimerase/dehydratase family	PF01370
YLL055W	30310	31402	Name=Major Facilitator Superfamily	PF07690
YLL054C	35063	35162	Name=Fungal Zn(2)-Cys(6) binuclear cluster domain	PF00172
YLL053C	35589	35946	Name=Major intrinsic protein	PF00230
YLL051C	37398	37821	Name=Ferric reductase NAD binding domain	PF08030
YLL051C	37842	38145	Name=FAD-binding domain	PF08022
YLL051C	38262	38610	Name=Ferric reductase like transmembrane component	PF01794
YLL050C	40009	40372	Name=Cofilin/tropomyosin-type actin-binding protein	PF00241
YLL048C	41564	42071	Name=ABC transporter	PF00005
YLL048C	42281	43013	Name=ABC transporter transmembrane region	PF00664
YLL048C	43679	44129	Name=ABC transporter	PF00005
YLL048C	44318	44846	Name=ABC transporter transmembrane region	PF00664
YLL046C	47142	47352	Name=RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	PF00076
YLL045C	48008	48272	Name=Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	PF01248
YLL043W	50673	51519	Name=Major intrinsic protein	PF00230
YLL042C	52101	52449	Name=Autophagocytosis associated protein, active-site domain	PF03987
YLL041C	53178	53397	Name=4Fe-4S dicluster domain	PF13534
YLL041C	53508	53826	Name=2Fe-2S iron-sulfur cluster binding domain	PF13085
YLL040C	54891	55422	Name=Vacuolar-sorting-associated 13 protein C-terminal	PF16909
YLL040C	56193	57027	Name=SHR-binding domain of vacuolar-sorting associated protein 13	PF06650
YLL040C	61107	61815	Name=Repeating coiled region of VPS13	PF16910
YLL040C	62502	63207	Name=Vacuolar sorting-associated protein 13, N-terminal	PF16908
YLL040C	63303	63639	Name=N-terminal region of Chorein or VPS13	PF12624
YLL039C	64073	64286	Name=Ubiquitin family	PF00240
YLL039C	64301	64514	Name=Ubiquitin family	PF00240
YLL039C	64529	64742	Name=Ubiquitin family	PF00240
YLL039C	64757	64970	Name=Ubiquitin family	PF00240
YLL039C	64985	65198	Name=Ubiquitin family	PF00240
YLL038C	66095	66482	Name=ENTH domain	PF01417
YLL036C	67845	68034	Name=Prp19/Pso4-like	PF08606
YLL035W	69318	69786	Name=mRNA cleavage and polyadenylation factor CLP1 P-loop	PF16575
YLL034C	70674	70779	Name=Vps4 C terminal oligomerisation domain	PF09336
YLL034C	70866	70974	Name=AAA+ lid domain	PF17862
YLL034C	71049	71436	Name=ATPase family associated with various cellular activities (AAA)	PF00004
YLL034C	71841	71946	Name=AAA+ lid domain	PF17862
YLL034C	72024	72420	Name=ATPase family associated with various cellular activities (AAA)	PF00004
YLL031C	79278	79551	Name=Type I phosphodiesterase / nucleotide pyrophosphatase	PF01663
YLL029W	81785	82265	Name=Creatinase/Prolidase N-terminal domain	PF01321
YLL029W	82307	82841	Name=Creatinase/Prolidase N-terminal domain	PF16189
YLL029W	82859	83501	Name=Metallopeptidase family M24	PF00557
YLL029W	83522	83708	Name=C-terminal region of peptidase_M24	PF16188
YLL028W	85275	86403	Name=Major Facilitator Superfamily	PF07690
YLL027W	87844	88141	Name=Iron-sulphur cluster biosynthesis	PF01521
YLL026W	88677	88752	Name=Clp amino terminal domain, pathogenicity island component	PF02861
YLL026W	88920	89070	Name=Clp amino terminal domain, pathogenicity island component	PF02861
YLL026W	89250	89601	Name=ATPase family associated with various cellular activities (AAA)	PF00004
YLL026W	89655	89946	Name=AAA lid domain	PF17871
YLL026W	90444	90927	Name=AAA domain (Cdc48 subfamily)	PF07724
YLL026W	90948	91194	Name=C-terminal, D2-small domain, of ClpB protein	PF10431
YLL025W	94825	95098	Name=Seripauperin and TIP1 family	PF00660
YLL024C	95664	97473	Name=Hsp70 protein	PF00012
YLL023C	98050	98776	Name=Transmembrane protein 33/Nucleoporin POM33	PF03661
YLL021W	101079	101160	Name=Spa2 homology domain (SHD) of GIT	PF08518
YLL021W	101229	101310	Name=Spa2 homology domain (SHD) of GIT	PF08518
YLL021W	104919	105294	Name=G protein-coupled receptor kinase-interacting protein 1 C term	PF12205
YLL019C	105739	106957	Name=Protein kinase domain	PF00069
YLL018C	109922	110888	Name=tRNA synthetases class II (D, K and N)	PF00152
YLL018C	110987	111248	Name=OB-fold nucleic acid binding domain	PF01336
YLL015W	117329	118127	Name=ABC transporter transmembrane region	PF00664
YLL015W	118409	118817	Name=ABC transporter	PF00005
YLL015W	119375	120179	Name=ABC transporter transmembrane region	PF00664
YLL015W	120389	120884	Name=ABC transporter	PF00005
YLL014W	121400	121634	Name=EMC6	PF07019
YLL013C	122185	122260	Name=Pumilio-family RNA binding repeat	PF00806
YLL013C	122320	122422	Name=Pumilio-family RNA binding repeat	PF00806
YLL013C	122491	122536	Name=Pumilio-family RNA binding repeat	PF00806
YLL013C	122557	122656	Name=Pumilio-family RNA binding repeat	PF00806
YLL013C	122704	122761	Name=Pumilio-family RNA binding repeat	PF00806
YLL013C	122773	122869	Name=Pumilio-family RNA binding repeat	PF00806
YLL013C	122887	122974	Name=Pumilio-family RNA binding repeat	PF00806
