Gene	start	end	description	database_name
YNL339C	2507	2816	Name=Helicase conserved C-terminal domain	PF00271
YNL339C	3023	3500	Name=DEAD/DEAH box helicase	PF00270
YNL339C	5642	5987	Name=Sir1, ORC-binding domain	PF11603
YNL337W	7168	7417	Name=Protein of unknown function (DUF468)	PF04318
YNL336W	8537	8831	Name=DUP family	PF00674
YNL336W	9101	9389	Name=DUP family	PF00674
YNL335W	11608	11917	Name=HD domain	PF01966
YNL334C	12228	12855	Name=SNO glutamine amidotransferase family	PF01174
YNL333W	13279	13900	Name=SOR/SNZ family	PF01680
YNL332W	14880	15546	Name=NMT1/THI5 like	PF09084
YNL331C	16228	17155	Name=Aldo/keto reductase family	PF00248
YNL330C	18330	19188	Name=Histone deacetylase domain	PF00850
YNL329C	19936	20329	Name=ATPase family associated with various cellular activities (AAA)	PF00004
YNL329C	20779	21193	Name=ATPase family associated with various cellular activities (AAA)	PF00004
YNL326C	27681	28038	Name=DHHC palmitoyltransferase	PF01529
YNL325C	30112	31066	Name=SacI homology domain	PF02383
YNL323W	32226	33147	Name=LEM3 (ligand-effect modulator 3) family / CDC50 family	PF03381
YNL322C	33377	33572	Name=Killer toxin-resistance protein 1	PF17056
YNL321W	35416	35584	Name=Inner membrane component domain	PF03733
YNL321W	36289	36808	Name=Sodium/calcium exchanger protein	PF01699
YNL321W	36931	37399	Name=Sodium/calcium exchanger protein	PF01699
YNL320W	38012	38300	Name=Serine aminopeptidase, S33	PF12146
YNL318C	38718	40140	Name=Sugar (and other) transporter	PF00083
YNL317W	41015	41105	Name=WD domain, G-beta repeat	PF00400
YNL317W	41144	41234	Name=WD domain, G-beta repeat	PF00400
YNL317W	41249	41360	Name=WD domain, G-beta repeat	PF00400
YNL317W	41654	41750	Name=WD domain, G-beta repeat	PF00400
YNL316C	42397	43051	Name=Prephenate dehydratase	PF00800
YNL315C	43350	44160	Name=ATP11 protein	PF06644
YNL312W	48494	48758	Name=OB-fold nucleic acid binding domain	PF01336
YNL312W	48824	49091	Name=Replication protein A C terminal	PF08784
YNL311C	51385	51511	Name=F-box-like	PF12937
YNL310C	52032	52218	Name=DNL zinc finger	PF05180
YNL308C	54268	54565	Name=KRI1-like family C-terminal	PF12936
YNL308C	54712	54991	Name=KRI1-like family	PF05178
YNL307C	56592	57465	Name=Protein kinase domain	PF00069
YNL305C	58921	59647	Name=Inhibitor of apoptosis-promoting Bax1	PF01027
YNL304W	60900	61296	Name=Ras family	PF00071
