Gene	start	end	description	database_name
YPL283C	2416	2725	Name=Helicase conserved C-terminal domain	PF00271
YPL283C	2932	3409	Name=DEAD/DEAH box helicase	PF00270
YPL283C	5551	5896	Name=Sir1, ORC-binding domain	PF11603
YPL282C	7956	8229	Name=Seripauperin and TIP1 family	PF00660
YPL281C	9574	10435	Name=Enolase, C-terminal TIM barrel domain	PF00113
YPL281C	10468	10861	Name=Enolase, N-terminal domain	PF03952
YPL279C	13278	13623	Name=CrcB-like protein, Camphor Resistance (CrcB)	PF02537
YPL274W	23181	24567	Name=Amino acid permease	PF00324
YPL273W	25141	26050	Name=Homocysteine S-methyltransferase	PF02574
YPL272C	27138	27888	Name=Alcohol acetyltransferase	PF07247
YPL271W	30085	30232	Name=Mitochondrial ATP synthase epsilon chain	PF04627
YPL270W	30842	31679	Name=ABC transporter transmembrane region	PF00664
YPL270W	31877	32324	Name=ABC transporter	PF00005
YPL269W	33193	34894	Name=Yeast cortical protein KAR9	PF08580
YPL268W	36127	36343	Name=Phosphoinositide-specific phospholipase C, efhand-like	PF09279
YPL268W	36385	36799	Name=Phosphatidylinositol-specific phospholipase C, X domain	PF00388
YPL268W	37015	37357	Name=Phosphatidylinositol-specific phospholipase C, Y domain	PF00387
YPL266W	39205	39961	Name=Ribosomal RNA adenine dimethylase	PF00398
YPL265W	41313	42711	Name=Amino acid permease	PF00324
YPL264C	43372	43759	Name=EamA-like transporter family	PF00892
YPL264C	43867	44296	Name=EamA-like transporter family	PF00892
YPL263C	44577	44811	Name=Domain of unknown function (DUF4110)	PF13422
YPL263C	44991	45147	Name=Kelch motif	PF07646
YPL263C	45741	45885	Name=Galactose oxidase, central domain	PF13415
YPL263C	46071	46227	Name=Galactose oxidase, central domain	PF13415
YPL262W	47444	48437	Name=Lyase	PF00206
YPL262W	48635	48791	Name=Fumarase C C-terminus	PF10415
YPL260W	49930	50419	Name=Protein of unknown function (DUF2408); Uncharacterised protein family UPF0662	PF10303
YPL260W	50431	50647	Name=Protein of unknown function (DUF2408); Uncharacterised protein family UPF0662	PF10303
YPL260W	50587	50851	Name=Protein of unknown function (DUF2408); Uncharacterised protein family UPF0662	PF10303
YPL259C	51252	52179	Name=Adaptor complexes medium subunit family	PF00928
YPL259C	52275	52524	Name=Clathrin adaptor complex small chain	PF01217
YPL258C	53506	54133	Name=TENA/THI-4/PQQC family	PF03070
YPL258C	54304	55054	Name=Phosphomethylpyrimidine kinase	PF08543
YPL257W	63360	63816	Name=Domain of unknown function (DUF4668)	PF15701
YPL256C	66029	66485	Name=Cyclin, N-terminal domain	PF00134
YPL255W	67755	68235	Name=Spindle pole body component BBP1, Mps2-binding protein	PF15271
YPL255W	68379	68874	Name=Spindle pole body component BBP1, C-terminal	PF15272
YPL254W	69659	70433	Name=Transcriptional regulator of RNA polII, SAGA, subunit	PF12767
YPL253C	71524	71941	Name=Microtubule binding	PF16796
YPL252C	73437	73677	Name=2Fe-2S iron-sulfur cluster binding domain	PF00111
YPL249C-A	75942	76224	Name=Ribosomal protein L36e	PF01158
YPL249C	77409	77988	Name=Rab-GTPase-TBC domain	PF00566
YPL248C	81075	81624	Name=Fungal specific transcription factor domain	PF04082
YPL248C	82077	82206	Name=Gal4-like dimerisation domain	PF03902
YPL248C	82215	82329	Name=Fungal Zn(2)-Cys(6) binuclear cluster domain	PF00172
YPL247C	82927	83038	Name=WD domain, G-beta repeat	PF00400
YPL247C	83248	83347	Name=WD domain, G-beta repeat	PF00400
YPL246C	84721	85144	Name=Rhomboid family	PF01694
YPL245W	85796	86909	Name=Uncharacterized conserved protein (DUF2075)	PF09848
YPL244C	87058	88009	Name=UAA transporter family	PF08449
YPL243W	88586	90170	Name=RNA-binding signal recognition particle 68	PF16969
YPL242C	90921	91350	Name=RasGAP C-terminus	PF03836
YPL242C	91944	92457	Name=GTPase-activator protein for Ras-like GTPase	PF00616
YPL242C	92898	92952	Name=IQ calmodulin-binding motif	PF00612
YPL242C	94458	94773	Name=Calponin homology (CH) domain	PF00307
YPL240C	96546	98076	Name=Hsp90 protein	PF00183
YPL240C	98085	98547	Name=Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	PF02518
YPL239W	99625	99853	Name=Ankyrin repeats (3 copies)	PF12796
YPL237W	100964	101288	Name=Domain found in IF2B/IF5	PF01873
YPL236C	101631	102066	Name=Protein kinase domain	PF00069
YPL236C	102216	102612	Name=Protein kinase domain	PF00069
YPL235W	103292	104318	Name=TIP49 P-loop domain	PF06068
YPL235W	104333	104528	Name=TIP49 AAA-lid domain	PF17856
YPL234C	104966	105140	Name=ATP synthase subunit C	PF00137
YPL234C	105200	105374	Name=ATP synthase subunit C	PF00137
YPL233W	106358	106754	Name=Kinetochore protein Mis14 like; Kinetochore Mis14/Nsl1	PF08641
YPL232W	107383	107947	Name=Syntaxin	PF00804
YPL232W	107953	108109	Name=SNARE domain	PF05739
YPL231W	109078	109558	Name=Fatty acid synthase subunit alpha Acyl carrier domain	PF18325
YPL231W	109648	110251	Name=Fatty acid synthase type I helical domain	PF18314
YPL231W	112198	112822	Name=Beta-ketoacyl synthase, N-terminal domain	PF00109
YPL231W	113218	113485	Name=Beta-ketoacyl synthase, C-terminal domain	PF02801
YPL231W	113956	114253	Name=4'-phosphopantetheinyl transferase superfamily	PF01648
YPL230W	115486	115558	Name=Zinc-finger double domain	PF13465
YPL228W	119219	119873	Name=mRNA capping enzyme, beta chain	PF02940
YPL227C	120432	120939	Name=Glycosyl transferase family 2	PF00535
YPL226W	123528	123915	Name=ABC transporter	PF00005
YPL226W	124254	124950	Name=ABC transporter	PF00005
YPL226W	124596	124749	Name=Chromo (CHRromatin Organisation MOdifier) domain	PF00385
YPL225W	126051	126420	Name=Polysaccharide biosynthesis	PF04669
YPL224C	127035	127686	Name=Cation efflux family	PF01545
YPL222W	130309	132106	Name=Uncharacterized ACR, YdiU/UPF0061 family; Protein adenylyltransferase SelO	PF02696
YPL221W	133124	133526	Name=ML-like domain	PF14558
YPL221W	133541	134831	Name=Transient receptor potential (TRP) ion channel	PF06011
YPL220W	135841	136426	Name=Ribosomal protein L1p/L10e family	PF00687
YPL219W	137773	138148	Name=Cyclin	PF08613
YPL218W	138731	139268	Name=ADP-ribosylation factor family	PF00025
YPL217C	140141	141041	Name=40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal	PF04950
YPL217C	142250	142514	Name=AARP2CN (NUC121) domain	PF08142
YPL217C	142742	142952	Name=ATPase family associated with various cellular activities (AAA)	PF00004
YPL216W	143899	144193	Name=ATP-utilising chromatin assembly and remodelling N-terminal	PF10537
YPL216W	144961	145081	Name=DDT domain	PF02791
YPL216W	146071	146572	Name=Williams-Beuren syndrome DDT (WSD), D-TOX E motif	PF15613
YPL215W	147851	148280	Name=Ubiquinol-cytochrome C chaperone	PF03981
YPL214C	148613	149426	Name=Hydroxyethylthiazole kinase family	PF02110
YPL214C	149555	150155	Name=Thiamine monophosphate synthase	PF02581
YPL213W	150785	151145	Name=Leucine-rich repeat	PF14580
YPL212C	151937	152240	Name=tRNA pseudouridine synthase	PF01416
YPL211W	153501	153744	Name=UPF0113 Pre-PUA domain	PF17833
YPL211W	153783	154020	Name=UPF0113 PUA domain	PF03657
YPL210C	154427	154604	Name=SRP72 RNA-binding domain	PF08492
YPL209C	156528	157281	Name=Protein kinase domain	PF00069
YPL207W	160530	160974	Name=Flavodoxin	PF00258
YPL207W	161331	161880	Name=Radical SAM superfamily	PF04055
YPL207W	161886	162090	Name=Wyosine base formation	PF08608
YPL206C	162862	163576	Name=Glycerophosphoryl diester phosphodiesterase family; Glycerophosphodiester phosphodiesterase domain	PF03009
YPL204W	164306	164957	Name=Protein kinase domain	PF00069
YPL203W	166466	167228	Name=Protein kinase domain	PF00069
YPL202C	168927	169047	Name=Transcription factor AFT	PF08731
YPL202C	169050	169185	Name=Transcription factor AFT	PF08731
YPL199C	172239	172464	Name=Smr domain	PF01713
YPL199C	172488	172677	Name=Domain of unknown function (DUF1771)	PF08590
YPL198W	173179	173389	Name=Ribosomal L30 N-terminal domain	PF08079
YPL198W	173404	173554	Name=Ribosomal protein L30p/L7e	PF00327
YPL196W	175343	175862	Name=TLD	PF07534
YPL195W	176361	178050	Name=Adaptin N terminal region	PF01602
YPL194W	179331	179478	Name=Rad9	PF04139
YPL194W	179961	180402	Name=Rad9	PF04139
YPL193W	182084	182225	Name=Nuclear fragile X mental retardation-interacting protein 1 (NUFIP1)	PF10453
YPL191C	184217	184574	Name=MINDY deubiquitinase	PF04424
YPL190C	186561	186729	Name=RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	PF00076
YPL189C-A	188312	188510	Name=Cytochrome C oxidase assembly factor 2	PF17051
YPL189W	189760	190825	Name=MBOAT, membrane-bound O-acyltransferase family	PF03062
YPL188W	191790	191994	Name=ATP-NAD kinase N-terminal domain	PF01513
YPL188W	192081	192441	Name=ATP-NAD kinase C-terminal domain	PF20143
YPL187W	193651	193906	Name=Mating factor alpha precursor N-terminus	PF05436
YPL187W	193918	193954	Name=Yeast mating factor alpha hormone	PF04648
YPL187W	193981	194017	Name=Yeast mating factor alpha hormone	PF04648
YPL187W	194044	194080	Name=Yeast mating factor alpha hormone	PF04648
YPL187W	194107	194143	Name=Yeast mating factor alpha hormone	PF04648
YPL184C	196030	196162	Name=RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	PF00076
YPL183W-A	199263	199374	Name=Ribosomal protein L36	PF00444
YPL183C	201915	202023	Name=WD domain, G-beta repeat	PF00400
YPL181W	203643	203787	Name=PHD-finger	PF00628
YPL180W	205338	207441	Name=TORC1 subunit TCO89	PF10452
YPL179W	208877	209036	Name=Serine-threonine protein phosphatase N-terminal domain	PF16891
YPL179W	209042	209615	Name=Calcineurin-like phosphoesterase	PF00149
YPL178W	212302	212509	Name=RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	PF00076
YPL177C	213305	213422	Name=Homeobox KN domain	PF05920
YPL176C	216059	216437	Name=Transferrin receptor-like dimerisation domain	PF04253
YPL175W	218756	219023	Name=PIGA (GPI anchor biosynthesis)	PF08288
YPL175W	219230	219653	Name=Glycosyl transferases group 1	PF00534
YPL174C	222515	222701	Name=CAP-Gly domain	PF01302
YPL172C	224547	225255	Name=UbiA prenyltransferase family	PF01040
YPL171C	226267	227323	Name=NADH:flavin oxidoreductase / NADH oxidase family	PF00724
