Gene	start	end	description	database_name	transposons	transposons_normalized
YOL165C	1688	2075	Name=ARYL-ALCOHOL DEHYDROGENASE AAD10-RELATED	PTHR43364:SF2	241	0.623
YOL164W	6223	8101	Name=ALKYL/ARYL-SULFATASE	PTHR43223	2281	1.215
YOL163W	9600	10101	Name=AGR235WP	PTHR43791:SF29	634	1.265
YOL162W	10122	10749	Name=AGR235WP	PTHR43791:SF29	523	0.834
YOL161C	11554	11908	Name=SERIPAUPERIN	PTHR31002	244	0.689
YOL158C	19529	21302	Name=GLUTATHIONE EXCHANGER 1-RELATED	PTHR23501:SF92	1327	0.748
YOL157C	22530	24291	Name=ALPHA-AMYLASE FAMILY MEMBER	PTHR10357	1952	1.108
YOL156W	25384	26965	Name=GALACTOSE TRANSPORTER-RELATED	PTHR48022:SF75	1917	1.213
YOL155C	28834	30529	Name=4.1 G PROTEIN	PTHR23280	496	0.293
YOL154W	34679	35402	Name=PROTEIN ZPS1	PTHR39399	308	0.426
YOL152W	40784	42605	Name=FERRIC/CUPRIC REDUCTASE TRANSMEMBRANE COMPONENT 7	PTHR11972:SF89	1914	1.051
YOL151W	43697	44684	Name=NAD DEPENDENT EPIMERASE/DEHYDRATASE	PTHR10366	393	0.398
YOL149W	44992	45619	Name=DECAPPING PROTEIN 1, ISOFORM A	PTHR16290:SF0	9	0.014
YOL148C	46188	47505	Name=TRANSCRIPTION FACTOR SPT20 HOMOLOG	PTHR13526	188	0.143
YOL147C	47938	48610	Name=PEROXIN 11	PTHR12652:SF10	359	0.534
YOL146W	48867	49440	Name=UNCHARACTERIZED	PTHR22768	20	0.035
YOL145C	49572	52731	Name=RNA POLYMERASE-ASSOCIATED PROTEIN CTR9	PTHR14027	259	0.082
YOL143C	54609	55098	Name=6,7-DIMETHYL-8-RIBITYLLUMAZINE SYNTHASE	PTHR21058:SF0	11	0.022
YOL142W	55564	56245	Name=EXOSOME COMPLEX COMPONENT RRP40	PTHR21321:SF1	26	0.038
YOL141W	56494	58531	Name=TRNA WYBUTOSINE-SYNTHESIZING PROTEIN 4	PTHR46529	1268	0.622
YOL140W	58810	60022	Name=ACETYLORNITHINE AMINOTRANSFERASE, MITOCHONDRIAL	PTHR11986:SF79	26	0.021
YOL139C	60424	60931	Name=AT15894P-RELATED	PTHR11960:SF8	4	0.008
YOL138C	61339	65017	Name=GATOR COMPLEX PROTEIN WDR24	PTHR46200	1124	0.306
YOL137W	65720	67106	Name=BYPASS OF STOP CODON PROTEIN 6	PTHR23514	1045	0.754
YOL136C	67563	68751	Name=6-PHOSPHOFRUCTO-2-KINASE 2	PTHR10606:SF1	599	0.504
YOL135C	69396	70041	Name=MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 7	PTHR21428	102	0.158
YOL133W	70385	70685	Name=OS01G0106800 PROTEIN	PTHR11210:SF45	26	0.087
YOL132W	71306	72653	Name=1,3-BETA-GLUCANOSYLTRANSFERASE GAS1	PTHR31468	1358	1.008
YOL130W	74445	76785	Name=MAGNESIUM AND COBALT TRANSPORT PROTEIN/MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM8	PTHR21535	508	0.217
YOL129W	77626	78100	Name=GEO04055P1	PTHR13180:SF0	568	1.198
YOL128C	78366	79416	Name=GLYCOGEN SYNTHASE KINASE-3 ALPHA	PTHR24057	701	0.668
YOL127W	80351	80774	Name=60S RIBOSOMAL PROTEIN L23A	PTHR11620	0	0
YOL126C	81801	82917	Name=MALATE AND LACTATE DEHYDROGENASE	PTHR11540	1062	0.952
YOL125W	83864	85256	Name=TRNA:M(4)X MODIFICATION ENZYME TRM13 HOMOLOG	PTHR12998:SF0	1232	0.885
YOL124C	85530	86745	Name=RNA METHYLASE-RELATED	PTHR13370	985	0.811
YOL123W	87847	88528	Name=SRA STEM-LOOP-INTERACTING RNA-BINDING PROTEIN, MITOCHONDRIAL	PTHR48031	8	0.012
YOL123W	88513	89443	Name=SRA STEM-LOOP-INTERACTING RNA-BINDING PROTEIN, MITOCHONDRIAL	PTHR48031	13	0.014
YOL122C	89712	91275	Name=MANGANESE TRANSPORTER SMF2	PTHR11706:SF50	1629	1.042
YOL121C	92430	92847	Name=40S RIBOSOMAL PROTEIN S19	PTHR11710	169	0.405
YOL120C	93847	94399	Name=60S RIBOSOMAL PROTEIN L18	PTHR10934	4	0.007
YOL119C	94864	96139	Name=MONOCARBOXYLATE TRANSPORTER	PTHR11360	1089	0.854
YOL116W	99818	100955	Name=PROTEIN MSN1	PTHR37784	503	0.442
YOL115W	101496	103107	Name=INACTIVE NON-CANONICAL POLY(A) RNA POLYMERASE PROTEIN TRF4-2-RELATED	PTHR23092:SF15	163	0.101
YOL114C	103334	103901	Name=PEPTIDE CHAIN RELEASE FACTOR	PTHR11075	485	0.855
YOL113W	104362	104917	Name=SERINE/THREONINE-PROTEIN KINASE CLA4-RELATED	PTHR48015:SF6	303	0.546
YOL113W	105058	106288	Name=SERINE/THREONINE-PROTEIN KINASE CLA4-RELATED	PTHR48015:SF6	732	0.595
YOL112W	106950	108147	Name=TBC1 DOMAIN FAMILY MEMBER 30	PTHR22957:SF289	1224	1.023
YOL110W	109194	109878	Name=GOLGI AUTOANTIGEN, GOLGIN SUBFAMILY A, 7	PTHR13254	4688	6.854
YOL107W	112159	113122	Name=PLACENTAL PROTEIN 6	PTHR13377	818	0.849
YOL105C	114410	115127	Name=CELL WALL INTEGRITY AND STRESS RESPONSE COMPONENT 3	PTHR24269:SF21	295	0.411
YOL105C	115097	115805	Name=CELL WALL INTEGRITY AND STRESS RESPONSE COMPONENT 3	PTHR24269:SF21	311	0.439
YOL103W	124262	125750	Name=PROTON MYO-INOSITOL COTRANSPORTER	PTHR48020	661	0.444
YOL102C	126080	126671	Name=PUTATIVE PHOSPHOTRANSFERASE	PTHR12684	26	0.044
YOL101C	127011	127737	Name=ADIPOR-LIKE RECEPTOR IZH1	PTHR20855:SF95	110	0.152
YOL100W	129546	132312	Name=SERINE/THREONINE-PROTEIN KINASE	PTHR24356	837	0.303
YOL098C	132790	135829	Name=PRESEQUENCE PROTEASE	PTHR43016	1337	0.44
YOL097C	136583	137756	Name=TRYPTOPHAN--TRNA LIGASE, CYTOPLASMIC	PTHR10055:SF1	35	0.03
YOL096C	138112	138997	Name=METHYLTRANSFERASE	PTHR43464	144	0.163
YOL095C	139229	141344	Name=ATP-DEPENDENT DNA HELICASE HMI1, MITOCHONDRIAL	PTHR11070:SF46	626	0.296
YOL094C	141592	142543	Name=REPLICATION FACTOR C / DNA POLYMERASE III GAMMA-TAU SUBUNIT	PTHR11669	64	0.067
YOL093W	142833	143673	Name=TRNA (GUANINE-9-) METHYLTRANSFERASE	PTHR13563	568	0.676
YOL092W	144210	144504	Name=SEVEN TRANSMEMBRANE PROTEIN 1-RELATED	PTHR16201	231	0.786
YOL092W	144507	145113	Name=SEVEN TRANSMEMBRANE PROTEIN 1-RELATED	PTHR16201	455	0.751
YOL090W	147463	150175	Name=DNA MISMATCH REPAIR PROTEIN MSH2	PTHR11361:SF35	594	0.219
YOL089C	150607	153217	Name=HALOTOLERANCE PROTEIN 9	PTHR46910:SF24	1123	0.43
YOL088C	154229	154694	Name=PROTEIN DISULFIDE-ISOMERASE C17H9.14C	PTHR45672:SF11	325	0.699
YOL087C	155310	155448	Name=WD REPEAT-CONTAINING PROTEIN 48	PTHR19862	15	0.109
YOL087C	155460	157362	Name=WD REPEAT-CONTAINING PROTEIN 48	PTHR19862	358	0.188
YOL087C	157587	158622	Name=WD REPEAT-CONTAINING PROTEIN 48	PTHR19862	62	0.06
YOL086W-A	159182	159434	Name=CENTROMERE PROTEIN S	PTHR22980:SF0	725	2.877
YOL086C	159550	160588	Name=ALCOHOL DEHYDROGENASE 1-RELATED	PTHR42940	711	0.685
