Gene	start	end	description	database_name	transposons	transposons_normalized
YNL339C	521	3914	Name=HELICASE WITH DEATH DOMAIN-RELATED	PTHR14074	6161	1.816
YNL335W	11458	12121	Name=-	PTHR35569	709	1.069
YNL334C	12234	12873	Name=PYRIDOXAL 5'-PHOSPHATE SYNTHASE SUBUNIT SNO	PTHR31559	1291	2.02
YNL333W	13273	14119	Name=PYRIDOXAL 5'-PHOSPHATE SYNTHASE SUBUNIT SNZ1-RELATED	PTHR31829	1117	1.32
YNL332W	14835	15759	Name=4-AMINO-5-HYDROXYMETHYL-2-METHYLPYRIMIDINE PHOSPHATE SYNTHASE THI11-RELATED	PTHR31528	1271	1.376
YNL331C	16120	17245	Name=ARYL-ALCOHOL DEHYDROGENASE AAD10-RELATED	PTHR43364:SF2	561	0.499
YNL330C	18060	19254	Name=HISTONE DEACETYLASE	PTHR10625	16	0.013
YNL329C	19549	21691	Name=AAA-FAMILY ATPASE	PTHR23077	594	0.277
YNL328C	22836	23271	Name=MITOCHONDRIAL DNAJ HOMOLOG 2	PTHR12763:SF29	558	1.283
YNL326C	27513	28296	Name=PALMITOYLTRANSFERASE ZDHHC20	PTHR22883:SF290	358	0.457
YNL325C	29077	31288	Name=POLYPHOSPHOINOSITIDE PHOSPHATASE	PTHR45738	558	0.252
YNL323W	32007	33180	Name=ALKYLPHOSPHOCHOLINE RESISTANCE PROTEIN LEM3	PTHR10926:SF20	82	0.07
YNL321W	34789	37411	Name=CATION/H+ EXCHANGER PROTEIN 1-RELATED	PTHR31503:SF10	1596	0.609
YNL320W	37727	38534	Name=ALPHA/BETA HYDROLASE DOMAIN-CONTAINING PROTEIN	PTHR12277	706	0.875
YNL318C	38712	40314	Name=HEXOSE TRANSPORTER HXT14	PTHR48022:SF50	1010	0.63
YNL317W	40637	41975	Name=WD40 REPEAT PROTEIN	PTHR22836	78	0.058
YNL316C	42085	43063	Name=PREPHENATE DEHYDRATASE  P PROTEIN	PTHR21022	535	0.547
YNL315C	43344	44160	Name=ATP SYNTHASE MITOCHONDRIAL F1 COMPLEX ASSEMBLY FACTOR 1	PTHR13126:SF0	58	0.071
YNL313C	45316	47977	Name=UNCHARACTERIZED	PTHR16193	59	0.022
YNL312W	48302	49097	Name=REPLICATION PROTEIN A2	PTHR13989:SF16	25	0.031
YNL310C	51966	52275	Name=DNL-TYPE ZINC FINGER PROTEIN	PTHR20922:SF13	28	0.091
YNL308C	54145	55873	Name=ZINC FINGER, ZZ TYPE	PTHR14490	101	0.058
YNL307C	56472	57570	Name=GLYCOGEN SYNTHASE KINASE-3 ALPHA	PTHR24057	4827	4.396
