Gene	start	end	description	database_name	transposons	transposons_normalized
YNL339C	2366	2813	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194	373	0.834
YNL335W	11608	11938	Name=HD domain profile.	PS51831	352	1.067
YNL334C	12210	12855	Name=Glutamine amidotransferase type 1 domain profile.	PS51273	1197	1.856
YNL334C	12228	12864	Name=PdxT/SNO family profile.	PS51130	1197	1.882
YNL334C	12690	12720	Name=PdxT/SNO family family signature.	PS01236	332	11.067
YNL333W	13285	14161	Name=PdxS/SNZ family profile.	PS51129	1107	1.264
YNL333W	13879	13933	Name=PdxS/SNZ family signature.	PS01235	255	4.722
YNL329C	19966	20020	Name=AAA-protein family signature.	PS00674	42	0.778
YNL328C	22836	23019	Name=dnaJ domain profile.	PS50076	239	1.306
YNL326C	27885	28035	Name=DHHC domain profile.	PS50216	11	0.073
YNL325C	29794	30880	Name=Sac phosphatase domain profile.	PS50275	252	0.232
YNL319W	38645	38741	Name=Prokaryotic membrane lipoprotein lipid attachment site profile.	PS51257	8	0.083
YNL318C	38751	40140	Name=Major facilitator superfamily (MFS) profile.	PS50850	941	0.677
YNL318C	39717	39792	Name=Sugar transport proteins signature 2.	PS00217	540	7.2
YNL317W	41012	41108	Name=Trp-Asp (WD) repeats circular profile.	PS50294	2	0.021
YNL317W	41138	41249	Name=Trp-Asp (WD) repeats circular profile.	PS50294	0	0
YNL317W	41138	41261	Name=Trp-Asp (WD) repeats profile.	PS50082	0	0
YNL317W	41264	41360	Name=Trp-Asp (WD) repeats circular profile.	PS50294	1	0.01
YNL317W	41264	41387	Name=Trp-Asp (WD) repeats profile.	PS50082	1	0.008
YNL317W	41657	41750	Name=Trp-Asp (WD) repeats circular profile.	PS50294	3	0.032
YNL316C	42109	42343	Name=ACT domain profile.	PS51671	194	0.829
YNL316C	42403	43054	Name=Prephenate dehydratase domain profile.	PS51171	310	0.476
YNL313C	45910	46009	Name=TPR repeat profile.	PS50005	2	0.02
YNL313C	46012	46111	Name=TPR repeat profile.	PS50005	0	0
YNL311C	51388	51526	Name=F-box domain profile.	PS50181	82	0.594
YNL310C	51954	52239	Name=Zinc finger DNL-type profile.	PS51501	72	0.253
YNL307C	56592	57468	Name=Protein kinase domain profile.	PS50011	3883	4.433
YNL307C	57057	57093	Name=Serine/Threonine protein kinases active-site signature.	PS00108	1518	42.167
YNL307C	57366	57450	Name=Protein kinases ATP-binding region signature.	PS00107	584	6.952
YNL304W	60555	61545	Name=small GTPase Rab1 family profile.	PS51419	1313	1.326
YNL302C	62616	62673	Name=Ribosomal protein S19e signature.	PS00628	0	0
YNL301C	64361	64412	Name=Ribosomal protein L18e signature.	PS01106	59	1.157
YNL298W	69098	69452	Name=PH domain profile.	PS50003	9	0.025
YNL298W	69467	69506	Name=CRIB domain profile.	PS50108	0	0
YNL298W	70553	71390	Name=Protein kinase domain profile.	PS50011	14	0.017
YNL298W	70982	71018	Name=Serine/Threonine protein kinases active-site signature.	PS00108	10	0.278
YNL293W	81309	82008	Name=TBC/rab GAP domain profile.	PS50086	348	0.498
YNL286W	95358	95613	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102	137	0.537
YNL283C	106341	106620	Name=WSC domain profile.	PS51212	54	0.194
YNL280C	109136	109205	Name=Sterol reductase family signature 2.	PS01018	0	0
YNL280C	109793	109838	Name=Sterol reductase family signature 1.	PS01017	1	0.022
YNL278W	113496	113883	Name=PH domain profile.	PS50003	284	0.734
YNL274C	121393	121441	Name=D-isomer specific 2-hydroxyacid dehydrogenases signature 3.	PS00671	176	3.667
YNL274C	121462	121528	Name=D-isomer specific 2-hydroxyacid dehydrogenases signature 2.	PS00670	12	0.182
YNL274C	121588	121672	Name=D-isomer specific 2-hydroxyacid dehydrogenases NAD-binding signature.	PS00065	83	0.988
YNL271C	129905	130007	Name=Diaphanous autoregulatory domain (DAD) profile.	PS51231	28	0.275
YNL271C	130085	131339	Name=Formin homology-2 (FH2) domain profile.	PS51444	99	0.079
YNL271C	133295	134861	Name=Rho GTPase-binding/formin homology 3 (GBD/FH3) domain profile.	PS51232	65	0.042
YNL270C	137271	137364	Name=Amino acid permeases signature.	PS00218	110	1.183
YNL268W	138967	139060	Name=Amino acid permeases signature.	PS00218	23	0.247
YNL267W	140881	141277	Name=PIK helical domain profile.	PS51545	8	0.02
YNL267W	143251	144001	Name=Phosphatidylinositol 3- and 4-kinases family profile.	PS50290	4	0.005
