Gene	start	end	description	database_name	transposons	transposons_normalized
YOL161C	11605	11623	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	0	0
YOL158C	19583	21125	Name=Major facilitator superfamily (MFS) profile.	PS50850	1105	0.717
YOL156W	25465	26818	Name=Major facilitator superfamily (MFS) profile.	PS50850	1554	1.149
YOL156W	25789	25864	Name=Sugar transport proteins signature 2.	PS00217	1420	18.933
YOL156W	26392	26443	Name=Sugar transport proteins signature 1.	PS00216	988	19.373
YOL152W	41711	42005	Name=Ferredoxin reductase-type FAD binding domain profile.	PS51384	220	0.748
YOL145C	52035	52134	Name=TPR repeat profile.	PS50005	0	0
YOL144W	53119	53347	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102	9	0.039
YOL140W	59485	59602	Name=Aminotransferases class-III pyridoxal-phosphate attachment site.	PS00600	5	0.043
YOL139C	60679	60748	Name=Eukaryotic initiation factor 4E signature.	PS00813	0	0
YOL138C	61354	61471	Name=Zinc finger RING-type profile.	PS50089	66	0.564
YOL138C	64162	64255	Name=Trp-Asp (WD) repeats circular profile.	PS50294	1	0.011
YOL138C	64462	64588	Name=Trp-Asp (WD) repeats profile.	PS50082	1	0.008
YOL138C	64474	64588	Name=Trp-Asp (WD) repeats circular profile.	PS50294	1	0.009
YOL138C	64486	64528	Name=Trp-Asp (WD) repeats signature.	PS00678	1	0.024
YOL137W	65861	67106	Name=Major facilitator superfamily (MFS) profile.	PS50850	998	0.802
YOL133W	70490	70658	Name=Zinc finger RING-type profile.	PS50089	3	0.018
YOL128C	78492	79356	Name=Protein kinase domain profile.	PS50011	628	0.727
YOL128C	78936	78972	Name=Serine/Threonine protein kinases active-site signature.	PS00108	421	11.694
YOL128C	79245	79338	Name=Protein kinases ATP-binding region signature.	PS00107	87	0.935
YOL127W	80708	80753	Name=Ribosomal protein L23 signature.	PS00050	0	0
YOL126C	82350	82386	Name=Malate dehydrogenase active site signature.	PS00068	168	4.667
YOL125W	84050	84131	Name=Zinc finger CHHC U11-48K-type profile.	PS51800	126	1.556
YOL124C	85458	86751	Name=tRNA methyltransferase 11 (TRM11) (EC 2.1.1.-) family profile.	PS51627	986	0.763
YOL124C	85875	85893	Name=N-6 Adenine-specific DNA methylases signature.	PS00092	662	36.778
YOL123W	88321	88567	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102	5	0.02
