Gene	start	end	description	database_name
YML133C	2521	3550	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YML131W	10201	10588	Name=GroES-like	SSF50129
YML131W	10606	11161	Name=NAD(P)-binding Rossmann-fold domains	SSF51735
YML130C	11905	13012	Name=ERO1-like	SSF110019
YML126C	19068	19884	Name=Thiolase-like	SSF53901
YML126C	19893	20391	Name=Thiolase-like	SSF53901
YML125C	20802	21219	Name=Ferredoxin reductase-like, C-terminal NADP-linked domain	SSF52343
YML125C	21174	21510	Name=Riboflavin synthase domain-like	SSF63380
YML124C	22363	22942	Name=Tubulin C-terminal domain-like	SSF55307
YML124C	22948	23680	Name=Tubulin nucleotide-binding domain-like	SSF52490
YML123C	24135	25662	Name=MFS general substrate transporter	SSF103473
YML121W	26942	27488	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YML120C	28580	29132	Name=FAD/NAD(P)-binding domain	SSF51905
YML120C	28964	29645	Name=FAD/NAD(P)-binding domain	SSF51905
YML118W	32634	33819	Name=DNase I-like	SSF56219
YML117W	36199	36703	Name=RNA-binding domain, RBD	SSF54928
YML116W	38412	39762	Name=MFS general substrate transporter	SSF103473
YML115C	40234	41218	Name=Nucleotide-diphospho-sugar transferases	SSF53448
YML110C	50066	50747	Name=S-adenosyl-L-methionine-dependent methyltransferases	SSF53335
YML108W	54799	55108	Name=Hypothetical protein Yml108w	SSF89975
YML106W	56794	57388	Name=PRTase-like	SSF53271
YML105C	58093	58417	Name=SRP19	SSF69695
YML104C	59619	59979	Name=PX domain	SSF64268
YML102W	68318	69512	Name=WD40 repeat-like	SSF50978
YML100W	71647	73018	Name=UDP-Glycosyltransferase/glycogen phosphorylase	SSF53756
YML100W	73138	73477	Name=HAD-like	SSF56784
YML099C	76869	77004	Name=Zn2/Cys6 DNA-binding domain	SSF57701
YML098W	77300	77426	Name=Histone-fold	SSF47113
YML097C	78358	78493	Name=UBA-like	SSF46934
YML097C	78736	79516	Name=VPS9 domain	SSF109993
YML096W	80020	80437	Name=N-terminal nucleophile aminohydrolases (Ntn hydrolases)	SSF56235
YML096W	80560	81406	Name=Adenine nucleotide alpha hydrolases-like	SSF52402
YML095C	81486	81837	Name=Restriction endonuclease-like	SSF52980
YML094W	82317	82692	Name=Prefoldin	SSF46579
YML092C	85992	86736	Name=N-terminal nucleophile aminohydrolases (Ntn hydrolases)	SSF56235
YML088W	92259	92496	Name=F-box domain	SSF81383
YML088W	92589	93621	Name=WD40 repeat-like	SSF50978
YML087C	94475	94886	Name=Ferredoxin reductase-like, C-terminal NADP-linked domain	SSF52343
YML087C	94847	95168	Name=Riboflavin synthase domain-like	SSF63380
YML086C	96795	97344	Name=FAD-binding/transporter-associated domain-like	SSF56176
YML085C	98080	98659	Name=Tubulin C-terminal domain-like	SSF55307
YML085C	98665	99397	Name=Tubulin nucleotide-binding domain-like	SSF52490
YML082W	102765	103791	Name=PLP-dependent transferases	SSF53383
YML081W	104951	105098	Name=beta-beta-alpha zinc fingers	SSF57667
YML080W	108902	109811	Name=FMN-linked oxidoreductases	SSF51395
YML079W	110289	110820	Name=RmlC-like cupins	SSF51182
YML078W	111059	111548	Name=Cyclophilin-like	SSF50891
YML077W	111868	112324	Name=SNARE-like	SSF64356
YML076C	114987	115149	Name=Zn2/Cys6 DNA-binding domain	SSF57701
YML075C	115853	117095	Name=Substrate-binding domain of HMG-CoA reductase	SSF56542
YML075C	116318	116672	Name=NAD-binding domain of HMG-CoA reductase	SSF55035
YML074C	120097	120568	Name=FKBP-like	SSF54534
YML073C	123818	124076	Name=Translation proteins SH3-like domain	SSF50104
YML072C	124816	125110	Name=C2 domain (Calcium/lipid-binding domain, CaLB)	SSF49562
YML072C	125617	125968	Name=C2 domain (Calcium/lipid-binding domain, CaLB)	SSF49562
YML072C	126682	127072	Name=C2 domain (Calcium/lipid-binding domain, CaLB)	SSF49562
YML072C	127027	127384	Name=C2 domain (Calcium/lipid-binding domain, CaLB)	SSF49562
YML072C	127510	127909	Name=C2 domain (Calcium/lipid-binding domain, CaLB)	SSF49562
YML070W	133508	134540	Name=DAK1/DegV-like	SSF82549
YML070W	134597	135224	Name=DhaL-like	SSF101473
YML069W	136211	136922	Name=PH domain-like	SSF50729
YML068W	138078	138255	Name=RING/U-box	SSF57850
YML068W	138720	138888	Name=RING/U-box	SSF57850
YML065W	142213	142852	Name=BAH domain	SSF82061
YML065W	143521	144376	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YML064C	145231	145822	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YML061C	149249	150434	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YML061C	150206	151349	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YML060W	151877	152231	Name=TATA-box binding protein-like	SSF55945
YML060W	152234	152846	Name=DNA-glycosylase	SSF48150
YML059C	153329	154157	Name=FabD/lysophospholipase-like	SSF52151
YML059C	155033	155402	Name=cAMP-binding domain-like	SSF51206
YML059C	155411	155828	Name=cAMP-binding domain-like	SSF51206
YML059C	156920	157652	Name=cAMP-binding domain-like	SSF51206
YML057W	160396	161968	Name=Metallo-dependent phosphatases	SSF56300
YML056C	162625	164077	Name=Inosine monophosphate dehydrogenase (IMPDH)	SSF51412
YML056C	163477	163804	Name=CBS-domain pair	SSF54631
YML054C	165583	166738	Name=FMN-linked oxidoreductases	SSF51395
YML054C	166786	167047	Name=Cytochrome b5-like heme/steroid binding domain	SSF55856
YML051W	171603	172182	Name=NAD(P)-binding Rossmann-fold domains	SSF51735
YML051W	172059	172578	Name=Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain	SSF55347
YML051W	172641	172884	Name=NAD(P)-binding Rossmann-fold domains	SSF51735
YML050W	173772	174069	Name=Thioredoxin-like	SSF52833
YML046W	181705	182926	Name=TPR-like	SSF48452
YML042W	193001	194132	Name=CoA-dependent acyltransferases	SSF52777
YML042W	194135	194783	Name=CoA-dependent acyltransferases	SSF52777
YML038C	202987	203197	Name=Multidrug resistance efflux transporter EmrE	SSF103481
YML038C	203638	203875	Name=Multidrug resistance efflux transporter EmrE	SSF103481
YML036W	205663	206116	Name=PF0523-like	SSF143870
YML035C	206472	208320	Name=Metallo-dependent hydrolases	SSF51556
YML032C	213384	213873	Name=dsRNA-binding domain-like	SSF54768
YML029W	218127	218325	Name=Ubiquitin-like	SSF54236
YML028W	220150	220723	Name=Thioredoxin-like	SSF52833
YML027W	221922	222111	Name=Homeodomain-like	SSF46689
YML026C	223399	223783	Name=S13-like H2TH domain	SSF46946
YML025C	224546	225236	Name=Ribosomal protein L4	SSF52166
YML024W	225892	226075	Name=Rps17e-like	SSF116820
YML022W	228958	229462	Name=PRTase-like	SSF53271
YML021C	229808	230510	Name=Uracil-DNA glycosylase-like	SSF52141
YML020W	232211	232721	Name=alpha/beta-Hydrolases	SSF53474
YML018C	234845	235112	Name=Multidrug resistance efflux transporter EmrE	SSF103481
YML018C	235343	235580	Name=Multidrug resistance efflux transporter EmrE	SSF103481
YML016C	239562	240396	Name=Metallo-dependent phosphatases	SSF56300
YML015C	242435	242633	Name=Histone-fold	SSF47113
YML014W	243240	243738	Name=S-adenosyl-L-methionine-dependent methyltransferases	SSF53335
YML010W	249240	249426	Name=Translation proteins SH3-like domain	SSF50104
