Gene	start	end	description	database_name
YAL067C	7345	8638	Name=MFS general substrate transporter	SSF103473
YAL062W	31576	32128	Name=Aminoacid dehydrogenase-like, N-terminal domain	SSF53223
YAL062W	32122	32929	Name=NAD(P)-binding Rossmann-fold domains	SSF51735
YAL061W	33451	34042	Name=GroES-like	SSF50129
YAL061W	33943	34459	Name=NAD(P)-binding Rossmann-fold domains	SSF51735
YAL060W	35158	35752	Name=GroES-like	SSF50129
YAL060W	35647	36160	Name=NAD(P)-binding Rossmann-fold domains	SSF51735
YAL058W	37554	38160	Name=Concanavalin A-like lectins/glucanases	SSF49899
YAL058W	38187	38607	Name=P-domain of calnexin/calreticulin	SSF63887
YAL056W	40036	40528	Name=Galactose oxidase, central domain	SSF50965
YAL056W	40477	41674	Name=Galactose oxidase, central domain	SSF50965
YAL054C	42898	44797	Name=Acetyl-CoA synthetase-like	SSF56801
YAL051W	48729	48864	Name=Zn2/Cys6 DNA-binding domain	SSF57701
YAL049C	51875	52514	Name=alpha/beta-Hydrolases	SSF53474
YAL048C	52950	53454	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YAL048C	53598	54234	Name=EF-hand	SSF47473
YAL048C	54138	54780	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YAL046C	57061	57331	Name=BolA-like	SSF82657
YAL044W-A	57530	57842	Name=BolA-like	SSF82657
YAL044C	57964	58336	Name=Single hybrid motif	SSF51230
YAL041W	63644	64265	Name=DBL homology domain (DH-domain)	SSF48065
YAL041W	64259	64844	Name=PH domain-like	SSF50729
YAL041W	65093	65399	Name=CAD & PB1 domains	SSF54277
YAL040C	66902	67313	Name=Cyclin-like	SSF47954
YAL038W	71834	72869	Name=Phosphoenolpyruvate/pyruvate domain	SSF51621
YAL038W	72050	72350	Name=PK beta-barrel domain-like	SSF50800
YAL038W	72893	73286	Name=PK C-terminal domain-like	SSF52935
YAL036C	75048	75288	Name=TGS-like	SSF81271
YAL036C	75231	75948	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YAL035W	77639	78515	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YAL035W	78620	78998	Name=Initiation factor IF2/eIF5b, domain 3	SSF52156
YAL035W	79016	79430	Name=Translation proteins	SSF50447
YAL034C	80733	81018	Name=Homeodomain-like	SSF46689
YAL033W	82709	83111	Name=Rnp2-like	SSF160350
YAL030W	87361	87553	Name=SNARE fusion complex	SSF58038
YAL029C	89804	92090	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YAL029C	92078	92267	Name=Myosin S1 fragment, N-terminal domain	SSF50084
YAL026C	96001	99103	Name=Calcium ATPase, transmembrane domain M	SSF81665
YAL026C	96706	98059	Name=HAD-like	SSF56784
YAL026C	97270	98002	Name=Metal cation-transporting ATPase, ATP-binding domain N	SSF81660
YAL026C	98410	98821	Name=Calcium ATPase, transduction domain A	SSF81653
YAL024C	101570	105848	Name=Ras GEF	SSF48366
YAL023C	106976	107513	Name=MIR domain	SSF82109
YAL022C	108903	110205	Name=MFS general substrate transporter	SSF103473
YAL021C	110881	111850	Name=DNase I-like	SSF56219
YAL021C	111973	112363	Name=L domain-like	SSF52058
YAL020C	113703	114603	Name=RCC1/BLIP-II	SSF50985
YAL019W	116509	117322	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YAL019W	117328	118231	Name=P-loop containing nucleoside triphosphate hydrolases	SSF52540
YAL017W	121596	121809	Name=PYP-like sensor domain (PAS domain)	SSF55785
YAL017W	123495	124287	Name=Protein kinase-like (PK-like)	SSF56112
YAL016W	124978	126757	Name=ARM repeat	SSF48371
YAL015C	127148	127688	Name=DNA-glycosylase	SSF48150
YAL014C	128344	128554	Name=SNARE fusion complex	SSF58038
YAL012W	130823	131972	Name=PLP-dependent transferases	SSF53383
YAL007C	137997	138213	Name=Supernatant protein factor (SPF), C-terminal domain	SSF101576
YAL005C	139589	139826	Name=Heat shock protein 70kD (HSP70), C-terminal subdomain	SSF100934
