Gene	start	end	description	database_name
YCL073C	6634	8134	Name=MFS general substrate transporter	SSF103473
YCL069W	9715	10276	Name=MFS general substrate transporter	SSF103473
YCL069W	10108	11023	Name=MFS general substrate transporter	SSF103473
YCL067C	12424	12625	Name=Homeodomain-like	SSF46689
YCL064C	15923	16868	Name=Tryptophan synthase beta subunit-like PLP-dependent enzymes	SSF53686
YCL059C	22710	23019	Name=Eukaryotic type KH-domain (KH-domain type I)	SSF54791
YCL057W	24876	26895	"Name=Metalloproteases (""zincins""), catalytic domain"	SSF55486
YCL054W	31521	32058	Name=S-adenosyl-L-methionine-dependent methyltransferases	SSF53335
YCL050C	38306	38672	Name=HIT-like	SSF54197
YCL048W	42381	42681	Name=L domain-like	SSF52058
YCL048W	43023	43359	Name=L domain-like	SSF52058
YCL047C	43675	44353	Name=Nucleotidylyl transferase	SSF52374
YCL043C	48727	49123	Name=Thioredoxin-like	SSF52833
YCL043C	49132	49501	Name=Thioredoxin-like	SSF52833
YCL043C	49504	49795	Name=Thioredoxin-like	SSF52833
YCL043C	49804	50134	Name=Thioredoxin-like	SSF52833
YCL040W	50883	51528	Name=Actin-like ATPase domain	SSF53067
YCL040W	51573	52335	Name=Actin-like ATPase domain	SSF53067
YCL039W	53488	54868	Name=WD40 repeat-like	SSF50978
YCL038C	54976	56443	Name=MFS general substrate transporter	SSF103473
YCL037C	57703	57919	Name=Winged helix DNA-binding domain	SSF46785
YCL036W	59872	60460	Name=Ribonuclease H-like	SSF53098
YCL035C	60855	61152	Name=Thioredoxin-like	SSF52833
YCL034W	61706	62120	Name=ENTH/VHS domain	SSF48464
YCL034W	62363	62543	Name=GAT-like domain	SSF89009
YCL033C	62781	63165	Name=Mss4-like	SSF51316
YCL032W	63525	63756	Name=SAM/Pointed domain	SSF47769
YCL032W	64185	64422	Name=Ubiquitin-like	SSF54236
YCL030C	65969	67193	Name=ALDH-like	SSF53720
YCL030C	67349	67598	Name=all-alpha NTP pyrophosphatases	SSF101386
YCL030C	67604	67907	Name=HisI-like	SSF141734
YCL029C	69600	69906	Name=Cap-Gly domain	SSF74924
YCL027W	73108	73336	Name=SH3-domain	SSF50044
YCL026C-B	73428	73965	Name=FMN-dependent nitroreductase-like	SSF55469
YCL026C-A	74730	75267	Name=FMN-dependent nitroreductase-like	SSF55469
