Gene	start	end	description	database_name
YLL067C	2534	2981	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194
YLL066C	8069	8516	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194
YLL064C	13139	13157	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724
YLL062C	16653	17595	Name=Homocysteine-binding domain profile.	PS50970
YLL060C	21140	21521	Name=Soluble glutathione S-transferase C-terminal domain profile.	PS50405
YLL060C	21536	21788	Name=Soluble glutathione S-transferase N-terminal domain profile.	PS50404
YLL054C	35072	35162	Name=Zn(2)-C6 fungal-type DNA-binding domain profile.	PS50048
YLL054C	35078	35162	Name=Zn(2)-C6 fungal-type DNA-binding domain signature.	PS00463
YLL051C	37833	38235	Name=Ferredoxin reductase-type FAD binding domain profile.	PS51384
YLL050C	40003	40399	Name=ADF-H domain profile.	PS51263
YLL048C	41357	42122	Name=ATP-binding cassette, ABC transporter-type domain profile.	PS50893
YLL048C	41606	41648	Name=ABC transporters family signature.	PS00211
YLL048C	42230	43169	Name=ABC transporter integral membrane type-1 fused domain profile.	PS50929
YLL048C	43460	44183	Name=ATP-binding cassette, ABC transporter-type domain profile.	PS50893
YLL048C	43718	43760	Name=ABC transporters family signature.	PS00211
YLL048C	44279	45188	Name=ABC transporter integral membrane type-1 fused domain profile.	PS50929
YLL046C	46770	47043	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102
YLL046C	47121	47358	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102
YLL045C	48068	48119	Name=Ribosomal protein L7Ae signature.	PS01082
YLL043W	50988	51012	Name=MIP family signature.	PS00221
YLL041C	53334	53424	Name=4Fe-4S ferredoxin-type iron-sulfur binding domain profile.	PS51379
YLL041C	53361	53394	Name=4Fe-4S ferredoxin-type iron-sulfur binding region signature.	PS00198
YLL041C	53550	53823	Name=2Fe-2S ferredoxin-type iron-sulfur binding domain profile.	PS51085
YLL041C	53646	53670	Name=2Fe-2S ferredoxin-type iron-sulfur binding region signature.	PS00197
YLL039C	64067	64292	Name=Ubiquitin domain profile.	PS50053
YLL039C	64139	64214	Name=Ubiquitin domain signature.	PS00299
YLL039C	64295	64520	Name=Ubiquitin domain profile.	PS50053
YLL039C	64367	64442	Name=Ubiquitin domain signature.	PS00299
YLL039C	64523	64748	Name=Ubiquitin domain profile.	PS50053
YLL039C	64595	64670	Name=Ubiquitin domain signature.	PS00299
YLL039C	64751	64976	Name=Ubiquitin domain profile.	PS50053
YLL039C	64823	64898	Name=Ubiquitin domain signature.	PS00299
YLL039C	64979	65204	Name=Ubiquitin domain profile.	PS50053
YLL039C	65051	65126	Name=Ubiquitin domain signature.	PS00299
YLL038C	66080	66497	Name=ENTH domain profile.	PS50942
YLL036C	68043	68253	Name=U-box domain profile.	PS51698
YLL034C	72051	72105	Name=AAA-protein family signature.	PS00674
YLL029W	83324	83360	Name=Aminopeptidase P and proline dipeptidase signature.	PS00491
YLL028W	85248	86562	Name=Major facilitator superfamily (MFS) profile.	PS50850
YLL027W	88096	88147	Name=Hypothetical hesB/yadR/yfhF family signature.	PS01152
YLL026W	88635	89073	Name=Clp repeat (R) domain profile.	PS51903
YLL026W	89511	89547	Name=Chaperonins clpA/B signature 1.	PS00870
YLL026W	90543	90597	Name=Chaperonins clpA/B signature 2.	PS00871
YLL025W	95044	95062	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724
YLL024C	96450	96492	Name=Heat shock hsp70 proteins family signature 3.	PS01036
YLL024C	96864	96903	Name=Heat shock hsp70 proteins family signature 2.	PS00329
YLL024C	97443	97464	Name=Heat shock hsp70 proteins family signature 1.	PS00297
YLL019C	105739	106960	Name=Protein kinase domain profile.	PS50011
YLL019C	106555	106591	Name=Serine/Threonine protein kinases active-site signature.	PS00108
YLL019C	106870	106942	Name=Protein kinases ATP-binding region signature.	PS00107
YLL018C-A	108762	108891	Name=Coiled coil-helix-coiled coil-helix (CHCH) domain profile.	PS51808
YLL018C	109928	110831	Name=Aminoacyl-transfer RNA synthetases class-II family profile.	PS50862
YLL015W	117338	118166	Name=ABC transporter integral membrane type-1 fused domain profile.	PS50929
YLL015W	118349	119045	Name=ATP-binding cassette, ABC transporter-type domain profile.	PS50893
YLL015W	118742	118784	Name=ABC transporters family signature.	PS00211
YLL015W	119375	120227	Name=ABC transporter integral membrane type-1 fused domain profile.	PS50929
YLL015W	120338	121091	Name=ATP-binding cassette, ABC transporter-type domain profile.	PS50893
YLL015W	120800	120842	Name=ABC transporters family signature.	PS00211
YLL013C	122101	123175	Name=Pumilio homology domain (PUM-HD) profile.	PS50303
YLL013C	122182	122293	Name=Pumilio RNA-binding repeat profile.	PS50302
YLL013C	122329	122434	Name=Pumilio RNA-binding repeat profile.	PS50302
YLL013C	122437	122560	Name=Pumilio RNA-binding repeat profile.	PS50302
YLL013C	122563	122668	Name=Pumilio RNA-binding repeat profile.	PS50302
YLL013C	122776	122884	Name=Pumilio RNA-binding repeat profile.	PS50302
YLL013C	122887	122992	Name=Pumilio RNA-binding repeat profile.	PS50302
YLL013C	122995	123100	Name=Pumilio RNA-binding repeat profile.	PS50302
YLL011W	127712	127838	Name=Trp-Asp (WD) repeats profile.	PS50082
YLL011W	128168	128294	Name=Trp-Asp (WD) repeats profile.	PS50082
YLL011W	128426	128522	Name=Trp-Asp (WD) repeats circular profile.	PS50294
YLL011W	128426	128549	Name=Trp-Asp (WD) repeats profile.	PS50082
YLL011W	128555	128648	Name=Trp-Asp (WD) repeats circular profile.	PS50294
YLL010C	129380	129854	Name=FCP1 homology domain profile.	PS50969
YLL009C	131219	131345	Name=Coiled coil-helix-coiled coil-helix (CHCH) domain profile.	PS51808
YLL008W	132422	132506	Name=DEAD-box RNA helicase Q motif profile.	PS51195
YLL008W	132515	133040	Name=Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	PS51192
YLL008W	132878	132902	Name=DEAD-box subfamily ATP-dependent helicases signature.	PS00039
YLL008W	133073	133646	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194
YLL006W	137168	137813	Name=Synaptotagmin-like mitochondrial lipid-binding proteins (SMP) domain profile.	PS51847
YLL004W	141082	141118	Name=EF-hand calcium-binding domain.	PS00018
YLL002W	146297	147503	Name=Rtt109-type histone acetyltransferase (HAT) domain profile.	PS51728
YLL001W	147965	148889	Name=Dynamin-type guanine nucleotide-binding (G) domain profile.	PS51718
YLL001W	148052	148079	Name=Dynamin-type guanine nucleotide-binding (G) domain signature.	PS00410
YLL001W	149900	150161	Name=GED domain profile.	PS51388
YLR001C	151745	152159	Name=FAS1/BIgH3 domain profile.	PS50213
YLR001C	152165	152588	Name=FAS1/BIgH3 domain profile.	PS50213
YLR001C	153491	153875	Name=FAS1/BIgH3 domain profile.	PS50213
YLR005W	160424	160961	Name=VWFA domain profile.	PS50234
YLR005W	161336	161396	Name=Zinc finger C2H2 type domain signature.	PS00028
YLR006C	161952	162378	Name=Response regulatory domain profile.	PS50110
YLR008C	165579	165747	Name=dnaJ domain profile.	PS50076
YLR013W	171537	171648	Name=GATA-type zinc finger domain profile.	PS50114
YLR013W	171555	171633	Name=GATA-type zinc finger domain.	PS00344
YLR014C	174793	174883	Name=Zn(2)-C6 fungal-type DNA-binding domain profile.	PS50048
YLR014C	174799	174883	Name=Zn(2)-C6 fungal-type DNA-binding domain signature.	PS00463
YLR016C	176900	177104	Name=Forkhead-associated (FHA) domain profile.	PS50006
YLR017W	177866	177986	Name=Purine and other phosphorylases family 2 signature.	PS01240
YLR019W	180957	181431	Name=FCP1 homology domain profile.	PS50969
YLR022C	184737	184794	Name=Uncharacterized protein family UPF0023 signature.	PS01267
YLR024C	192765	192993	Name=Zinc finger UBR-type profile.	PS51157
YLR026C	195539	195725	Name=t-SNARE coiled-coil homology domain profile.	PS50192
YLR026C	195590	195707	Name=Syntaxin / epimorphin family signature.	PS00914
YLR027C	197290	197329	Name=Aminotransferases class-I pyridoxal-phosphate attachment site.	PS00105
YLR028C	200874	201312	Name=MGS-like domain profile.	PS51855
YLR029C	202383	202452	Name=Ribosomal protein L15e signature.	PS01194
YLR032W	206548	207181	Name=Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	PS51192
YLR032W	207733	207874	Name=Zinc finger RING-type profile.	PS50089
YLR032W	207787	207814	Name=Zinc finger RING-type signature.	PS00518
YLR032W	207976	208486	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194
YLR035C	214153	214171	Name=DNA mismatch repair proteins mutL / hexB / PMS1 signature.	PS00058
YLR037C	222744	222762	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724
YLR038C	224971	225100	Name=Coiled coil-helix-coiled coil-helix (CHCH) domain profile.	PS51808
YLR043C	231704	232010	Name=Thioredoxin domain profile.	PS51352
YLR043C	231893	231947	Name=Thioredoxin family active site.	PS00194
YLR044C	232743	232800	Name=Thiamine pyrophosphate enzymes signature.	PS00187
YLR045C	236080	236194	Name=HEAT repeat profile.	PS50077
YLR048W	242274	242307	Name=Ribosomal protein S2 signature 1.	PS00962
