Gene	start	end	description	database_name
YCL069W	9709	11032	Name=Major facilitator superfamily (MFS) profile.	PS50850
YCL067C	12448	12637	Name='Homeobox' domain profile.	PS50071
YCL066W	13546	13714	Name=Alpha box DNA-binding domain profile.	PS51325
YCL064C	16757	16796	Name=Serine/threonine dehydratases pyridoxal-phosphate attachment site.	PS00165
YCL055W	27956	28934	Name=mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase-like (MT-A70-like) family profile.	PS51592
YCL055W	28154	28871	Name=MT-A70-like family profile.	PS51143
YCL043C	48766	49153	Name=Thioredoxin domain profile.	PS51352
YCL043C	48973	49027	Name=Thioredoxin family active site.	PS00194
YCL043C	49798	50176	Name=Thioredoxin domain profile.	PS51352
YCL043C	50008	50062	Name=Thioredoxin family active site.	PS00194
YCL040W	50874	52332	Name=Hexokinase domain profile.	PS51748
YCL040W	51315	51390	Name=Hexokinase domain signature.	PS00378
YCL039W	54658	54733	Name=Trp-Asp (WD) repeats profile.	PS50082
YCL039W	54769	54880	Name=Trp-Asp (WD) repeats circular profile.	PS50294
YCL039W	54817	54880	Name=Trp-Asp (WD) repeats profile.	PS50082
YCL037C	57625	57913	Name=La-type HTH domain profile.	PS50961
YCL035C	60843	61152	Name=Glutaredoxin domain profile.	PS51354
YCL035C	61062	61110	Name=Glutaredoxin active site.	PS00195
YCL033C	62778	63162	Name=Methionine-R-sulfoxide reductase (MsrB) domain profile.	PS51790
YCL032W	64140	64422	Name=Ras-associating (RA) domain profile.	PS50200
YCL030C	66470	66566	Name=Histidinol dehydrogenase signature.	PS00611
YCL029C	69714	69843	Name=CAP-Gly domain profile.	PS50245
YCL029C	69750	69843	Name=CAP-Gly domain signature.	PS00845
YCL027W	73111	73339	Name=Src homology 3 (SH3) domain profile.	PS50002
YCL025C	77379	77472	Name=Amino acid permeases signature.	PS00218
YCL024W	79225	80017	Name=Protein kinase domain profile.	PS50011
YCL024W	79243	79312	Name=Protein kinases ATP-binding region signature.	PS00107
YCL024W	79606	79642	Name=Serine/Threonine protein kinases active-site signature.	PS00108
YCL018W	92062	92119	Name=Isocitrate and isopropylmalate dehydrogenases signature.	PS00470
YCL017C	93343	93400	Name=Aminotransferases class-V pyridoxal-phosphate attachment site.	PS00595
YCL011C	102080	102311	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102
YCL011C	102470	102701	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102
YCL011C	102764	102992	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102
YCL010C	103585	103987	Name=SGF29 C-terminal domain profile.	PS51518
YCL009C	105071	105311	Name=ACT domain profile.	PS51671
