Gene	start	end	description	database_name
YKL224C	1866	1884	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724
YKL222C	4543	4609	Name=Leucine-rich repeat profile.	PS51450
YKL222C	5458	5551	Name=Zn(2)-C6 fungal-type DNA-binding domain profile.	PS50048
YKL222C	5464	5551	Name=Zn(2)-C6 fungal-type DNA-binding domain signature.	PS00463
YKL220C	9624	9981	Name=Ferredoxin reductase-type FAD binding domain profile.	PS51384
YKL218C	18168	18207	Name=Serine/threonine dehydratases pyridoxal-phosphate attachment site.	PS00165
YKL217W	22657	23911	Name=Major facilitator superfamily (MFS) profile.	PS50850
YKL216W	25338	25395	Name=Dihydroorotate dehydrogenase signature 1.	PS00911
YKL216W	25959	26019	Name=Dihydroorotate dehydrogenase signature 2.	PS00912
YKL214C	31279	31501	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102
YKL213C	31962	32712	Name=PUL domain profile.	PS51396
YKL213C	32760	33051	Name=PFU domain profile.	PS51394
YKL213C	33339	33459	Name=Trp-Asp (WD) repeats profile.	PS50082
YKL213C	33366	33459	Name=Trp-Asp (WD) repeats circular profile.	PS50294
YKL213C	33609	33708	Name=Trp-Asp (WD) repeats profile.	PS50082
YKL213C	33732	33822	Name=Trp-Asp (WD) repeats circular profile.	PS50294
YKL213C	33987	34080	Name=Trp-Asp (WD) repeats circular profile.	PS50294
YKL212W	34888	35905	Name=Sac phosphatase domain profile.	PS50275
YKL211C	37295	37343	Name=Indole-3-glycerol phosphate synthase signature.	PS00614
YKL211C	37532	38114	Name=Glutamine amidotransferase type 1 domain profile.	PS51273
YKL210W	40291	40315	Name=Ubiquitin-activating enzyme signature 1.	PS00536
YKL210W	40957	40981	Name=Ubiquitin-activating enzyme active site.	PS00865
YKL209C	42434	43139	Name=ATP-binding cassette, ABC transporter-type domain profile.	PS50893
YKL209C	42683	42725	Name=ABC transporters family signature.	PS00211
YKL209C	43274	44141	Name=ABC transporter integral membrane type-1 fused domain profile.	PS50929
YKL209C	44486	45224	Name=ATP-binding cassette, ABC transporter-type domain profile.	PS50893
YKL209C	44735	44777	Name=ABC transporters family signature.	PS00211
YKL209C	45338	46208	Name=ABC transporter integral membrane type-1 fused domain profile.	PS50929
YKL203C	55937	56990	Name=Phosphatidylinositol 3- and 4-kinases family profile.	PS50290
YKL203C	55937	56033	Name=FATC domain profile.	PS51190
YKL203C	56507	56567	Name=Phosphatidylinositol 3- and 4-kinases signature 2.	PS00916
YKL203C	56936	56978	Name=Phosphatidylinositol 3- and 4-kinases signature 1.	PS00915
YKL203C	57593	59345	Name=FAT domain profile.	PS51189
YKL198C	68711	69632	Name=Protein kinase domain profile.	PS50011
YKL198C	69209	69245	Name=Serine/Threonine protein kinases active-site signature.	PS00108
YKL197C	71309	71363	Name=AAA-protein family signature.	PS00674
YKL196C	74934	75114	Name=v-SNARE coiled-coil homology domain profile.	PS50892
YKL196C	75003	75060	Name=Synaptobrevin signature.	PS00417
YKL196C	75147	75513	Name=Longin domain profile.	PS50859
YKL195W	76733	76865	Name=Coiled coil-helix-coiled coil-helix (CHCH) domain profile.	PS51808
YKL194C	77620	78445	Name=Aminoacyl-transfer RNA synthetases class-II family profile.	PS50862
YKL193C	79075	79138	Name=Leucine-rich repeat profile.	PS51450
YKL193C	79141	79204	Name=Leucine-rich repeat profile.	PS51450
YKL193C	79207	79270	Name=Leucine-rich repeat profile.	PS51450
YKL193C	79273	79336	Name=Leucine-rich repeat profile.	PS51450
YKL193C	79411	79474	Name=Leucine-rich repeat profile.	PS51450
YKL193C	79477	79540	Name=Leucine-rich repeat profile.	PS51450
YKL193C	79618	79681	Name=Leucine-rich repeat profile.	PS51450
YKL192C	80171	80408	Name=Carrier protein (CP) domain profile.	PS50075
YKL192C	80261	80306	Name=Phosphopantetheine attachment site.	PS00012
YKL190W	83010	83115	Name=EF-hand calcium-binding domain profile.	PS50222
YKL190W	83049	83085	Name=EF-hand calcium-binding domain.	PS00018
YKL190W	83127	83211	Name=EF-hand calcium-binding domain profile.	PS50222
