Gene	start	end	description	database_name
YNL339C	2366	2813	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194
YNL335W	11608	11938	Name=HD domain profile.	PS51831
YNL334C	12210	12855	Name=Glutamine amidotransferase type 1 domain profile.	PS51273
YNL334C	12228	12864	Name=PdxT/SNO family profile.	PS51130
YNL334C	12690	12720	Name=PdxT/SNO family family signature.	PS01236
YNL333W	13285	14161	Name=PdxS/SNZ family profile.	PS51129
YNL333W	13879	13933	Name=PdxS/SNZ family signature.	PS01235
YNL329C	19966	20020	Name=AAA-protein family signature.	PS00674
YNL328C	22836	23019	Name=dnaJ domain profile.	PS50076
YNL326C	27885	28035	Name=DHHC domain profile.	PS50216
YNL325C	29794	30880	Name=Sac phosphatase domain profile.	PS50275
YNL319W	38645	38741	Name=Prokaryotic membrane lipoprotein lipid attachment site profile.	PS51257
YNL318C	38751	40140	Name=Major facilitator superfamily (MFS) profile.	PS50850
YNL318C	39717	39792	Name=Sugar transport proteins signature 2.	PS00217
YNL317W	41012	41108	Name=Trp-Asp (WD) repeats circular profile.	PS50294
YNL317W	41138	41249	Name=Trp-Asp (WD) repeats circular profile.	PS50294
YNL317W	41138	41261	Name=Trp-Asp (WD) repeats profile.	PS50082
YNL317W	41264	41360	Name=Trp-Asp (WD) repeats circular profile.	PS50294
YNL317W	41264	41387	Name=Trp-Asp (WD) repeats profile.	PS50082
YNL317W	41657	41750	Name=Trp-Asp (WD) repeats circular profile.	PS50294
YNL316C	42109	42343	Name=ACT domain profile.	PS51671
YNL316C	42403	43054	Name=Prephenate dehydratase domain profile.	PS51171
YNL313C	45910	46009	Name=TPR repeat profile.	PS50005
YNL313C	46012	46111	Name=TPR repeat profile.	PS50005
YNL311C	51388	51526	Name=F-box domain profile.	PS50181
YNL310C	51954	52239	Name=Zinc finger DNL-type profile.	PS51501
YNL307C	56592	57468	Name=Protein kinase domain profile.	PS50011
YNL307C	57057	57093	Name=Serine/Threonine protein kinases active-site signature.	PS00108
YNL307C	57366	57450	Name=Protein kinases ATP-binding region signature.	PS00107
YNL304W	60555	61545	Name=small GTPase Rab1 family profile.	PS51419
YNL302C	62616	62673	Name=Ribosomal protein S19e signature.	PS00628
YNL301C	64361	64412	Name=Ribosomal protein L18e signature.	PS01106
YNL298W	69098	69452	Name=PH domain profile.	PS50003
YNL298W	69467	69506	Name=CRIB domain profile.	PS50108
YNL298W	70553	71390	Name=Protein kinase domain profile.	PS50011
YNL298W	70982	71018	Name=Serine/Threonine protein kinases active-site signature.	PS00108
YNL293W	81309	82008	Name=TBC/rab GAP domain profile.	PS50086
YNL286W	95358	95613	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102
YNL283C	106341	106620	Name=WSC domain profile.	PS51212
YNL280C	109136	109205	Name=Sterol reductase family signature 2.	PS01018
YNL280C	109793	109838	Name=Sterol reductase family signature 1.	PS01017
YNL278W	113496	113883	Name=PH domain profile.	PS50003
YNL274C	121393	121441	Name=D-isomer specific 2-hydroxyacid dehydrogenases signature 3.	PS00671
YNL274C	121462	121528	Name=D-isomer specific 2-hydroxyacid dehydrogenases signature 2.	PS00670
YNL274C	121588	121672	Name=D-isomer specific 2-hydroxyacid dehydrogenases NAD-binding signature.	PS00065
YNL271C	129905	130007	Name=Diaphanous autoregulatory domain (DAD) profile.	PS51231
YNL271C	130085	131339	Name=Formin homology-2 (FH2) domain profile.	PS51444
YNL271C	133295	134861	Name=Rho GTPase-binding/formin homology 3 (GBD/FH3) domain profile.	PS51232
YNL270C	137271	137364	Name=Amino acid permeases signature.	PS00218
YNL268W	138967	139060	Name=Amino acid permeases signature.	PS00218
YNL267W	140881	141277	Name=PIK helical domain profile.	PS51545
YNL267W	143251	144001	Name=Phosphatidylinositol 3- and 4-kinases family profile.	PS50290
YNL267W	143263	143305	Name=Phosphatidylinositol 3- and 4-kinases signature 1.	PS00915
YNL267W	143587	143647	Name=Phosphatidylinositol 3- and 4-kinases signature 2.	PS00916
YNL264C	145724	146198	Name=CRAL-TRIO lipid binding domain profile.	PS50191
YNL259C	157658	157826	Name=Heavy-metal-associated domain profile.	PS50846
YNL259C	157745	157835	Name=Heavy-metal-associated domain.	PS01047
YNL257C	161392	162007	Name=VASt domain profile.	PS51778
YNL257C	163051	163393	Name=PH domain profile.	PS50003
YNL256W	165778	165811	Name=7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase signature.	PS00794
YNL256W	166135	167065	Name=Pterin-binding domain profile.	PS50972
YNL256W	166141	166186	Name=Dihydropteroate synthase signature 1.	PS00792
YNL256W	166261	166300	Name=Dihydropteroate synthase signature 2.	PS00793
YNL255C	167334	167379	Name=Zinc finger CCHC-type profile.	PS50158
YNL255C	167391	167439	Name=Zinc finger CCHC-type profile.	PS50158
YNL255C	167469	167508	Name=Zinc finger CCHC-type profile.	PS50158
YNL255C	167544	167592	Name=Zinc finger CCHC-type profile.	PS50158
YNL255C	167604	167643	Name=Zinc finger CCHC-type profile.	PS50158
YNL255C	167676	167715	Name=Zinc finger CCHC-type profile.	PS50158
YNL255C	167733	167772	Name=Zinc finger CCHC-type profile.	PS50158
YNL253W	170765	170870	Name=Trp-Asp (WD) repeats circular profile.	PS50294
YNL251C	173088	173298	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102
YNL251C	173856	174312	Name=CID domain profile.	PS51391
YNL250W	177330	177633	Name=Rad50 zinc-hook domain profile.	PS51131
YNL244C	187208	187418	Name=Translation initiation factor SUI1 family profile.	PS50296
YNL243W	188054	188432	Name=ENTH domain profile.	PS50942
YNL243W	190202	190946	Name=I/LWEQ domain profile.	PS50945
YNL241C	197367	197385	Name=Glucose-6-phosphate dehydrogenase active site.	PS00069
YNL239W	200770	200803	Name=Eukaryotic thiol (cysteine) proteases cysteine active site.	PS00139
YNL239W	201670	201700	Name=Eukaryotic thiol (cysteine) proteases histidine active site.	PS00639
YNL238W	202851	203787	Name=Serine proteases, subtilase domain profile.	PS51892
YNL238W	202941	202974	Name=Serine proteases, subtilase family, aspartic acid active site.	PS00136
YNL238W	203067	203097	Name=Serine proteases, subtilase family, histidine active site.	PS00137
YNL238W	203577	203607	Name=Serine proteases, subtilase family, serine active site.	PS00138
YNL238W	203814	204216	Name=P/Homo B domain profile.	PS51829
YNL234W	210854	211118	Name=Globin family profile.	PS01033
YNL231C	216157	216637	Name=CRAL-TRIO lipid binding domain profile.	PS50191
YNL230C	218473	218605	Name=F-box domain profile.	PS50181
YNL229C	219139	219586	Name=Soluble glutathione S-transferase C-terminal domain profile.	PS50405
YNL229C	219613	219865	Name=Soluble glutathione S-transferase N-terminal domain profile.	PS50404
YNL227C	220697	220784	Name=Zinc finger C2H2 type domain profile.	PS50157
YNL227C	220712	220778	Name=Zinc finger C2H2 type domain signature.	PS00028
YNL227C	221330	221417	Name=Zinc finger C2H2 type domain profile.	PS50157
YNL227C	221345	221411	Name=Zinc finger C2H2 type domain signature.	PS00028
YNL227C	222221	222419	Name=dnaJ domain profile.	PS50076
YNL227C	222233	222290	Name=Nt-dnaJ domain signature.	PS00636
YNL224C	224798	224939	Name=G-patch domain profile.	PS50174
YNL220W	234440	234461	Name=Adenylosuccinate synthetase GTP-binding site.	PS01266
YNL220W	234824	234857	Name=Adenylosuccinate synthetase active site.	PS00513
YNL218W	238271	238352	Name=Zinc finger UBZ4-type profile.	PS51908
YNL217W	240334	240397	Name=Prokaryotic membrane lipoprotein lipid attachment site profile.	PS51257
YNL216W	242052	242313	Name=BRCT domain profile.	PS50172
YNL216W	242754	242922	Name=Myb-like domain profile.	PS50090
YNL216W	242754	242934	Name=Myb-type HTH DNA-binding domain profile.	PS51294
YNL210W	251492	251714	Name=Type-1 KH domain profile.	PS50084
YNL209W	252095	252116	Name=Heat shock hsp70 proteins family signature 1.	PS00297
YNL209W	252659	252698	Name=Heat shock hsp70 proteins family signature 2.	PS00329
YNL209W	253070	253112	Name=Heat shock hsp70 proteins family signature 3.	PS01036
YNL204C	258887	259244	Name=ARF GTPase-activating proteins domain profile.	PS50115
YNL200C	263751	264417	Name=YjeF N-terminal domain profile.	PS51385
YNL197C	267718	267979	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102
YNL191W	280438	281212	Name=Glutamine amidotransferase type 2 domain profile.	PS51278
YNL189W	284263	284455	Name=IBB domain profile.	PS51214
YNL189W	284650	284779	Name=Armadillo/plakoglobin ARM repeat profile.	PS50176
YNL189W	285283	285385	Name=Armadillo/plakoglobin ARM repeat profile.	PS50176
YNL186W	290584	291697	Name=Ubiquitin specific protease (USP) domain profile.	PS50235
YNL186W	291520	291574	Name=Ubiquitin specific protease (USP) domain signature 2.	PS00973
YNL183C	293283	294195	Name=Protein kinase domain profile.	PS50011
YNL183C	293802	293838	Name=Serine/Threonine protein kinases active-site signature.	PS00108
YNL183C	294108	294177	Name=Protein kinases ATP-binding region signature.	PS00107
YNL182C	297126	297222	Name=Trp-Asp (WD) repeats profile.	PS50082
YNL180C	299656	300646	Name=small GTPase Ras family profile.	PS51421
