Gene	start	end	description	database_name
YBL108C-A	7661	7679	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724
YBL106C	12385	12508	Name=Trp-Asp (WD) repeats profile.	PS50082
YBL106C	13057	13144	Name=Trp-Asp (WD) repeats profile.	PS50082
YBL105C	14243	14444	Name=AGC-kinase C-terminal domain profile.	PS51285
YBL105C	14447	15224	Name=Protein kinase domain profile.	PS50011
YBL105C	14825	14861	Name=Serine/Threonine protein kinases active-site signature.	PS00108
YBL105C	15137	15206	Name=Protein kinases ATP-binding region signature.	PS00107
YBL105C	16103	16253	Name=Zinc finger phorbol-ester/DAG-type profile.	PS50081
YBL105C	16103	16250	Name=Zinc finger phorbol-ester/DAG-type signature.	PS00479
YBL105C	16313	16454	Name=Zinc finger phorbol-ester/DAG-type profile.	PS50081
YBL105C	16313	16451	Name=Zinc finger phorbol-ester/DAG-type signature.	PS00479
YBL105C	16769	17126	Name=C2 domain profile.	PS50004
YBL105C	17147	17378	Name=REM-1 domain profile.	PS51860
YBL105C	17495	17693	Name=REM-1 domain profile.	PS51860
YBL103C	22504	22681	Name=Myc-type, basic helix-loop-helix (bHLH) domain profile.	PS50888
YBL099W	38253	38280	Name=ATP synthase alpha and beta subunits signature.	PS00152
YBL092W	46029	46089	Name=Ribosomal protein L32e signature.	PS00580
YBL091C-A	46805	47177	Name=Major sperm protein (MSP) domain profile.	PS50202
YBL091C	48013	48061	Name=Methionine aminopeptidase subfamily 2 signature.	PS01202
YBL088C	51021	52002	Name=Phosphatidylinositol 3- and 4-kinases family profile.	PS50290
YBL088C	51021	51117	Name=FATC domain profile.	PS51190
YBL088C	51531	51591	Name=Phosphatidylinositol 3- and 4-kinases signature 2.	PS00916
YBL088C	51945	51990	Name=Phosphatidylinositol 3- and 4-kinases signature 1.	PS00915
YBL088C	52404	54180	Name=FAT domain profile.	PS51189
YBL087C	60433	60511	Name=Ribosomal protein L14 signature.	PS00049
YBL086C	62005	62590	Name=C2 NT-type domain profile.	PS51840
YBL085W	63915	64107	Name=Src homology 3 (SH3) domain profile.	PS50002
YBL085W	64560	64752	Name=SAM domain profile.	PS50105
YBL085W	66204	66561	Name=PH domain profile.	PS50003
YBL084C	67216	67315	Name=TPR repeat profile.	PS50005
