Gene	start	end	description	database_name	transposons	transposons_normalized
YPL283C	2062	2764	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	604	0.86
YPL281C	9559	10486	Name=Enolase-like, C-terminal domain superfamily	G3DSA:3.20.20.120	661	0.713
YPL281C	10489	10867	Name=Enolase-like, N-terminal	G3DSA:3.30.390.10	489	1.294
YPL280W	11890	12598	Name=Class I glutamine amidotransferase-like	G3DSA:3.40.50.880	610	0.862
YPL274W	23157	24576	Name=Amino acid/polyamine transporter I	G3DSA:1.20.1740.10	1361	0.959
YPL273W	25105	26044	Name=Homocysteine-binding domain superfamily	G3DSA:3.20.20.330	244	0.26
YPL271W	30085	30265	Name=ATP synthase, F1 complex, epsilon  subunit superfamily, mitochondrial	G3DSA:1.10.1620.20	11	0.061
YPL270W	30785	31784	Name=ABC transporter type 1, transmembrane domain	G3DSA:1.20.1560.10	441	0.441
YPL270W	31793	32558	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	465	0.608
YPL268W	35545	35893	Name=PH-like domain superfamily	G3DSA:2.30.29.30	11	0.032
YPL268W	35896	36316	Name=-	G3DSA:1.10.238.10	4	0.01
YPL268W	36373	37390	Name=Phosphatidylinositol (PI) phosphodiesterase	G3DSA:3.20.20.190	7	0.007
YPL268W	37408	37843	Name=C2 domain	G3DSA:2.60.40.150	26	0.06
YPL267W	38346	38502	Name=-	G3DSA:6.10.250.2450	13	0.083
YPL266W	39211	39763	Name=Vaccinia Virus protein VP39	G3DSA:3.40.50.150	7	0.013
YPL266W	39769	40075	Name=-	G3DSA:1.10.8.480	5	0.016
YPL265W	41289	42729	Name=Amino acid/polyamine transporter I	G3DSA:1.20.1740.10	1314	0.912
YPL263C	45351	46338	Name=Kelch-type beta propeller	G3DSA:2.120.10.80	1194	1.21
YPL262W	47423	47825	Name=Fumarase/histidase, N-terminal	G3DSA:1.10.275.10	103	0.256
YPL262W	47828	48629	Name=Fumarase/aspartase (Central domain)	G3DSA:1.20.200.10	67	0.084
YPL262W	48632	48800	Name=-	G3DSA:1.10.40.30	55	0.327
YPL259C	51252	51729	Name=Mu homology domain, subdomain B	G3DSA:2.60.40.1170	301	0.631
YPL259C	51267	52158	Name=Mu homology domain, subdomain B	G3DSA:2.60.40.1170	399	0.448
YPL259C	52239	52668	Name=-	G3DSA:3.30.450.60	185	0.431
YPL258C	53500	54205	Name=Haem oxygenase-like, multi-helical	G3DSA:1.20.910.10	917	1.301
YPL258C	54208	55147	Name=Ribokinase-like	G3DSA:3.40.1190.20	1320	1.406
YPL256C	66032	66440	Name=-	G3DSA:1.10.472.10	5	0.012
YPL253C	71065	71956	Name=-	G3DSA:3.40.850.20	1879	2.109
YPL252C	73368	73710	Name=Beta-grasp domain superfamily	G3DSA:3.10.20.30	6	0.018
YPL249C-A	75939	76236	Name=60S ribosomal protein L36	G3DSA:1.10.10.1760	55	0.185
YPL249C	77148	77676	Name=-	G3DSA:1.10.472.80	257	0.487
YPL249C	77679	77955	Name=putative rabgap domain of human tbc1 domain family member 14 like domains	G3DSA:1.10.8.270	129	0.467
YPL249C	77958	78081	Name=-	G3DSA:1.10.10.750	96	0.78
YPL248C	82038	82206	Name=-	G3DSA:1.20.5.170	52	0.31
YPL248C	82236	82353	Name=Zn(2)-C6 fungal-type DNA-binding domain superfamily	G3DSA:4.10.240.10	103	0.88
YPL247C	82633	83755	Name=WD40/YVTN repeat-like-containing domain superfamily	G3DSA:2.130.10.10	1168	1.041
YPL246C	84706	85258	Name=Rhomboid-like superfamily	G3DSA:1.20.1540.10	349	0.632
YPL245W	85745	86264	Name=P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	360	0.694
YPL243W	88538	89174	Name=SRP68, N-terminal domain superfamily	G3DSA:1.10.3450.40	1	0.002
YPL242C	91617	92640	Name=Rho GTPase activation protein	G3DSA:1.10.506.10	14	0.014
YPL242C	94362	94818	Name=CH domain superfamily	G3DSA:1.10.418.10	5	0.011
YPL241C	95469	96012	Name=Cyclase-associated protein CAP/septum formation inhibitor MinC, C-terminal	G3DSA:2.160.20.70	256	0.471
YPL240C	96594	97044	Name=HSP90, C-terminal domain	G3DSA:1.20.120.790	1235	2.744
YPL240C	97047	97305	Name=-	G3DSA:3.40.50.11260	788	3.054
YPL240C	97308	97812	Name=-	G3DSA:3.30.230.80	349	0.692
YPL240C	97932	98622	Name=Histidine kinase/HSP90-like ATPase superfamily	G3DSA:3.30.565.10	226	0.328
YPL239W	99487	99952	Name=Ankyrin repeat-containing domain superfamily	G3DSA:1.25.40.20	195	0.419
