Gene	start	end	description	database_name	transposons	transposons_normalized
YPL283C	2275	2722	Name=Superfamilies 1 and 2 helicase C-terminal domain profile.	PS51194	362	0.81
YPL282C	7992	8010	Name=Stress-induced proteins SRP1/TIP1 family signature.	PS00724	2	0.111
YPL281C	9802	9841	Name=Enolase signature.	PS00164	39	1.0
YPL274W	23253	23346	Name=Amino acid permeases signature.	PS00218	103	1.108
YPL273W	25105	26050	Name=Homocysteine-binding domain profile.	PS50970	244	0.258
YPL270W	30842	31721	Name=ABC transporter integral membrane type-1 fused domain profile.	PS50929	306	0.348
YPL270W	31820	32540	Name=ATP-binding cassette, ABC transporter-type domain profile.	PS50893	417	0.579
YPL270W	32240	32282	Name=ABC transporters family signature.	PS00211	305	7.262
YPL268W	36043	36148	Name=EF-hand calcium-binding domain profile.	PS50222	1	0.01
YPL268W	36082	36118	Name=EF-hand calcium-binding domain.	PS00018	1	0.028
YPL268W	36382	36796	Name=Phosphatidylinositol-specific phospholipase X-box domain profile.	PS50007	1	0.002
YPL268W	37006	37363	Name=Phosphatidylinositol-specific phospholipase Y-box domain profile.	PS50008	3	0.008
YPL268W	37375	37822	Name=C2 domain profile.	PS50004	3	0.007
YPL266W	39211	40063	Name=rRNA adenine N(6)-methyltransferase family profile.	PS51689	12	0.014
YPL266W	39301	39382	Name=Ribosomal RNA adenine dimethylases signature.; Ribosomal RNA adenine methylase transferase, conserved site	PS01131	11	0.136
YPL265W	41388	41481	Name=Amino acid permeases signature.	PS00218	111	1.194
YPL262W	48362	48389	Name=Fumarate lyases signature.	PS00163	0	0
YPL259C	51252	52146	Name=Mu homology domain (MHD) profile.	PS51072	399	0.446
YPL259C	51753	51795	Name=Clathrin adaptor complexes medium chain signature 2.	PS00991	98	2.333
YPL259C	52119	52179	Name=Clathrin adaptor complexes medium chain signature 1.	PS00990	1	0.017
YPL256C	66299	66392	Name=Cyclins signature.	PS00292	0	0
YPL252C	73392	73698	Name=2Fe-2S ferredoxin-type iron-sulfur binding domain profile.	PS51085	6	0.02
YPL252C	73557	73587	Name=Adrenodoxin family, iron-sulfur binding region signature.	PS00814	4	0.133
YPL249C-A	76053	76083	Name=Ribosomal protein L36e signature.	PS01190	1	0.033
YPL249C	77463	78000	Name=TBC/rab GAP domain profile.	PS50086	334	0.622
YPL248C	82236	82326	Name=Zn(2)-C6 fungal-type DNA-binding domain profile.	PS50048	92	1.022
YPL248C	82242	82326	Name=Zn(2)-C6 fungal-type DNA-binding domain signature.	PS00463	88	1.048
YPL247C	82918	83026	Name=Trp-Asp (WD) repeats circular profile.	PS50294	15	0.139
YPL247C	83239	83347	Name=Trp-Asp (WD) repeats profile.	PS50082	18	0.167
YPL242C	94446	94785	Name=Calponin homology (CH) domain profile.	PS50021	5	0.015
YPL241C	95493	95964	Name=C-CAP/cofactor C-like domain profile.	PS51329	248	0.527
YPL240C	98526	98553	Name=Heat shock hsp90 proteins family signature.	PS00298	0	0
YPL239W	99631	99697	Name=Ankyrin repeat region circular profile.	PS50297	123	1.864
YPL239W	99631	99727	Name=Ankyrin repeat profile.	PS50088	137	1.427
YPL239W	99760	99820	Name=Ankyrin repeat profile.	PS50088	1	0.017
YPL236C	101610	102612	Name=Protein kinase domain profile.	PS50011	508	0.507
YPL236C	102495	102594	Name=Protein kinases ATP-binding region signature.	PS00107	5	0.051
YPL232W	107845	108031	Name=t-SNARE coiled-coil homology domain profile.	PS50192	42	0.226
YPL232W	107863	107980	Name=Syntaxin / epimorphin family signature.	PS00914	42	0.359
YPL231W	109087	109312	Name=Carrier protein (CP) domain profile.	PS50075	5	0.022
YPL231W	112540	112588	Name=Beta-ketoacyl synthases active site.	PS00606	0	0
YPL230W	115435	115525	Name=Zinc finger C2H2 type domain profile.	PS50157	29	0.322
YPL230W	115528	115612	Name=Zinc finger C2H2 type domain profile.	PS50157	46	0.548
YPL230W	115534	115597	Name=Zinc finger C2H2 type domain signature.	PS00028	46	0.73
YPL226W	123477	124125	Name=ATP-binding cassette, ABC transporter-type domain profile.	PS50893	181	0.279
YPL226W	123831	123873	Name=ABC transporters family signature.	PS00211	95	2.262
YPL226W	124203	125154	Name=ATP-binding cassette, ABC transporter-type domain profile.	PS50893	228	0.24
YPL226W	124593	124776	Name=Chromo and chromo shadow domain profile.	PS50013	86	0.47
YPL226W	124866	124908	Name=ABC transporters family signature.	PS00211	57	1.357
YPL220W	136141	136198	Name=Ribosomal protein L1 signature.	PS01199	62	1.088
YPL218W	138749	139268	Name=small GTPase Arf family profile.	PS51417	13	0.025
YPL217C	142472	142967	Name=Bms1-type guanine nucleotide-binding (G) domain profile.	PS51714	15	0.03
YPL216W	143890	144214	Name=WAC domain profile.	PS51136	31	0.096
YPL216W	144946	145126	Name=DDT domain profile.	PS50827	7	0.039
YPL213W	150905	150968	Name=Leucine-rich repeat profile.	PS51450	50	0.794
YPL211W	153777	154005	Name=PUA domain profile.	PS50890	10	0.044
YPL209C	156528	157281	Name=Protein kinase domain profile.	PS50011	8	0.011
YPL209C	156888	156924	Name=Serine/Threonine protein kinases active-site signature.	PS00108	6	0.167
YPL209C	157194	157263	Name=Protein kinases ATP-binding region signature.	PS00107	2	0.029
YPL208W	157908	158664	Name=SET domain profile.	PS50280	524	0.693
YPL207W	160524	160989	Name=Flavodoxin-like domain profile.	PS50902	168	0.361
YPL207W	161298	162048	Name=Radical SAM core domain profile.	PS51918	286	0.381
YPL206C	162844	163591	Name=GP-PDE domain profile.	PS51704	815	1.091
YPL204W	164303	165110	Name=Protein kinase domain profile.	PS50011	23	0.029
YPL204W	164321	164390	Name=Protein kinases ATP-binding region signature.	PS00107	23	0.333
YPL204W	164648	164684	Name=Serine/Threonine protein kinases active-site signature.	PS00108	10	0.278
YPL203W	166466	167228	Name=Protein kinase domain profile.	PS50011	287	0.377
YPL203W	166484	166553	Name=Protein kinases ATP-binding region signature.	PS00107	287	4.159
YPL203W	166823	166859	Name=Serine/Threonine protein kinases active-site signature.	PS00108	206	5.722
YPL203W	167231	167396	Name=AGC-kinase C-terminal domain profile.	PS51285	46	0.279
YPL199C	172236	172464	Name=Smr domain profile.	PS50828	18	0.079
YPL198W	173458	173554	Name=Ribosomal protein L30 signature.	PS00634	12	0.125
YPL196W	175265	175862	Name=TLDc domain profile.	PS51886	133	0.223
YPL190C	186522	186735	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102	1	0.005
YPL184C	195982	196222	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102	199	0.829
YPL184C	196276	196495	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102	184	0.84
YPL184C	196651	196912	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102	59	0.226
YPL184C	196966	197185	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102	31	0.142
YPL183W-A	199293	199371	Name=Ribosomal protein L36 signature.	PS00828	34	0.436
YPL183C	201762	201885	Name=Trp-Asp (WD) repeats profile.	PS50082	116	0.943
YPL183C	201786	201828	Name=Trp-Asp (WD) repeats signature.	PS00678	113	2.69
YPL183C	201888	202011	Name=Trp-Asp (WD) repeats profile.	PS50082	150	1.22
YPL183C	201900	202011	Name=Trp-Asp (WD) repeats circular profile.	PS50294	134	1.207
YPL183C	201912	201954	Name=Trp-Asp (WD) repeats signature.	PS00678	107	2.548
YPL181W	203637	203790	Name=Zinc finger PHD-type profile.	PS50016	47	0.307
YPL181W	203646	203781	Name=Zinc finger PHD-type signature.	PS01359	47	0.348
YPL179W	209231	209246	Name=Serine/threonine specific protein phosphatases signature.	PS00125	0	0
YPL178W	212296	212530	Name=Eukaryotic RNA Recognition Motif (RRM) profile.	PS50102	17	0.073
YPL177C	213293	213482	Name='Homeobox' domain profile.	PS50071	367	1.942
YPL174C	222521	222671	Name=CAP-Gly domain profile.	PS50245	15	0.1
YPL174C	222578	222671	Name=CAP-Gly domain signature.	PS00845	15	0.161
YPL173W	223341	223392	Name=Ribosomal protein L24 signature.	PS01108	3	0.059
YPL172C	225078	225144	Name=UbiA prenyltransferase family signature.	PS00943	11	0.167
YPL169C	229041	229200	Name=TAP C-terminal (TAP-C) domain profile.	PS51281	71	0.447
YPL169C	229437	229998	Name=Nuclear transport factor 2 domain profile.	PS50177	5	0.009
YPL169C	230208	230271	Name=Leucine-rich repeat profile.	PS51450	0	0
YPL167C	233663	233687	Name=DNA polymerase family B signature.	PS00116	1	0.042
YPL165C	238063	239041	Name=SET domain profile.	PS50280	404	0.413
YPL156C	255951	256296	Name=Glutaredoxin domain profile.	PS51354	294	0.852
YPL155C	257857	259030	Name=Kinesin motor domain profile.	PS50067	643	0.548
YPL155C	258208	258241	Name=Kinesin motor domain signature.	PS00411	286	8.667
YPL154C	259725	260658	Name=Peptidase family A1 domain profile.	PS51767	502	0.538
YPL154C	260025	260058	Name=Eukaryotic and viral aspartyl proteases active site.	PS00141	337	10.212
YPL154C	260580	260613	Name=Eukaryotic and viral aspartyl proteases active site.	PS00141	96	2.909
YPL153C	262200	262389	Name=Forkhead-associated (FHA) domain profile.	PS50006	35	0.185
YPL153C	262794	263598	Name=Protein kinase domain profile.	PS50011	30	0.037
YPL153C	263211	263247	Name=Serine/Threonine protein kinases active-site signature.	PS00108	26	0.722
YPL153C	263511	263580	Name=Protein kinases ATP-binding region signature.	PS00107	5	0.072
YPL153C	263844	263994	Name=Forkhead-associated (FHA) domain profile.	PS50006	3	0.02
YPL151C	266626	266749	Name=Trp-Asp (WD) repeats profile.	PS50082	3	0.024
