Gene	start	end	description	database_name	transposons	transposons_normalized
YJL217W	23136	23727	Name=UCP022704	PIRSF022704	554	0.937
YJL194W	69356	70877	Name=Cdc6	PIRSF001767	24	0.016
YJL191W	73793	74192	Name=RPS11p_RPS11a_RPS14e_RPS11o	PIRSF002131	318	0.797
YJL173C	96163	96526	Name=RFA3_yeast	PIRSF011773	5	0.014
YJL172W	97749	99465	Name=Carboxypeptdase_S	PIRSF037217	1085	0.632
YJL156C	126858	128949	Name=Endoprotease_Ssy5	PIRSF011716	300	0.143
YJL155C	129320	130634	Name=6PFK_fruc_bisph_Ptase	PIRSF000709	370	0.282
YJL154C	131130	133932	Name=Retromer_Vps35	PIRSF009375	192	0.069
YJL153C	134337	135774	Name=Myoinositol-ppht_synth	PIRSF015578	544	0.379
YJL139C	151721	152933	Name=Glycolip_mannosyltransf_fung	PIRSF018153	573	0.473
YJL136C	157012	157270	Name=RPS21e	PIRSF002148	6	0.023
YJL129C	173601	177300	Name=K+_transpter_TRK	PIRSF002450	378	0.102
YJL125C	185554	186661	Name=GCD14	PIRSF017269	64	0.058
YJL121C	190382	191087	Name=RPE	PIRSF001461	297	0.421
YJL115W	196290	197121	Name=Asf1	PIRSF037759	296	0.356
YJL091C	261082	262549	Name=PIG-W	PIRSF017321	40	0.027
YJL087C	270004	272482	Name=tRNA_lig_yeast	PIRSF019634	63	0.025
YJL074C	299192	302846	Name=SMC	PIRSF005719	50	0.014
YJL072C	305223	305859	Name=GINS_PSF2	PIRSF028998	166	0.261
YJL071W	306135	307854	Name=NAGS_fungal	PIRSF007892	64	0.037
YJL070C	307973	310634	Name=AMP_deaminase	PIRSF001251	971	0.365
YJL059W	324967	326167	Name=CLN3_BTN1	PIRSF015974	851	0.709
YJL052W	338274	339267	Name=GAPDH	PIRSF000149	1702	1.714
YJL050W	342546	345741	Name=SKI2	PIRSF005198	72	0.023
YJL045W	356138	357893	Name=SDHA_APRA_LASPO	PIRSF000171	1983	1.13
YJL024C	396082	396589	Name=AP_complex_sigma	PIRSF015588	169	0.333
YJR002W	438868	440644	Name=snoRNP_Mpp10	PIRSF017300	928	0.523
YJR005W	445926	448014	Name=Beta_adaptin	PIRSF002291	2272	1.088
YJR009C	453685	454678	Name=GAPDH	PIRSF000149	2336	2.352
YJR047C	524916	525378	Name=Transl_init_eIF5A	PIRSF003025	591	1.279
YJR058C	544734	545169	Name=AP_complex_sigma	PIRSF015588	940	2.161
YJR063W	555216	555570	Name=RNApol_RpoM	PIRSF005586	97	0.274
YJR073C	572317	572932	Name=PEMT_MPLS	PIRSF005444	375	0.61
YJR076C	575356	576595	Name=Septin	PIRSF006698	157	0.127
YJR096W	611198	611573	Name=AKR	PIRSF000097	624	1.664
YJR096W	611555	612011	Name=AKR	PIRSF000097	565	1.239
YJR112W	637033	637633	Name=NNF1	PIRSF027153	109	0.182
YJR121W	647619	649140	Name=ATPase_subunit_beta	PIRSF039072	89	0.059
YJR123W	651904	652576	Name=RPS7p_RPS7a_RPS5e_RPS7o	PIRSF002122	1	0.001
YJR139C	689447	690515	Name=HDH_short	PIRSF036497	340	0.318
YJR145C	702345	703065	Name=RPS4a_RPS4e	PIRSF002116	117	0.163
YJR148W	705762	706866	Name=BCAT1	PIRSF006468	4536	4.109
