Gene	start	end	description	database_name	transposons	transposons_normalized
YEL058W	43255	44923	Name=PAGM	PIRSF016408	48	0.029
YEL046C	67703	68786	Name=Thr_aldolase	PIRSF017617	276	0.255
YEL040W	78116	79418	Name=CRH1	PIRSF037299	1187	0.912
YEL034W	85679	86141	Name=Transl_init_eIF5A	PIRSF003025	706	1.528
YEL011W	133183	135232	Name=GlgB	PIRSF000463	3933	1.919
YER003C	157831	159112	Name=PMI	PIRSF001480	53	0.041
YER007C-A	166342	166882	Name=Tma_RNA-bind	PIRSF005067	868	1.607
YER019C-A	194275	194536	Name=Sec61_beta	PIRSF006398	232	0.889
YER023W	201082	201928	Name=P5CR	PIRSF000193	25	0.03
YER026C	207646	208357	Name=Phosphatidylserin_synth_fung	PIRSF000852	12	0.017
YER043C	235772	237116	Name=SAHH	PIRSF001109	22	0.016
YER054C	262054	263695	Name=Pp1_interacting	PIRSF018234	1815	1.106
YER056C	266514	268005	Name=Pur-cyt_permease	PIRSF002744	1570	1.053
YER060W	274648	276151	Name=Pur-cyt_permease	PIRSF002744	1134	0.754
YER060W-A	276677	278162	Name=Pur-cyt_permease	PIRSF002744	825	0.556
YER065C	285255	285867	Name=ICL	PIRSF001362	856	1.399
YER065C	285966	286869	Name=ICL	PIRSF001362	959	1.062
YER069W	295413	297984	Name=ARG5-6	PIRSF036440	56	0.022
YER087C-B	332584	332827	Name=Sec61_beta	PIRSF006398	32	0.132
YER091C	339866	342164	Name=Met_synth_MetE	PIRSF000382	277	0.121
YER095W	350178	351174	Name=Rad51	PIRSF005856	40	0.04
YER120W	401138	401867	Name=VAMP_assoc_prot	PIRSF019693	167	0.229
YER125W	410192	412616	Name=E3_ub_ligase_SMURF1	PIRSF001569	17	0.007
YER153C	474043	474802	Name=PET111	PIRSF003326	1347	1.775
YER172C	529532	536000	Name=BRR2	PIRSF039073	235	0.036
YER177W	545614	546373	Name=14-3-3	PIRSF000868	1480	1.95
YER179W	548442	549423	Name=Rad51	PIRSF005856	2649	2.7
YER183C	553351	553966	Name=5_FTHF	PIRSF006806	830	1.35
