Gene	start	end	description	database_name	transposons	transposons_normalized
YJL225C	3118	3427	Name=Helicase conserved C-terminal domain	PF00271	537	1.738
YJL225C	5866	6100	Name=Sir1, ORC-binding domain	PF11603	216	0.923
YJL223C	8796	9072	Name=Seripauperin and TIP1 family	PF00660	149	0.54
YJL222W	11640	13074	Name=Sortilin, neurotensin receptor 3,	PF15902	710	0.495
YJL222W	13092	13551	Name=Sortilin, neurotensin receptor 3, C-terminal	PF15901	225	0.49
YJL222W	13689	15027	Name=Sortilin, neurotensin receptor 3,	PF15902	665	0.497
YJL222W	15033	15537	Name=Sortilin, neurotensin receptor 3, C-terminal	PF15901	286	0.567
YJL221C	17336	18425	Name=Alpha amylase, catalytic domain	PF00128	815	0.748
YJL219W	19689	21075	Name=Sugar (and other) transporter	PF00083	1782	1.286
YJL218W	22003	22144	Name=Maltose acetyltransferase	PF12464	30	0.213
YJL218W	22363	22462	Name=Hexapeptide repeat of succinyl-transferase	PF14602	20	0.202
YJL217W	23175	23697	Name=Protein of unknown function (DUF1349)	PF07081	434	0.831
YJL216C	24901	25990	Name=Alpha amylase, catalytic domain	PF00128	756	0.694
YJL214W	27094	28477	Name=Sugar (and other) transporter	PF00083	1531	1.107
YJL213W	32175	33153	Name=Amidohydrolase family	PF01979	646	0.661
YJL212C	33975	35928	Name=OPT oligopeptide transporter protein	PF03169	1654	0.847
YJL210W	36958	37537	Name=Pex2 / Pex12 amino terminal region	PF04757	1214	2.097
YJL208C	40319	41015	Name=DNA/RNA non-specific endonuclease	PF01223	645	0.927
YJL206C	48597	49353	Name=Fungal specific transcription factor domain	PF04082	513	0.679
YJL206C	49692	49800	Name=Fungal Zn(2)-Cys(6) binuclear cluster domain	PF00172	307	2.843
YJL205C	50293	50422	Name=Non-classical export protein 1	PF11654	150	1.163
YJL204C	50673	52926	Name=Exocyst complex component Sec10	PF07393	241	0.107
YJL203W	53377	53506	Name=Surp module	PF01805	67	0.519
YJL203W	53623	53767	Name=Surp module	PF01805	0	0
YJL201W	54442	54880	Name=Divergent CRAL/TRIO domain	PF13716	665	1.518
YJL201W	54964	55375	Name=RhoGAP domain	PF00620	404	0.983
YJL200C	56674	57055	Name=Aconitase C-terminal domain	PF00694	231	0.606
YJL200C	57298	58639	Name=Aconitase family (aconitate hydratase)	PF00330	927	0.691
YJL198W	60847	61369	Name=SPX domain	PF03105	491	0.941
YJL198W	61480	61708	Name=SPX domain	PF03105	41	0.18
YJL198W	62194	63094	Name=Citrate transporter	PF03600	430	0.478
YJL197W	64897	67126	Name=Ubiquitin carboxyl-terminal hydrolase	PF00443	924	0.415
YJL196C	67882	68605	Name=GNS1/SUR4 family	PF01151	516	0.714
YJL194W	69644	70127	Name=AAA domain	PF13401	4	0.008
YJL194W	70592	70790	Name=CDC6, C terminal winged helix domain	PF09079	13	0.066
YJL193W	71411	72056	Name=Triose-phosphate Transporter family	PF03151	422	0.654
YJL193W	72143	72524	Name=Triose-phosphate Transporter family	PF03151	172	0.451
YJL192C	72733	73342	Name=Suppressor of PMA 1-7 protein	PF17081	950	1.56
YJL191W	73835	74189	Name=Ribosomal protein S11	PF00411	314	0.887
YJL190C	74912	75281	Name=Ribosomal protein S8	PF00410	218	0.591
YJL189W	75960	76083	Name=Ribosomal L39 protein	PF00832	15	0.122
YJL187C	76892	77927	Name=Protein kinase domain	PF00069	343	0.331
YJL186W	80605	81454	Name=Mannosyltransferase putative	PF11051	535	0.63
YJL184W	83460	83778	Name=Gon7 family	PF08738	45	0.142
