Gene	start	end	description	database_name	transposons	transposons_normalized
YGL263W	3006	3282	Name=DUP family	PF00674	0	0
YGL263W	3567	3852	Name=DUP family	PF00674	0	0
YGL262W	5321	5678	Name=Family of unknown function (DUF5341)	PF17276	0	0
YGL261C	6310	6586	Name=Seripauperin and TIP1 family	PF00660	113	0.409
YGL259W	8671	8806	Name=Eukaryotic aspartyl protease	PF00026	36	0.267
YGL258W-A	9177	9363	Name=Eukaryotic aspartyl protease	PF00026	7	0.038
YGL258W	11131	11728	Name=Yeast-specific zinc responsive	PF10339	161	0.27
YGL257C	12807	13635	Name=Mannosyltransferase putative	PF11051	492	0.594
YGL256W	15189	16275	Name=Iron-containing alcohol dehydrogenase	PF00465	425	0.391
YGL255W	21122	22094	Name=ZIP Zinc transporter	PF02535	67	0.069
YGL254W	22340	22412	Name=Zinc finger, C2H2 type	PF00096	141	1.958
YGL254W	22523	22586	Name=C2H2-type zinc finger	PF13894	13	0.206
YGL253W	24016	24598	Name=Hexokinase	PF00349	250	0.43
YGL253W	24616	25345	Name=Hexokinase	PF03727	1301	1.785
YGL252C	26446	27385	Name=Ppx/GppA phosphatase family	PF02541	85	0.091
YGL251C	28900	29788	Name=Sec63 Brl domain	PF02889	453	0.51
YGL251C	30151	30556	Name=Helicase conserved C-terminal domain	PF00271	202	0.499
YGL251C	30709	31213	Name=DEAD/DEAH box helicase	PF00270	162	0.321
YGL250W	32162	32486	Name=Protein of unknown function (DUF2420)	PF10336	17	0.052
YGL248W	35779	36745	Name=cAMP phosphodiesterases class-II	PF02112	992	1.027
YGL247W	37080	37479	Name=Di-sulfide bridge nucleocytoplasmic transport domain	PF10104	6	0.015
YGL246C	37916	38114	Name=RAI1 like PD-(D/E)XK nuclease	PF08652	13	0.066
YGL245W	39626	40541	Name=tRNA synthetases class I (E and Q), catalytic domain	PF00749	18	0.02
YGL245W	40550	41066	Name=tRNA synthetases class I (E and Q), anti-codon binding domain	PF03950	1	0.002
YGL244W	42227	42533	Name=Plus-3 domain	PF03126	1	0.003
YGL243W	43535	44378	Name=Adenosine-deaminase (editase) domain	PF02137	185	0.219
YGL242C	44837	45095	Name=Ankyrin repeats (3 copies)	PF12796	158	0.612
YGL241W	45508	45733	Name=Importin-beta N-terminal domain	PF03810	164	0.729
YGL240W	48856	49312	Name=Anaphase-promoting complex, subunit 10 (APC10)	PF03256	34	0.075
YGL238W	49624	49840	Name=Importin-beta N-terminal domain	PF03810	2	0.009
YGL238W	50002	51112	Name=Cse1	PF08506	28	0.025
YGL238W	51115	52417	Name=CAS/CSE protein, C-terminus	PF03378	62	0.048
